,Acrylic_k,Acrylic_SE,OC_SE,OC_k,ITO_SE,SiN_SE,SiO2_SE,Acrylic_wk,OC_wk,sodalime_w,sodalime_n,sodalime_wk,sodalime_k,ITO_2_w,ITO_2_n,ITO_2_wk,ITO_2_k
,,,,,,,,,,,,,,0.862789856,1.734019,0.862789856,0.006289
,,,,,,,,,,,,,,0.864355957,1.732973,0.864355957,0.006326
,,,,,,,,,,,,,,0.865921875,1.731925,0.865921875,0.006363
,,,,,,,,,,,,,,0.867487671,1.730875,0.867487671,0.006401
,,,,,,,,,,,,,,0.869053345,1.729824,0.869053345,0.006439
,,,,,,,,,,,,,,0.870618774,1.728771,0.870618774,0.006477
,,,,,,,,,,,,,,0.872184082,1.727717,0.872184082,0.006515
,,,,,,,,,,,,,,0.873749207,1.72666,0.873749207,0.006553
,,,,,,,,,,,,,,0.87531427,1.725603,0.87531427,0.006591
,,,,,,,,,,,,,,0.876879089,1.724543,0.876879089,0.00663
,,,,,,,,,,,,,,0.878443726,1.723482,0.878443726,0.006669
,,,,,,,,,,,,,,0.880008301,1.722419,0.880008301,0.006708
,,,,,,,,,,,,,,0.881572632,1.721354,0.881572632,0.006747
,,,,,,,,,,,,,,0.883136841,1.720288,0.883136841,0.006786
,,,,,,,,,,,,,,0.884700867,1.71922,0.884700867,0.006826
,,,,,,,,,,,,,,0.886264771,1.71815,0.886264771,0.006865
,,,,,,,,,,,,,,0.887828491,1.717079,0.887828491,0.006905
,,,,,,,,,,,,,,0.88939209,1.716006,0.88939209,0.006945
,,,,,,,,,,,,,,0.890955444,1.714931,0.890955444,0.006986
,,,,,,,,,,,,,,0.892518738,1.713854,0.892518738,0.007026
,,,,,,,,,,,,,,0.894081848,1.712776,0.894081848,0.007067
,,,,,,,,,,,,,,0.895644714,1.711696,0.895644714,0.007107
,,,,,,,,,,,,,,0.89720752,1.710614,0.89720752,0.007148
,,,,,,,,,,,,,,0.89877002,1.709531,0.89877002,0.007189
,,,,,,,,,,,,,,0.90033252,1.708445,0.90033252,0.007231
,,,,,,,,,,,,,,0.901894714,1.707358,0.901894714,0.007272
,,,,,,,,,,,,,,0.903456848,1.706269,0.903456848,0.007314
,,,,,,,,,,,,,,0.905018738,1.705178,0.905018738,0.007356
,,,,,,,,,,,,,,0.906580444,1.704086,0.906580444,0.007398
,,,,,,,,,,,,,,0.90814209,1.702992,0.90814209,0.00744
,,,,,,,,,,,,,,0.909703491,1.701895,0.909703491,0.007483
,,,,,,,,,,,,,,0.911264771,1.700798,0.911264771,0.007526
,,,,,,,,,,,,,,0.912825867,1.699698,0.912825867,0.007568
,,,,,,,,,,,,,,0.914386841,1.698596,0.914386841,0.007611
,,,,,,,,,,,,,,0.915947571,1.697493,0.915947571,0.007655
,,,,,,,,,,,,,,0.917508118,1.696387,0.917508118,0.007698
,,,,,,,,,,,,,,0.919068481,1.69528,0.919068481,0.007742
,,,,,,,,,,,,,,0.920628723,1.694171,0.920628723,0.007786
,,,,,,,,,,,,,,0.922188782,1.693061,0.922188782,0.00783
,,,,,,,,,,,,,,0.923748657,1.691948,0.923748657,0.007874
,,,,,,,,,,,,,,0.925308411,1.690833,0.925308411,0.007918
,,,,,,,,,,,,,,0.926867859,1.689717,0.926867859,0.007963
,,,,,,,,,,,,,,0.928427246,1.688599,0.928427246,0.008008
,,,,,,,,,,,,,,0.92998645,1.687478,0.92998645,0.008053
,,,,,,,,,,,,,,0.931545532,1.686356,0.931545532,0.008098
,,,,,,,,,,,,,,0.933104309,1.685232,0.933104309,0.008143
,,,,,,,,,,,,,,0.934662964,1.684106,0.934662964,0.008189
,,,,,,,,,,,,,,0.936221497,1.682978,0.936221497,0.008235
,,,,,,,,,,,,,,0.937779785,1.681849,0.937779785,0.008281
,,,,,,,,,,,,,,0.939337891,1.680717,0.939337891,0.008327
,,,,,,,,,,,,,,0.940895874,1.679583,0.940895874,0.008373
,,,,,,,,,,,,,,0.942453613,1.678448,0.942453613,0.00842
,,,,,,,,,,,,,,0.94401123,1.67731,0.94401123,0.008467
,,,,,,,,,,,,,,0.945568665,1.67617,0.945568665,0.008514
,,,,,,,,,,,,,,0.947125854,1.675029,0.947125854,0.008561
,,,,,,,,,,,,,,0.948682922,1.673886,0.948682922,0.008609
,,,,,,,,,,,,,,0.950239868,1.67274,0.950239868,0.008656
,,,,,,,,,,,,,,0.951796509,1.671593,0.951796509,0.008704
,,,,,,,,,,,,,,0.953353027,1.670444,0.953353027,0.008752
,,,,,,,,,,,,,,0.954909363,1.669292,0.954909363,0.008801
,,,,,,,,,,,,,,0.956465515,1.668139,0.956465515,0.008849
,,,,,,,,,,,,,,0.958021484,1.666983,0.958021484,0.008898
,,,,,,,,,,,,,,0.959577271,1.665826,0.959577271,0.008947
,,,,,,,,,,,,,,0.961132813,1.664667,0.961132813,0.008996
,,,,,,,,,,,,,,0.962688171,1.663505,0.962688171,0.009045
,,,,,,,,,,,,,,0.964243469,1.662342,0.964243469,0.009095
,,,,,,,,,,,,,,0.965798462,1.661177,0.965798462,0.009145
,,,,,,,,,,,,,,0.967353333,1.660009,0.967353333,0.009195
,,,,,,,,,,,,,,0.96890802,1.65884,0.96890802,0.009245
,,,,,,,,,,,,,,0.970462402,1.657668,0.970462402,0.009295
,,,,,,,,,,,,,,0.972016724,1.656494,0.972016724,0.009346
,,,,,,,,,,,,,,0.973570801,1.655319,0.973570801,0.009397
,,,,,,,,,,,,,,0.975124695,1.654141,0.975124695,0.009448
,,,,,,,,,,,,,,0.976678406,1.652961,0.976678406,0.009499
,,,,,,,,,,,,,,0.978231934,1.651779,0.978231934,0.009551
,,,,,,,,,,,,,,0.979785278,1.650595,0.979785278,0.009602
,,,,,,,,,,,,,,0.981338501,1.649409,0.981338501,0.009654
,,,,,,,,,,,,,,0.982891418,1.648221,0.982891418,0.009707
,,,,,,,,,,,,,,0.984444153,1.647031,0.984444153,0.009759
,,,,,,,,,,,,,,0.985996704,1.645838,0.985996704,0.009812
,,,,,,,,,,,,,,0.987549011,1.644644,0.987549011,0.009865
,,,,,,,,,,,,,,0.989101257,1.643447,0.989101257,0.009918
,,,,,,,,,,,,,,0.990653198,1.642248,0.990653198,0.009971
,,,,,,,,,,,,,,0.992204956,1.641047,0.992204956,0.010025
,,,,,,,,,,,,,,0.993756653,1.639844,0.993756653,0.010078
,,,,,,,,,,,,,,0.995307983,1.638639,0.995307983,0.010132
,,,,,,,,,,,,,,0.996859192,1.637432,0.996859192,0.010187
,,,,,,,,,,,,,,0.998410156,1.636222,0.998410156,0.010241
,,,,,,,,,,,,,,0.99996106,1.63501,0.99996106,0.010296
