,wl,R
0,400.0,0.05942271804985796
1,401.0,0.051687386868081164
2,402.0,0.04398904955464709
3,403.0,0.036702472415755014
4,404.0,0.03018204079480712
5,405.0,0.024740742402802024
6,406.0,0.020630424826060638
7,407.0,0.01802562562470506
8,408.0,0.01701305933223709
9,409.0,0.017588170545768902
10,410.0,0.019659142798239604
11,411.0,0.023057616903268675
12,412.0,0.02755486857731305
13,413.0,0.0328809422252252
14,414.0,0.0387443346708017
15,415.0,0.04485034634373796
16,416.0,0.05091671004839914
17,417.0,0.05668576316328891
18,418.0,0.06193302188071008
19,419.0,0.06647240078463727
20,420.0,0.0701583749368026
21,421.0,0.07288656554063772
22,422.0,0.07459303104003553
23,423.0,0.07525253116672616
24,424.0,0.07487622343141406
25,425.0,0.07350901180535892
26,426.0,0.07122663720565778
27,427.0,0.06813249569146836
28,428.0,0.06435410008519243
29,429.0,0.0600390681048275
30,430.0,0.05535052661049529
31,431.0,0.050461866179959056
32,432.0,0.045550858383731116
33,433.0,0.04079325114827584
34,434.0,0.03635601203372566
35,435.0,0.03239049597082477
36,436.0,0.02902626912507276
37,437.0,0.026365934571381675
38,438.0,0.02448128231982312
39,439.0,0.02341106358762777
40,440.0,0.023160552041836025
41,441.0,0.023702891458472604
42,442.0,0.024982066232087503
43,443.0,0.026917193104428666
44,444.0,0.029407739566649996
45,445.0,0.032339235421110925
46,446.0,0.03558905807856942
47,447.0,0.03903192943224048
48,448.0,0.04254480993228112
49,449.0,0.046010997277751854
50,450.0,0.049323480385956055
51,451.0,0.052387490328728865
52,452.0,0.055122273216549555
53,453.0,0.05746216861807128
54,454.0,0.05935709679817245
55,455.0,0.060772562089871696
56,456.0,0.061689272409370804
57,457.0,0.062102460546106616
58,458.0,0.06202097518694243
59,459.0,0.06146619169661264
60,460.0,0.06047077669867334
61,461.0,0.059077327955883156
62,462.0,0.0573369027607187
63,463.0,0.05530744430559062
64,464.0,0.05305211613416147
65,465.0,0.050637559208033416
66,466.0,0.048132093476871085
67,467.0,0.0456038951828102
68,468.0,0.04311918861470426
69,469.0,0.04074050124875715
70,470.0,0.038525041370306004
71,471.0,0.03652325278070416
72,472.0,0.03477760077862824
73,473.0,0.03332163699426381
74,474.0,0.03217937930093649
75,475.0,0.03136502811985169
76,476.0,0.030883023330849753
77,477.0,0.030728428309123236
78,478.0,0.030887610990379698
79,479.0,0.03133917778038929
80,480.0,0.032055095617158705
81,481.0,0.03300195787601242
82,482.0,0.03414236692977517
83,483.0,0.035436306001976905
84,484.0,0.03684246609039335
85,485.0,0.03831948772263309
86,486.0,0.039827082993879014
87,487.0,0.041327014056831556
88,488.0,0.04278391405186602
89,489.0,0.04416594519533121
90,490.0,0.045445295952015484
91,491.0,0.04659852474615173
92,492.0,0.04760676154282425
93,493.0,0.0484557810167348
94,494.0,0.049135962190066496
95,495.0,0.04964214961289945
96,496.0,0.049973430690112924
97,497.0,0.050132842884057345
98,498.0,0.05012702111700537
99,499.0,0.04996578387416809
100,500.0,0.04966171957144456
101,501.0,0.049229747913274335
102,502.0,0.048686650246479335
103,503.0,0.0480505901445238
104,504.0,0.04734063282557736
105,505.0,0.04657627180340167
106,506.0,0.045776971100260445
107,507.0,0.04496173120839984
108,508.0,0.0441486867004664
109,509.0,0.04335474290202034
110,510.0,0.04259525831262513
111,511.0,0.041883778480634286
112,512.0,0.04123182580973017
113,513.0,0.04064874833445536
114,514.0,0.040141628908867334
115,515.0,0.03971525456880054
