,wl,R
0,400.0,0.05005300516972921
1,401.0,0.047225525519078125
2,402.0,0.04426485025769256
3,403.0,0.041316880970571644
4,404.0,0.03852695946701527
5,405.0,0.03603229729878531
6,406.0,0.033954648594836545
7,407.0,0.03239372852291135
8,408.0,0.03142187783089869
9,409.0,0.03108040398194913
10,410.0,0.03137788583250427
11,411.0,0.032290511569346474
12,412.0,0.03376455300047892
13,413.0,0.03572056935519243
14,414.0,0.038058842553154296
15,415.0,0.04066557794426643
16,416.0,0.043419358661381295
17,417.0,0.04619739531749463
18,418.0,0.04888120857481847
19,419.0,0.05136148199097872
20,420.0,0.05354185891304305
21,421.0,0.05534187989138671
22,422.0,0.0566990801076943
23,423.0,0.05757022930318238
24,424.0,0.05793182582130349
25,425.0,0.05777994182274318
26,426.0,0.05712950571212256
27,427.0,0.05601309065426827
28,428.0,0.054479260559295695
29,429.0,0.05259051178999736
30,430.0,0.0504208433559859
31,431.0,0.04805299218522401
32,432.0,0.045575383234119124
33,433.0,0.043078865562480036
34,434.0,0.04065330541743509
35,435.0,0.038384120081680455
36,436.0,0.03634904788671212
37,437.0,0.03461527637573967
38,438.0,0.033237041579946246
39,439.0,0.03225382519813495
40,440.0,0.03168924379071651
41,441.0,0.031550680034528183
42,442.0,0.031829656109028444
43,443.0,0.032502898798223136
44,444.0,0.033534001208996904
45,445.0,0.034875552086861265
46,446.0,0.03647158353422071
47,447.0,0.038260185332929804
48,448.0,0.040176132325953975
49,449.0,0.04215334543868228
50,450.0,0.04412718270141074
51,451.0,0.04603647368964318
52,452.0,0.047825233532819644
53,453.0,0.04944403517638891
54,454.0,0.05085103940557659
55,455.0,0.05201269765305157
56,456.0,0.052904152854907564
57,457.0,0.05350936915509433
58,458.0,0.05382102301529001
59,459.0,0.05384018735673274
60,460.0,0.05357583783092739
61,461.0,0.053044207159200024
62,462.0,0.052268010476902695
63,463.0,0.05127556232519302
64,464.0,0.05009980471216616
65,465.0,0.04877726557020054
66,466.0,0.04734696792081888
67,467.0,0.04584931206791686
68,468.0,0.04432495423043206
69,469.0,0.042813707639134065
70,470.0,0.04135349697812094
71,471.0,0.03997939363717072
72,472.0,0.038722759413886546
73,473.0,0.03761052413603625
74,474.0,0.03666461864992435
75,475.0,0.03590157906676132
76,476.0,0.03533233140892244
77,477.0,0.034962158310649555
78,478.0,0.03479084175142653
79,479.0,0.034812968485557885
80,480.0,0.03501837232946515
81,481.0,0.035392696385586814
82,482.0,0.03591806968889243
83,483.0,0.036573830423970936
84,484.0,0.03733727559436181
85,485.0,0.038184411550448556
86,486.0,0.03909068013048334
87,487.0,0.04003163932115292
88,488.0,0.0409835816351961
89,489.0,0.04192407787561098
90,490.0,0.0428324382721811
91,491.0,0.04369008690756812
92,492.0,0.0444808487487017
93,493.0,0.04519115138265794
94,494.0,0.04581014573535893
95,495.0,0.046329751630543946
96,496.0,0.046744635111669666
97,497.0,0.04705212508567087
98,498.0,0.047252076100688205
99,499.0,0.047346679099051346
100,500.0,0.04734025063025898
101,501.0,0.04723899340852893
102,502.0,0.047050728149848654
103,503.0,0.04678460899247456
104,504.0,0.046450829230649346
105,505.0,0.04606032379103632
106,506.0,0.045624474614875954
107,507.0,0.04515482480356904
108,508.0,0.044662807022995736
109,509.0,0.04415949122490825
110,510.0,0.043655356218916586
111,511.0,0.043160089009138924
112,512.0,0.04268241509635081
113,513.0,0.04222996214730604
114,514.0,0.041809158570543015
115,515.0,0.041425167631246956
116,516.0,0.041081856819710307
117,517.0,0.040781801274134666
118,518.0,0.040526318553239134
119,519.0,0.04031553367252285
120,520.0,0.04014847153033545
121,521.0,0.04002316995695861
122,522.0,0.039936810012757645
123,523.0,0.0398858591134636
124,524.0,0.03986622242684836
125,525.0,0.039873398090785966
126,526.0,0.039902631988594284
127,527.0,0.039949068277420646
128,528.0,0.04000789221573417
129,529.0,0.04007446218632507
130,530.0,0.04014442844638834
131,531.0,0.04021383662677737
132,532.0,0.040279214519264715
133,533.0,0.040337641192462116
134,534.0,0.0403867979494017
135,535.0,0.040425001075855435
136,536.0,0.04045121672306281
137,537.0,0.04046505880476462
138,538.0,0.040466770650441033
139,539.0,0.04045719018398355
140,540.0,0.040437702513383626
141,541.0,0.04041018114483839
142,542.0,0.04037691939774592
143,543.0,0.04034055394238621
144,544.0,0.040303982432456885
145,545.0,0.04027027723321553
146,546.0,0.04024259723678535
147,547.0,0.040224099713732905
148,548.0,0.04021785407621931
149,549.0,0.04022675932341709
150,550.0,0.040253466805886165
151,551.0,0.04030030978427488
152,552.0,0.04036924107165228
153,553.0,0.04046177984155271
154,554.0,0.04057896846041647
155,555.0,0.040721339966870884
156,556.0,0.04088889657830026
157,557.0,0.04108109936275036
158,558.0,0.041296868978023565
159,559.0,0.041534599299761985
160,560.0,0.0417921823031313
161,561.0,0.042067030218356415
162,562.0,0.04235611202516
163,563.0,0.042655999575033424
164,564.0,0.04296292064417264
165,565.0,0.043272817794433684
166,566.0,0.043581411861587545
167,567.0,0.0438842688595961
168,568.0,0.044176869086570605
169,569.0,0.044454677231332625
170,570.0,0.04471321233265264
171,571.0,0.044948116532865526
172,572.0,0.045155221606353484
173,573.0,0.045330612334910154
174,574.0,0.045470686320874434
175,575.0,0.04557221718485427
176,576.0,0.04563240643681567
177,577.0,0.045648919974887354
178,578.0,0.04561992306114629
179,579.0,0.04554410867372997
180,580.0,0.04542071884031701
181,581.0,0.04524955887897236
182,582.0,0.04503100454992828
183,583.0,0.04476600219252023
184,584.0,0.04445606198827019
185,585.0,0.044103244546013894
