,Acrylic_k,Acrylic_SE,OC_SE,OC_k,ITO_SE,SiN_SE,SiO2_SE,Acrylic_wk,OC_wk,sodalime_w,sodalime_n,sodalime_wk,sodalime_k,ITO_2_w,ITO_2_n,ITO_2_wk,ITO_2_k,OC_LENS_n,OC_LENS_k,OC_LENS_w,OC_LENS_wk,OC_HRI_LENS_n,OC_HRI_LENS_k,OC_HRI_LENS_w,OC_HRI_LENS_wk,SiN_INFO_n,SiN_INFO_k,SiN_INFO_w,SiN_INFO_wk,ITO_INFO_n,ITO_INFO_k,ITO_INFO_w,ITO_INFO_wk,SiN_LENS_SE,ITO_LENS_SE,ITO_LENS_k,ITO_LENS_wk,SiO2_LENS_SE,SiO2_Nanya_n,SiO2_Nanya_k,SiO2_Nanya_w,SiO2_Nanya_wk,Nb2O5_Nanya_n,Nb2O5_Nanya_k,Nb2O5_Nanya_w,Nb2O5_Nanya_wk,ITO_Nanya_n,ITO_Nanya_k,ITO_Nanya_w,ITO_Nanya_wk,OC_Nanya_n,OC_Nanya_k,OC_Nanya_w,OC_Nanya_wk,SiO2_NSNT_SE,Corning1737_NSNT_SE,ITO1_Nanya_n,ITO1_Nanya_k,ITO1_Nanya_w,ITO1_Nanya_wk,ITO_LT_Nanya_n,ITO_LT_Nanya_k,ITO_LT_Nanya_w,ITO_LT_Nanya_wk,sodalime_Nanya_n,sodalime_Nanya_k,sodalime_Nanya_w,Unnamed: 68,Unnamed: 69,Nanya_sodalime_n,Nanya_sodalime_k,Nanya_sodalime_w,Nanya_sodalime_wk
110,,,,,,,,,,,,,,,,,,1.5825,0.0,422.116,422.116,1.64478076,0.0,410.0,410.0,1.878,0.0,1.35,1.35,1.99754454,0.0,0.42665,0.42665,,,,,,1.5024445869999998,0.007373629,440.0,440.0,2.266171882,0.018266239,440.0,440.0,1.895671847,0.085162771,440.0,440.0,1.4672347,0.005100993,575.3605,575.3605,,,2.021152027,0.008984488,410,410,2.217143595,0.004290323,410,410,,,,,,1.530232,0.0,420.680481,420.680481
111,,,,,,,,,,,,,,,,,,1.5824,0.0,423.714,423.714,1.64429194,0.0,411.0,411.0,1.878,0.0,1.36,1.36,1.9954601000000003,0.0,0.42825,0.42825,,,,,,1.502352625,0.0073196619999999985,441.0,441.0,2.264654949,0.018210791,441.0,441.0,1.894095906,0.085120499,441.0,441.0,1.4671383999999998,0.005088662,578.0333,578.0333,,,2.019511377,0.008901706,411,411,2.2157013180000003,0.00404391,411,411,,,,,,1.529999,0.0,422.267639,422.267639
112,,,,,,,,,,,,,,,,,,1.5821,0.0,425.31300000000016,425.31300000000016,1.6438085,0.0,412.0,412.0,1.878,0.0,1.37,1.37,1.99339266,0.0,0.42984,0.42984,,,,,,1.5022602530000002,0.00726646,442.0,442.0,2.263146763,0.018155603,442.0,442.0,1.8925192,0.08507609,442.0,442.0,1.4670433,0.005076361,580.73114,580.73114,,,2.017869136,0.008820494,412,412,2.214279616,0.003820976,412,412,,,,,,1.5297690000000002,0.0,423.854675,423.854675
113,,,,,,,,,,,,,,,,,,1.5816,0.0,426.911,426.911,1.64333044,0.0,413.0,413.0,1.878,0.0,1.38,1.38,1.99134156,0.0,0.43143,0.43143,,,,,,1.502167485,0.007214008,443.0,443.0,2.261647263,0.018100673,443.0,443.0,1.890941842,0.085029584,443.0,443.0,1.4669496000000002,0.00506409,583.4542,583.4542,,,2.016225389,0.00874081,413,413,2.212878395,0.003620039,413,413,,,,,,1.52954,0.0,425.441742,425.441742
114,,,,,,,,,,,,,,,,,,1.5812,0.0,428.51,428.51,1.64285776,0.0,414.0,414.0,1.878,0.0,1.39,1.39,1.98930647,0.0,0.43302,0.43302,,,,,,1.502074336,0.007162291,444.0,444.0,2.260156388,0.018046002,444.0,444.0,1.889363946,0.084981019,444.0,444.0,1.4668571,0.005051848,586.203,586.203,,,2.014580224,0.008662613000000001,414,414,2.211497498,0.003439662,414,414,,,,,,1.5293139999999998,0.0,427.02874800000006,427.02874800000006
115,,,,,,,,,,,,,,,,,,1.5809,0.0,430.108,430.108,1.64239046,0.0,415.0,415.0,1.878,0.0,1.4,1.4,1.98728696,0.0,0.4346100000000001,0.4346100000000001,,,,,,1.50198082,0.0071112940000000015,445.0,445.0,2.2586740780000003,0.017991589,445.0,445.0,1.887785623,0.08493043300000001,445.0,445.0,1.4667659,0.0050396370000000005,588.97766,588.97766,,,2.012933728,0.008585866,415,415,2.210136718,0.003278455,415,415,,,,,,1.529089,0.0,428.615662,428.615662
116,,,,,,,,,,,,,,,,,,1.5807,0.0,431.707,431.707,1.64192857,0.0,416.0,416.0,1.878,0.0,1.41,1.41,1.98528254,0.0,0.4362,0.4362,,,,,,1.501886951,0.007061004,446.0,446.0,2.257200271,0.017937434,446.0,446.0,1.88620698,0.084877864,446.0,446.0,1.466676,0.005027454000000001,591.77893,591.77893,,,2.011285988,0.00851053,416,416,2.2087957940000003,0.00313508,416,416,,,,,,1.528867,0.0,430.202576,430.20257599999997
117,,,,,,,,,,,,,,,,,,1.5805,0.0,433.305,433.305,1.6414721,0.0,417.0,417.0,1.878,0.0,1.42,1.42,1.98329279,0.0,0.43779,0.43779,,,,,,1.501792742,0.007011407,447.0,447.0,2.255734909,0.017883536999999998,447.0,447.0,1.884628123,0.084823349,447.0,447.0,1.4665874,0.005015301,594.6068,594.6068,,,2.0096370930000003,0.008436569,417,417,2.207474424,0.003008253,417,417,,,,,,1.528647,0.0,431.789459,431.78945899999997
118,,,,,,,,,,,,,,,,,,1.5799,0.0,434.903,434.903,1.64102108,0.0,418.0,418.0,1.877,0.0,1.43,1.43,1.98131737,0.0,0.43938,0.43938,,,,,,1.5016982069999998,0.006962488,448.0,448.0,2.254277933,0.017829898,448.0,448.0,1.883049155,0.08476692699999999,448.0,448.0,1.4665,0.005003177,597.4619,597.4619,,,2.0079871330000003,0.008363948000000001,418,418,2.206172261,0.002896744,418,418,,,,,,1.528429,0.0,433.376221,433.376221
119,,,,,,,,,,,,,,,,,,1.5794,0.0,436.501,436.501,1.64057555,0.0,419.0,419.0,1.877,0.0,1.44,1.44,1.9793559,0.0,0.44097,0.44097,,,,,,1.501603358,0.006914236,449.0,449.0,2.252829283,0.017776516000000003,449.0,449.0,1.881470178,0.084708634,449.0,449.0,1.466414,0.004991083,600.3446,600.3446,,,2.006336195,0.008292631,419,419,2.204888928,0.0027993790000000003,419,419,,,,,,1.5282129999999998,0.0,434.962982,434.962982
120,,,,,,,,,,,,,,,,,,1.5792,0.0,438.1,438.1,1.64013556,0.0,420.0,420.0,1.877,0.0,1.45,1.45,1.97740793,0.0,0.44257,0.44257,,,,,,1.501508209,0.006866636999999999,450.0,450.0,2.251388901,0.017723392,450.0,450.0,1.87989129,0.084648506,450.0,450.0,1.4663291,0.004979018,603.2551,603.2551,,,2.00468437,0.008222588000000001,420,420,2.203624012,0.002715041,420,420,,,,,,1.527999,0.0,436.549713,436.549713
121,,,,,,,,,,,,,,,,,,1.579,0.0,439.698,439.698,1.63970117,0.0,421.0,421.0,1.877,0.0,1.46,1.46,1.97547316,0.0,0.4441600000000001,0.4441600000000001,,,,,,1.501412771,0.006819679,451.0,451.0,2.249956731,0.017670523,451.0,451.0,1.878312588,0.08458658,451.0,451.0,1.4662454,0.004966982,606.1941,606.1941,,,2.003031748,0.008153785,421,421,2.202377078,0.002642667,421,421,,,,,,1.527787,0.0,438.136322,438.13632199999995
122,,,,,,,,,,,,,,,,,,1.5785,0.0,441.296,441.296,1.63927245,0.0,422.0,422.0,1.877,0.0,1.47,1.47,1.97355117,0.0,0.44575,0.44575,,,,,,1.501317058,0.00677335,452.0,452.0,2.248532713,0.017617911,452.0,452.0,1.876734166,0.08452289199999999,452.0,452.0,1.4661628999999998,0.004954975,609.16187,609.16187,,,2.001378417,0.008086191,422,422,2.201147664,0.002581253,422,422,,,,,,1.527577,0.0,439.72296100000005,439.72296100000005
123,,,,,,,,,,,,,,,,,,1.5778,0.0,442.894,442.894,1.63884952,0.0,423.0,423.0,1.877,0.0,1.48,1.48,1.97164168,0.0,0.44734,0.44734,,,,,,1.50122108,0.006727637,453.0,453.0,2.247116792,0.017565554,453.0,453.0,1.875156117,0.08445747699999999,453.0,453.0,1.4660816,0.004942997,612.15875,612.15875,,,1.999724467,0.008019776999999999,423,423,2.199935294,0.002529849,423,423,,,,,,1.527368,0.0,441.309479,441.309479
124,,,,,,,,,,,,,,,,,,1.5776,0.0,444.492,444.492,1.63843252,0.0,424.0,424.0,1.877,0.0,1.49,1.49,1.96974428,0.0,0.44893,0.44893,,,,,,1.50112485,0.006682529,454.0,454.0,2.24570891,0.017513452,454.0,454.0,1.873578532,0.08439037,454.0,454.0,1.4660016000000002,0.004931049,615.18536,615.18536,,,1.998069987,0.007954514000000001,424,424,2.198739476,0.002487561,424,424,,,,,,1.527162,0.0,442.895996,442.89599599999997
125,,,,,,,,,,,,,,,,,,1.5775,0.0,446.09,446.09,1.63802165,0.0,425.0,425.0,1.877,0.0,1.5,1.5,1.9678587,0.0,0.45052,0.45052,,,,,,1.5010283780000002,0.006638016,455.0,455.0,2.244309012,0.017461605,455.0,455.0,1.872001499,0.08432160699999999,455.0,455.0,1.4659227,0.004919129,618.24194,618.24194,,,1.996415065,0.007890372,425,425,2.197559705,0.002453548,425,425,,,,,,1.526958,0.0,444.482422,444.482422
126,,,,,,,,,,,,,,,,,,1.5772,0.0,447.68800000000016,447.68800000000016,1.63761724,0.0,426.0,426.0,1.877,0.0,1.51,1.51,1.96598463,0.0,0.45211,0.45211,,,,,,1.500931677,0.006594084,456.0,456.0,2.242917041,0.017410011,456.0,456.0,1.870425105,0.084251221,456.0,456.0,1.4658448999999998,0.004907237,621.32916,621.32916,,,1.994759791,0.007827325999999999,426,426,2.196395471,0.002427019,426,426,,,,,,1.526755,0.0,446.06884800000006,446.06884800000006
127,,,,,,,,,,,,,,,,,,1.5767,0.0,449.286,449.286,1.63722006,0.0,427.0,427.0,1.877,0.0,1.52,1.52,1.96412169,0.0,0.4537,0.4537,,,,,,1.500834756,0.006550725,457.0,457.0,2.241532944,0.01735867,457.0,457.0,1.868849433,0.08417924800000001,457.0,457.0,1.4657683,0.004895375,624.4473,624.4473,,,1.993104251,0.007765349,427,427,2.195246259,0.002407237,427,427,,,,,,1.526555,0.0,447.655182,447.655182
128,,,,,,,,,,,,,,,,,,1.5764,0.0,450.883,450.883,1.6368309,0.0,428.0,428.0,1.876,0.0,1.53,1.53,1.96226965,0.0,0.45529,0.45529,,,,,,1.5007376280000002,0.006507926999999999,458.0,458.0,2.240156664,0.017307582,458.0,458.0,1.867274568,0.08410571900000001,458.0,458.0,1.4656929,0.004883541,627.5969,627.5969,,,1.991448535,0.007704415,428,428,2.194111549,0.00239351,428,428,,,,,,1.526356,0.0,449.241455,449.241455
129,,,,,,,,,,,,,,,,,,1.5762,0.0,452.481,452.481,1.63644839,0.0,429.0,429.0,1.876,0.0,1.54,1.54,1.96042814,0.0,0.45688,0.45688,,,,,,1.500640301,0.00646568,459.0,459.0,2.2387881480000003,0.017256746,459.0,459.0,1.86570059,0.084030669,459.0,459.0,1.4656185,0.004871736,630.77844,630.77844,,,1.989792727,0.007644499,429,429,2.192990826,0.002385196,429,429,,,,,,1.526159,0.0,450.82769800000005,450.82769800000005
130,,,,,,,,,,,,,,,,,,1.5758,0.0,454.079,454.079,1.63607189,0.0,430.0,430.0,1.876,0.0,1.55,1.55,1.95859694,0.0,0.45847,0.45847,,,,,,1.500542787,0.006423974,460.0,460.0,2.237427341,0.01720616,460.0,460.0,1.864127578,0.083954131,460.0,460.0,1.4655453,0.0048599590000000005,633.99243,633.99243,,,1.988136915,0.007585578000000002,430,430,2.191883574,0.002381695,430,430,,,,,,1.525963,0.0,452.413879,452.413879
131,,,,,,,,,,,,,,,,,,1.5755,0.0,455.677,455.677,1.63570101,0.0,431.0,431.0,1.876,0.0,1.56,1.56,1.95677571,0.0,0.46006,0.46006,,,,,,1.500445095,0.0063828,461.0,461.0,2.236074191,0.017155825,461.0,461.0,1.86255561,0.083876137,461.0,461.0,1.4654732,0.004848212,637.2393,637.2393,,,1.986481185,0.0075276269999999985,431,431,2.190789283,0.002382454,431,431,,,,,,1.52577,0.0,454.0,454.0
132,,,,,,,,,,,,,,,,,,1.5753,0.0,457.274,457.274,1.63533545,0.0,432.0,432.0,1.876,0.0,1.57,1.57,1.95496423,0.0,0.46165,0.46165,,,,,,1.500347236,0.006342146,462.0,462.0,2.234728643,0.017105739,462.0,462.0,1.860984761,0.08379671799999999,462.0,462.0,1.4654022,0.004836492,640.51965,640.51965,,,1.98482562,0.007470624,432,432,2.189707449,0.0023869570000000003,432,432,,,,,,1.525578,0.0,455.58609,455.58609
133,,,,,,,,,,,,,,,,,,1.5751,0.0,458.872,458.872,1.63497498,0.0,433.0,433.0,1.876,0.0,1.58,1.58,1.95316225,0.0,0.46324,0.46324,,,,,,1.5002492180000002,0.006302006,463.0,463.0,2.233390645,0.017055902,463.0,463.0,1.859415106,0.08371590799999999,463.0,463.0,1.4653323,0.004824800000000001,643.83386,643.83386,,,1.983170306,0.007414547,433,433,2.188637576,0.002394728,433,433,,,,,,1.525388,0.0,457.17211900000007,457.17211900000007
134,,,,,,,,,,,,,,,,,,1.5749,0.0,460.469,460.469,1.6346194,0.0,434.0,434.0,1.876,0.0,1.59,1.59,1.95136949,0.0,0.46484,0.46484,,,,,,1.500151052,0.006262368000000001,464.0,464.0,2.232060144,0.017006313000000002,464.0,464.0,1.857846717,0.083633737,464.0,464.0,1.4652633999999998,0.004813138,647.18256,647.18256,,,1.981515325,0.007359375,434,434,2.187579178,0.002405328,434,434,,,,,,1.5252,0.0,458.758057,458.758057
135,,,,,,,,,,,,,,,,,,1.5745,0.0,462.067,462.067,1.63426854,0.0,435.0,435.0,1.876,0.0,1.6,1.6,1.94958565,0.0,0.46643,0.46643,,,,,,1.500052746,0.006223224,465.0,465.0,2.23073709,0.01695697,465.0,465.0,1.856279665,0.083550236,465.0,465.0,1.4651957,0.004801502,650.56635,650.56635,,,1.97986076,0.007305086999999998,435,435,2.186531778,0.002418354,435,435,,,,,,1.525013,0.0,460.34399400000007,460.34399400000007
136,,,,,,,,,,,,,,,,,,1.5742,0.0,463.664,463.664,1.63392223,0.0,436.0,436.0,1.876,0.0,1.61,1.61,1.94781049,0.0,0.46802,0.46802,,,,,,1.499954309,0.006184565,466.0,466.0,2.229421429,0.016907874,466.0,466.0,1.854714019,0.083465435,466.0,466.0,1.4651288999999998,0.004789895,653.9857,653.9857,,,1.978206693,0.007251663,436,436,2.185494911,0.002433434,436,436,,,,,,1.524828,0.0,461.92984,461.92984
137,,,,,,,,,,,,,,,,,,1.5741,0.0,465.262,465.262,1.63358035,0.0,437.0,437.0,1.876,0.0,1.62,1.62,1.94604388,0.0,0.46961,0.46961,,,,,,1.499855751,0.006146383,467.0,467.0,2.228113112,0.016859021999999998,467.0,467.0,1.853149846,0.083379365,467.0,467.0,1.4650632,0.004778317,657.4411,657.4411,,,1.976553204,0.007199083,437,437,2.184468125,0.002450228,437,437,,,,,,1.524645,0.0,463.515625,463.515625
138,,,,,,,,,,,,,,,,,,1.5739,0.0,466.859,466.859,1.63324275,0.0,438.0,438.0,1.876,0.0,1.63,1.63,1.94428546,0.0,0.4712,0.4712,,,,,,1.499757079,0.006108669000000001,468.0,468.0,2.226812087,0.016810415,468.0,468.0,1.851587214,0.083292056,468.0,468.0,1.4649985,0.004766766,660.9333,660.9333,,,1.974900373,0.007147328000000001,438,438,2.183450979,0.002468424,438,438,,,,,,1.524463,0.0,465.101379,465.101379
139,,,,,,,,,,,,,,,,,,1.5737,0.0,468.456,468.456,1.63290932,0.0,439.0,439.0,1.875,0.0,1.64,1.64,1.94253502,0.0,0.47279,0.47279,,,,,,1.499658303,0.006071416,469.0,469.0,2.2255183030000003,0.016762051,469.0,469.0,1.850026186,0.083203536,469.0,469.0,1.4649348,0.004755243,664.46277,664.46277,,,1.973248279,0.00709638,439,439,2.182443047,0.002487738,439,439,,,,,,1.524283,0.0,466.68707300000005,466.68707300000005
140,,,,,,,,,,,,,,,,,,1.5733,0.0,470.05300000000005,470.05300000000005,1.63257996,0.0,440.0,440.0,1.875,0.0,1.65,1.65,1.94079243,0.0,0.47438,0.47438,,,,,,1.499559431,0.006034615,470.0,470.0,2.224231712,0.01671393,470.0,470.0,1.848466826,0.083113834,470.0,470.0,1.4648721000000002,0.004743748,668.03015,668.03015,,,1.971597,0.007046222,440,440,2.181443914,0.0025079110000000003,440,440,,,,,,1.524104,0.0,468.272705,468.272705
141,,,,,,,,,,,,,,,,,,1.5730000000000002,0.0,471.65,471.65,1.63225455,0.0,441.0,441.0,1.875,0.0,1.66,1.66,1.93905737,0.0,0.47597,0.47597,,,,,,1.49946047,0.005998258,471.0,471.0,2.222952262,0.016666049,471.0,471.0,1.846909195,0.08302298,471.0,471.0,1.4648105,0.004732281,671.6360000000002,671.6360000000002,,,1.969946612,0.006996834,441,441,2.180453182,0.002528708,441,441,,,,,,1.5239280000000002,0.0,469.858246,469.858246
142,,,,,,,,,,,,,,,,,,1.5728,0.0,473.24800000000016,473.24800000000016,1.631933,0.0,442.0,442.0,1.875,0.0,1.67,1.67,1.93732964,0.0,0.47756,0.47756,,,,,,1.499361429,0.005962338,472.0,472.0,2.221679906,0.016618409,472.0,472.0,1.845353355,0.08293100099999999,472.0,472.0,1.4647498,0.004720842,675.2810000000002,675.2810000000002,,,1.968297192,0.006948200999999999,442,442,2.179470466,0.002549915,442,442,,,,,,1.523752,0.0,471.443787,471.443787
143,,,,,,,,,,,,,,,,,,1.5727,0.0,474.845,474.845,1.63161523,0.0,443.0,443.0,1.875,0.0,1.68,1.68,1.93560912,0.0,0.47915,0.47915,,,,,,1.499262314,0.005926847,473.0,473.0,2.220414594,0.016571008999999998,473.0,473.0,1.843799363,0.082837925,473.0,473.0,1.4646901,0.00470943,678.9657599999998,678.9657599999998,,,1.966648814,0.006900307,443,443,2.178495394,0.002571341,443,443,,,,,,1.523579,0.0,473.029236,473.029236
144,,,,,,,,,,,,,,,,,,1.5724,0.0,476.442,476.442,1.63130113,0.0,444.0,444.0,1.875,0.0,1.69,1.69,1.93389551,0.0,0.48074,0.48074,,,,,,1.499163135,0.005891778,474.0,474.0,2.2191562780000003,0.016523847,474.0,474.0,1.842247278,0.082743779,474.0,474.0,1.4646313,0.004698046,682.69104,682.69104,,,1.965001551,0.006853134,444,444,2.17752761,0.002592811,444,444,,,,,,1.523406,0.0,474.614655,474.61465499999997
145,,,,,,,,,,,,,,,,,,1.5719999999999998,0.0,478.039,478.039,1.63099064,0.0,445.0,445.0,1.875,0.0,1.7,1.7,1.93218866,0.0,0.48233,0.48233,,,,,,1.4990638980000002,0.0058571230000000005,475.0,475.0,2.217904909,0.016476921999999998,475.0,475.0,1.840697157,0.082648591,475.0,475.0,1.4645735,0.004686688,686.4574,686.4574,,,1.963355478,0.006806668,445,445,2.17656677,0.002614171,445,445,,,,,,1.523235,0.0,476.199951,476.199951
146,,,,,,,,,,,,,,,,,,1.5718,0.0,479.636,479.636,1.63068367,0.0,446.0,446.0,,,,,1.93048833,0.0,0.48392,0.48392,,,,,,1.498964611,0.005822875999999999,476.0,476.0,2.216660441,0.016430233,476.0,476.0,1.839149053,0.08255238599999999,476.0,476.0,1.4645166,0.00467536,690.2655,690.2655,,,1.961710665,0.0067608930000000005,446,446,2.175612546,0.00263528,446,446,,,,,,1.523066,0.0,477.785248,477.785248
147,,,,,,,,,,,,,,,,,,1.5716,0.0,481.232,481.232,1.63038015,0.0,447.0,447.0,,,,,1.92879438,0.0,0.4855100000000001,0.4855100000000001,,,,,,1.49886528,0.005789031,477.0,477.0,2.215422825,0.016383778999999998,477.0,477.0,1.837603021,0.082455191,477.0,477.0,1.4644607,0.004664057,694.1161,694.1161,,,1.960067183,0.006715795,447,447,2.174664622,0.0026560140000000004,447,447,,,,,,1.522898,0.0,479.370453,479.370453
148,,,,,,,,,,,,,,,,,,1.5712,0.0,482.829,482.829,1.63008,0.0,448.0,448.0,,,,,1.92710663,0.0,0.4871,0.4871,,,,,,1.4987659130000002,0.005755579,478.0,478.0,2.214192014,0.01633756,478.0,478.0,1.836059113,0.082357031,478.0,478.0,1.4644058,0.004652783,698.0099,698.0099,,,1.958425101,0.006671359,448,448,2.173722698,0.002676263,448,448,,,,,,1.522732,0.0,480.955627,480.95562699999994
149,,,,,,,,,,,,,,,,,,1.5706,0.0,484.426,484.426,1.62978316,0.0,449.0,449.0,,,,,1.92542489,0.0,0.48869,0.48869,,,,,,1.498666516,0.005722515,479.0,479.0,2.212967962,0.016291574,479.0,479.0,1.834517381,0.08225793299999999,479.0,479.0,1.4643517,0.004641536,701.9476,701.9476,,,1.956784487,0.006627571,449,449,2.172786485,0.002695929,449,449,,,,,,1.522567,0.0,482.54071,482.54071
150,,,,,,,,,,,,,,,,,,1.5706,0.0,486.023,486.023,1.62948957,0.0,450.0,450.0,,,,,1.92374899,0.0,0.49028,0.49028,,,,,,1.498567096,0.005689832,480.0,480.0,2.211750623,0.016245818999999998,480.0,480.0,1.832977875,0.08215792,480.0,480.0,1.4642985,0.004630316,705.93005,705.93005,,,1.95514541,0.006584418000000001,450,450,2.171855707,0.002714927,450,450,,,,,,1.522404,0.0,484.125732,484.125732
151,,,,,,,,,,,,,,,,,,1.5708,0.0,487.619,487.619,1.62919915,0.0,451.0,451.0,,,,,1.9220787,0.0,0.49187,0.49187,,,,,,1.49846766,0.005657524000000001,481.0,481.0,2.210539951,0.016200296,481.0,481.0,1.831440644,0.082057018,481.0,481.0,1.4642463,0.004619123,709.9579,709.9579,,,1.953507935,0.006541887,451,451,2.1709301030000003,0.002733182,451,451,,,,,,1.522242,0.0,485.710754,485.710754
152,,,,,,,,,,,,,,,,,,1.5706,0.0,489.216,489.216,1.62891185,0.0,452.0,452.0,,,,,1.92041391,0.0,0.49346,0.49346,,,,,,1.498368214,0.005625584,482.0,482.0,2.2093359,0.016155001999999998,482.0,482.0,1.829905735,0.08195525099999999,482.0,482.0,1.4641948,0.004607956,714.0319,714.0319,,,1.951872128,0.006499964,452,452,2.170009423,0.002750629,452,452,,,,,,1.522081,0.0,487.295654,487.295654
153,,,,,,,,,,,,,,,,,,1.5702,0.0,490.812,490.812,1.62862762,0.0,453.0,453.0,,,,,1.91875441,0.0,0.49505,0.49505,,,,,,1.4982687630000002,0.005594007,483.0,483.0,2.208138425,0.016109937,483.0,483.0,1.828373194,0.081852642,483.0,483.0,1.4641442,0.004596818,718.1531,718.1531,,,1.950238052,0.006458638,453,453,2.169093429,0.002767212,453,453,,,,,,1.521922,0.0,488.880463,488.88046299999996
154,,,,,,,,,,,,,,,,,,1.5699,0.0,492.409,492.409,1.62834638,0.0,454.0,454.0,,,,,1.91710012,0.0,0.49664,0.49664,,,,,,1.498169315,0.005562787,484.0,484.0,2.20694748,0.016065099,484.0,484.0,1.826843069,0.081749215,484.0,484.0,1.4640946,0.004585706,722.322,722.322,,,1.94860577,0.006417895,454,454,2.1681818930000003,0.002782884,454,454,,,,,,1.521764,0.0,490.465271,490.465271
155,,,,,,,,,,,,,,,,,,1.5695,0.0,494.005,494.005,1.62806809,0.0,455.0,455.0,,,,,1.91545079,0.0,0.49823,0.49823,,,,,,1.498069875,0.005531918,485.0,485.0,2.2057630230000003,0.016020488,485.0,485.0,1.825315402,0.081644993,485.0,485.0,1.4640458,0.004574621,726.5397,726.5397,,,1.946975344,0.006377725,455,455,2.167274602,0.002797605,455,455,,,,,,1.521608,0.0,492.049988,492.049988
156,,,,,,,,,,,,,,,,,,1.5693,0.0,495.602,495.602,1.6277927,0.0,456.0,456.0,,,,,1.91380632,0.0,0.49982,0.49982,,,,,,1.497970449,0.005501394000000001,486.0,486.0,2.204585008,0.015976102,486.0,486.0,1.823790237,0.081539999,486.0,486.0,1.4639978,0.004563562,730.8069,730.8069,,,1.945346835,0.006338115,456,456,2.166371351,0.002811343,456,456,,,,,,1.521452,0.0,493.634674,493.634674
157,,,,,,,,,,,,,,,,,,1.5691,0.0,497.198,497.198,1.62752015,0.0,457.0,457.0,,,,,1.91216656,0.0,0.50141,0.50141,,,,,,1.4978710430000002,0.00547121,487.0,487.0,2.203413391,0.01593194,487.0,487.0,1.822267617,0.081434255,487.0,487.0,1.4639506000000002,0.004552530999999999,735.12445,735.12445,,,1.943720302,0.006299054,457,457,2.165471947,0.00282407,457,457,,,,,,1.521299,0.0,495.219299,495.21929900000003
158,,,,,,,,,,,,,,,,,,1.5689,0.0,498.794,498.794,1.6272504,0.0,458.0,458.0,,,,,1.91053135,0.0,0.503,0.503,,,,,,1.497771661,0.005441361,488.0,488.0,2.202248129,0.015888001000000002,488.0,488.0,1.820747583,0.081327783,488.0,488.0,1.4639043,0.004541526,739.4934,739.4934,,,1.942095805,0.006260531,458,458,2.164576205,0.002835766,458,458,,,,,,1.521146,0.0,496.803802,496.80380199999996
159,,,,,,,,,,,,,,,,,,1.5688,0.0,500.39,500.39,1.62698339,0.0,459.0,459.0,,,,,1.90890051,0.0,0.50459,0.50459,,,,,,1.497672311,0.00541184,489.0,489.0,2.20108918,0.015844283,489.0,489.0,1.819230175,0.081220604,489.0,489.0,1.4638588,0.004530547,743.91455,743.91455,,,1.940473399,0.006222536,459,459,2.163683953,0.002846416,459,459,,,,,,1.520995,0.0,498.388275,498.388275
160,,,,,,,,,,,,,,,,,,1.5686,0.0,501.987,501.987,1.62671908,0.0,460.0,460.0,,,,,1.90727398,0.0,0.50618,0.50618,,,,,,1.497572996,0.005382643,490.0,490.0,2.199936499,0.015800787,490.0,490.0,1.817715431,0.081112741,490.0,490.0,1.4638141000000002,0.004519595,748.3889999999999,748.3889999999999,,,1.938853143,0.006185058,460,460,2.162795026,0.0028560070000000003,460,460,,,,,,1.520845,0.0,499.972656,499.972656
161,,,,,,,,,,,,,,,,,,1.5684,0.0,503.583,503.583,1.62645743,0.0,461.0,461.0,,,,,1.90565154,0.0,0.5077699999999999,0.5077699999999999,,,,,,1.4974737219999998,0.005353765,491.0,491.0,2.198790045,0.01575751,491.0,491.0,1.816203392,0.08100421299999999,491.0,491.0,1.4637702,0.00450867,752.9175,752.9175,,,1.937235091,0.006148086999999999,461,461,2.161909269,0.002864534,461,461,,,,,,1.5206959999999998,0.0,501.557037,501.55703700000004
162,,,,,,,,,,,,,,,,,,1.5682,0.0,505.179,505.179,1.62619838,0.0,462.0,462.0,,,,,1.9040331,0.0,0.50936,0.50936,,,,,,1.497374495,0.0053252,492.0,492.0,2.197649775,0.015714451,492.0,492.0,1.814694092,0.080895042,492.0,492.0,1.463727,0.004497770999999999,757.5011,757.5011,,,1.935619297,0.006111613,462,462,2.161026534,0.002871994,462,462,,,,,,1.520549,0.0,503.141296,503.141296
163,,,,,,,,,,,,,,,,,,1.568,0.0,506.775,506.775,1.6259419,0.0,463.0,463.0,,,,,1.90241851,0.0,0.51094,0.51094,,,,,,1.497275319,0.005296945,493.0,493.0,2.196515648,0.01567161,493.0,493.0,1.81318757,0.080785247,493.0,493.0,1.4636847,0.004486898,762.1408700000003,762.1408700000003,,,1.934005814,0.006075626,463,463,2.160146684,0.002878387,463,463,,,,,,1.520402,0.0,504.725494,504.725494
164,,,,,,,,,,,,,,,,,,1.5678,0.0,508.371,508.371,1.62568795,0.0,464.0,464.0,,,,,1.90080761,0.0,0.51253,0.51253,,,,,,1.497176199,0.0052689930000000005,494.0,494.0,2.195387621,0.015628984,494.0,494.0,1.811683861,0.080674849,494.0,494.0,1.4636431,0.004476052,766.8378,766.8378,,,1.932394695,0.006040116999999999,464,464,2.159269589,0.002883717,464,464,,,,,,1.520257,0.0,506.309662,506.309662
