nm,n,k
381.203583,2.220499,0.000278
382.375854,2.217369,0.000281
383.555359,2.214313,0.000284
384.742188,2.211329,0.000287
385.936371,2.208412,0.000289
387.138,2.20556,0.000292
388.347107,2.202771,0.000295
389.563812,2.200042,0.000298
390.788177,2.19737,0.000302
392.020233,2.194754,0.000305
393.260071,2.192191,0.000308
394.507813,2.189678,0.000311
395.763489,2.187215,0.000314
397.027161,2.184799,0.000318
398.298981,2.182429,0.000321
399.578918,2.180102,0.000324
400.867126,2.177817,0.000328
402.163696,2.175572,0.000331
403.468658,2.173367,0.000335
404.782135,2.171199,0.000338
406.104156,2.169067,0.000342
407.434875,2.16697,0.000346
408.774323,2.164907,0.000349
410.12262,2.162876,0.000353
411.479828,2.160876,0.000357
412.846039,2.158906,0.000361
414.221375,2.156965,0.000365
415.605896,2.155053,0.000369
416.999695,2.153167,0.000373
418.402893,2.151307,0.000377
419.815521,2.149473,0.000381
421.237732,2.147663,0.000385
422.669617,2.145876,0.00039
424.111328,2.144112,0.000394
425.562836,2.142369,0.000398
427.024353,2.140648,0.000403
428.495941,2.138947,0.000407
429.977722,2.137265,0.000412
431.469788,2.135602,0.000416
432.972229,2.133958,0.000421
434.485168,2.132331,0.000426
436.008698,2.130721,0.000431
437.542969,2.129128,0.000436
439.088043,2.12755,0.000441
440.644104,2.125987,0.000446
442.211243,2.124439,0.000451
443.789551,2.122905,0.000456
445.37915,2.121385,0.000461
446.980225,2.119877,0.000466
448.592834,2.118382,0.000472
450.217102,2.116899,0.000477
451.85318,2.115428,0.000483
453.501129,2.113968,0.000488
455.161224,2.112519,0.000494
456.833496,2.111079,0.0005
458.518127,2.10965,0.000506
460.215179,2.10823,0.000512
461.924896,2.106818,0.000518
463.647308,2.105416,0.000524
465.38266,2.104022,0.00053
467.131042,2.102635,0.000537
468.892578,2.101256,0.000543
470.66748,2.099884,0.00055
472.455872,2.098518,0.000556
474.257904,2.097159,0.000563
476.07373,2.095806,0.00057
477.903503,2.094458,0.000577
479.747406,2.093116,0.000584
481.605621,2.091779,0.000591
483.47821,2.090446,0.000599
485.36554,2.089117,0.000606
487.267517,2.087793,0.000614
489.18457,2.086472,0.000621
491.116699,2.085155,0.000629
493.064148,2.08384,0.000637
495.027161,2.082528,0.000645
497.005859,2.081219,0.000653
499.000397,2.079912,0.000661
501.011047,2.078607,0.00067
503.037933,2.077303,0.000678
505.081299,2.076,0.000687
507.141357,2.074698,0.000696
509.218262,2.073397,0.000705
511.312256,2.072097,0.000714
513.423523,2.070796,0.000724
515.552368,2.069495,0.000733
517.698853,2.068194,0.000743
519.863342,2.066892,0.000753
522.046021,2.065588,0.000763
524.247009,2.064284,0.000773
526.466736,2.062977,0.000783
528.705322,2.061669,0.000794
530.963013,2.060359,0.000804
533.240051,2.059046,0.000815
535.536621,2.05773,0.000826
537.853149,2.056411,0.000838
540.189819,2.055089,0.000849
542.546875,2.053762,0.000861
544.924622,2.052433,0.000873
547.323242,2.051098,0.000885
549.743103,2.049759,0.000897
552.184448,2.048416,0.00091
554.647583,2.047067,0.000923
557.132751,2.045712,0.000936
559.64032,2.044352,0.000949
562.170593,2.042986,0.000963
564.723816,2.041614,0.000977
567.300354,2.040234,0.000991
569.900513,2.038848,0.001005
572.524536,2.037454,0.00102
575.172974,2.036052,0.001035
577.845947,2.034643,0.00105
580.543823,2.033225,0.001065
