nm,RT
400.746,15.6078
402.144,15.4586
403.635,15.305
404.924,15.1569
406.99,14.9547
409.056,14.7883
411.448,14.6116
415.036,14.3147
421.016,13.9
427.431,13.5288
434.172,13.1832
442.109,12.8811
451.569,12.6738
465.051,12.6252
485.492,12.62
508.652,12.6252
599.006,12.684
698.928,12.8402
