nm,SCAN
400,85.05
401,85.12
402,85.09
403,85.26
404,85.34
405,85.22
406,85.18
407,85.23
408,84.95
409,85.01
410,85.06
411,84.96
412,85.13
413,85.05
414,85.04
415,85.05
416,85
417,85.03
418,85.15
419,85.12
420,85.15
421,85.18
422,85.13
423,85.24
424,85.16
425,85.2
426,85.04
427,85.05
428,84.99
429,85.05
430,85.11
431,85.05
432,85.05
433,85.06
434,84.95
435,85
436,84.99
437,85.05
438,85.13
439,85.22
440,85.21
441,85.16
442,85.14
443,85.14
444,85.24
445,85.3
446,85.23
447,85.23
448,85.16
449,85.08
450,85.13
451,85.08
452,85.03
453,85.08
454,85.13
455,85.24
456,85.18
457,85.34
458,85.35
459,85.31
460,85.39
461,85.37
462,85.42
463,85.47
464,85.43
465,85.43
466,85.4
467,85.44
468,85.38
469,85.34
470,85.37
471,85.34
472,85.32
473,85.39
474,85.45
475,85.48
476,85.49
477,85.49
478,85.46
479,85.52
480,85.54
481,85.56
482,85.58
483,85.55
484,85.53
485,85.62
486,85.65
487,85.66
488,85.72
489,85.73
490,85.66
491,85.65
492,85.59
493,85.63
494,85.69
495,85.7
496,85.79
497,85.82
498,85.82
499,85.85
500,85.83
501,85.78
502,85.75
503,85.81
504,85.81
505,85.84
506,85.86
507,85.92
508,85.91
509,85.9
510,85.93
511,85.95
512,85.97
513,86.05
514,86.1
515,86.11
516,86.14
517,86.15
518,86.13
519,86.17
520,86.19
521,86.18
522,86.26
523,86.29
524,86.33
525,86.34
526,86.36
527,86.37
528,86.38
529,86.44
530,86.4
531,86.43
532,86.42
533,86.42
534,86.5
535,86.5
536,86.49
537,86.47
538,86.49
539,86.51
540,86.55
541,86.58
542,86.56
543,86.56
544,86.53
545,86.54
546,86.57
547,86.58
548,86.6
549,86.64
550,86.64
551,86.67
552,86.68
553,86.69
554,86.71
555,86.73
556,86.74
557,86.78
558,86.8
559,86.78
560,86.82
561,86.81
562,86.8
563,86.83
564,86.85
565,86.87
566,86.88
567,86.89
568,86.89
569,86.94
570,86.99
571,86.99
572,87.01
573,87
574,86.96
575,86.99
576,87.02
577,87.03
578,87.02
579,87
580,87.01
581,87
582,87.04
583,87.07
584,87.08
585,87.1
586,87.11
587,87.12
588,87.15
589,87.13
590,87.14
591,87.15
592,87.12
593,87.15
594,87.19
595,87.21
596,87.23
597,87.23
598,87.21
599,87.17
600,87.18
601,87.21
602,87.21
603,87.24
604,87.25
605,87.23
606,87.23
607,87.21
608,87.23
609,87.24
610,87.28
611,87.33
612,87.37
613,87.39
614,87.41
615,87.4
616,87.39
617,87.38
618,87.39
619,87.44
620,87.49
621,87.52
622,87.53
623,87.51
624,87.52
625,87.49
626,87.53
627,87.55
628,87.54
629,87.52
630,87.53
631,87.55
632,87.53
633,87.59
634,87.55
635,87.52
636,87.54
637,87.47
638,87.47
639,87.49
640,87.49
641,87.51
642,87.54
643,87.54
644,87.56
645,87.58
646,87.55
647,87.56
648,87.56
649,87.57
650,87.59
651,87.6
652,87.56
653,87.57
654,87.57
655,87.59
656,87.63
657,87.63
658,87.64
659,87.63
660,87.64
661,87.62
662,87.65
663,87.65
664,87.63
665,87.61
666,87.59
667,87.59
668,87.58
669,87.62
670,87.64
671,87.64
672,87.65
673,87.63
674,87.65
675,87.66
676,87.65
677,87.66
678,87.61
679,87.59
680,87.6
681,87.65
682,87.65
683,87.63
684,87.65
685,87.62
686,87.62
687,87.65
688,87.62
689,87.61
690,87.62
691,87.59
692,87.57
693,87.55
694,87.57
695,87.57
696,87.57
697,87.59
698,87.58
699,87.56
700,87.59
