nm,SCAN
400,19.08
401,18.72
402,18.44
403,18.3
404,17.93
405,17.62
406,17.29
407,17
408,16.74
409,16.41
410,16.06
411,15.81
412,15.45
413,15.2
414,15
415,14.73
416,14.44
417,14.09
418,13.75
419,13.49
420,13.12
421,12.78
422,12.56
423,12.31
424,12.09
425,11.9
426,11.64
427,11.36
428,11.1
429,10.77
430,10.54
431,10.32
432,10.04
433,9.83
434,9.57
435,9.38
436,9.19
437,8.96
438,8.81
439,8.62
440,8.42
441,8.19
442,8
443,7.82
444,7.6
445,7.48
446,7.34
447,7.19
448,7.07
449,6.95
450,6.74
451,6.62
452,6.41
453,6.24
454,6.14
455,6.02
456,5.89
457,5.79
458,5.67
459,5.58
460,5.46
461,5.38
462,5.3
463,5.24
464,5.2
465,5.11
466,5.04
467,4.95
468,4.88
469,4.8
470,4.72
471,4.66
472,4.59
473,4.55
474,4.52
475,4.48
476,4.46
477,4.44
478,4.42
479,4.4
480,4.38
481,4.37
482,4.34
483,4.34
484,4.33
485,4.3
486,4.31
487,4.3
488,4.3
489,4.32
490,4.32
491,4.34
492,4.36
493,4.37
494,4.39
495,4.42
496,4.44
497,4.46
498,4.49
499,4.52
500,4.55
501,4.6
502,4.64
503,4.69
504,4.74
505,4.76
506,4.79
507,4.83
508,4.88
509,4.93
510,4.99
511,5.05
512,5.09
513,5.15
514,5.19
515,5.25
516,5.31
517,5.39
518,5.47
519,5.54
520,5.61
521,5.67
522,5.74
523,5.81
524,5.87
525,5.95
526,6.01
527,6.08
528,6.15
529,6.23
530,6.3
531,6.38
532,6.45
533,6.53
534,6.6
535,6.69
536,6.77
537,6.85
538,6.94
539,7
540,7.08
541,7.15
542,7.24
543,7.32
544,7.4
545,7.47
546,7.55
547,7.63
548,7.72
549,7.84
550,7.93
551,8
552,8.09
553,8.16
554,8.24
555,8.32
556,8.4
557,8.48
558,8.57
559,8.65
560,8.74
561,8.82
562,8.89
563,8.98
564,9.06
565,9.14
566,9.23
567,9.33
568,9.41
569,9.5
570,9.58
571,9.66
572,9.74
573,9.83
574,9.91
575,10
576,10.07
577,10.15
578,10.22
579,10.3
580,10.39
581,10.46
582,10.54
583,10.63
584,10.71
585,10.79
586,10.87
587,10.93
588,11
589,11.1
590,11.17
591,11.26
592,11.33
593,11.4
594,11.48
595,11.56
596,11.63
597,11.72
598,11.79
599,11.85
600,11.92
601,11.98
602,12.05
603,12.13
604,12.21
605,12.29
606,12.35
607,12.42
608,12.48
609,12.54
610,12.62
611,12.68
612,12.75
613,12.82
614,12.89
615,12.96
616,13.02
617,13.11
618,13.18
619,13.25
620,13.32
621,13.4
622,13.46
623,13.54
624,13.6
625,13.65
626,13.71
627,13.75
628,13.82
629,13.88
630,13.93
631,13.99
632,14.05
633,14.13
634,14.18
635,14.23
636,14.28
637,14.32
638,14.39
639,14.44
640,14.49
641,14.53
642,14.56
643,14.61
644,14.66
645,14.73
646,14.8
647,14.86
648,14.9
649,14.93
650,14.96
651,15
652,15.06
653,15.11
654,15.15
655,15.21
656,15.25
657,15.29
658,15.33
659,15.37
660,15.42
661,15.46
662,15.5
663,15.56
664,15.58
665,15.61
666,15.66
667,15.72
668,15.76
669,15.81
670,15.84
671,15.88
672,15.91
673,15.94
674,15.98
675,16.01
676,16.06
677,16.09
678,16.12
679,16.16
680,16.18
681,16.24
682,16.27
683,16.29
684,16.34
685,16.37
686,16.4
687,16.43
688,16.43
689,16.45
690,16.47
691,16.52
692,16.57
693,16.6
694,16.64
695,16.65
696,16.67
697,16.69
698,16.73
699,16.76
700,16.79
