nm,SCAN
400,21.07
401,20.98
402,20.83
403,20.86
404,20.71
405,20.63
406,20.59
407,20.49
408,20.5
409,20.37
410,20.2
411,20.04
412,19.89
413,19.75
414,19.66
415,19.6
416,19.49
417,19.42
418,19.36
419,19.23
420,19.06
421,18.95
422,18.89
423,18.76
424,18.79
425,18.76
426,18.65
427,18.54
428,18.46
429,18.26
430,18.2
431,18.13
432,18
433,17.94
434,17.84
435,17.77
436,17.75
437,17.68
438,17.64
439,17.59
440,17.47
441,17.36
442,17.28
443,17.15
444,17.1
445,17.06
446,17
447,16.95
448,16.86
449,16.79
450,16.67
451,16.6
452,16.53
453,16.44
454,16.38
455,16.33
456,16.26
457,16.21
458,16.17
459,16.09
460,16.07
461,16.01
462,15.94
463,15.89
464,15.82
465,15.69
466,15.6
467,15.56
468,15.48
469,15.42
470,15.36
471,15.31
472,15.26
473,15.25
474,15.19
475,15.12
476,15.06
477,15
478,14.93
479,14.87
480,14.83
481,14.77
482,14.72
483,14.68
484,14.63
485,14.57
486,14.55
487,14.5
488,14.45
489,14.4
490,14.36
491,14.3
492,14.25
493,14.2
494,14.14
495,14.09
496,14.05
497,14
498,13.95
499,13.92
500,13.87
501,13.83
502,13.79
503,13.73
504,13.69
505,13.67
506,13.63
507,13.58
508,13.54
509,13.51
510,13.45
511,13.41
512,13.36
513,13.32
514,13.28
515,13.26
516,13.23
517,13.21
518,13.18
519,13.16
520,13.12
521,13.08
522,13.05
523,13
524,12.98
525,12.95
526,12.89
527,12.84
528,12.82
529,12.78
530,12.74
531,12.73
532,12.68
533,12.64
534,12.59
535,12.56
536,12.53
537,12.49
538,12.46
539,12.42
540,12.39
541,12.37
542,12.35
543,12.33
544,12.29
545,12.24
546,12.21
547,12.17
548,12.15
549,12.11
550,12.07
551,12.04
552,12.01
553,11.98
554,11.95
555,11.92
556,11.88
557,11.86
558,11.84
559,11.81
560,11.79
561,11.74
562,11.7
563,11.68
564,11.65
565,11.62
566,11.6
567,11.56
568,11.53
569,11.51
570,11.49
571,11.47
572,11.44
573,11.42
574,11.38
575,11.36
576,11.33
577,11.31
578,11.27
579,11.23
580,11.21
581,11.18
582,11.16
583,11.12
584,11.1
585,11.06
586,11.04
587,11.01
588,10.98
589,10.94
590,10.91
591,10.9
592,10.88
593,10.86
594,10.83
595,10.81
596,10.78
597,10.77
598,10.74
599,10.72
600,10.71
601,10.67
602,10.64
603,10.63
604,10.6
605,10.57
606,10.56
607,10.52
608,10.49
609,10.46
610,10.44
611,10.4
612,10.39
613,10.38
614,10.36
615,10.37
616,10.35
617,10.32
618,10.3
619,10.28
620,10.26
621,10.25
622,10.23
623,10.2
624,10.18
625,10.15
626,10.13
627,10.1
628,10.08
629,10.07
630,10.04
631,10.02
632,9.99
633,9.97
634,9.96
635,9.93
636,9.91
637,9.89
638,9.85
639,9.83
640,9.8
641,9.78
642,9.76
643,9.74
644,9.72
645,9.71
646,9.69
647,9.68
648,9.66
649,9.62
650,9.6
651,9.57
652,9.56
653,9.55
654,9.53
655,9.51
656,9.48
657,9.47
658,9.45
659,9.42
660,9.41
661,9.39
662,9.38
663,9.37
664,9.34
665,9.32
666,9.3
667,9.27
668,9.25
669,9.24
670,9.23
671,9.22
672,9.21
673,9.18
674,9.16
675,9.14
676,9.13
677,9.1
678,9.08
679,9.06
680,9.04
681,9.04
682,9.02
683,9
684,8.98
685,8.95
686,8.94
687,8.94
688,8.94
689,8.92
690,8.9
691,8.89
692,8.86
693,8.84
694,8.82
695,8.79
696,8.78
697,8.78
698,8.76
699,8.75
700,8.74
