nm,SCAN
400,5.61
401,5.73
402,5.71
403,5.64
404,5.58
405,5.54
406,5.51
407,5.53
408,5.53
409,5.45
410,5.44
411,5.43
412,5.41
413,5.5
414,5.49
415,5.48
416,5.58
417,5.56
418,5.63
419,5.63
420,5.58
421,5.55
422,5.45
423,5.44
424,5.48
425,5.42
426,5.45
427,5.49
428,5.44
429,5.46
430,5.42
431,5.31
432,5.32
433,5.26
434,5.25
435,5.27
436,5.27
437,5.28
438,5.27
439,5.29
440,5.29
441,5.32
442,5.39
443,5.38
444,5.35
445,5.32
446,5.3
447,5.3
448,5.35
449,5.34
450,5.34
451,5.34
452,5.31
453,5.31
454,5.34
455,5.31
456,5.31
457,5.24
458,5.22
459,5.23
460,5.21
461,5.23
462,5.25
463,5.24
464,5.23
465,5.24
466,5.2
467,5.18
468,5.17
469,5.16
470,5.13
471,5.16
472,5.17
473,5.16
474,5.15
475,5.15
476,5.12
477,5.11
478,5.14
479,5.12
480,5.13
481,5.13
482,5.1
483,5.09
484,5.07
485,5.07
486,5.06
487,5.05
488,5.04
489,5.04
490,5.06
491,5.04
492,5.04
493,5.05
494,5.03
495,5.05
496,5.05
497,5.04
498,5.05
499,5.05
500,5.05
501,5.04
502,5.03
503,5.03
504,5.01
505,5
506,5
507,5
508,4.99
509,5
510,5
511,5
512,5.01
513,5.01
514,5
515,5
516,5
517,4.99
518,4.98
519,4.97
520,4.96
521,4.97
522,4.96
523,4.97
524,4.97
525,4.96
526,4.95
527,4.94
528,4.93
529,4.92
530,4.93
531,4.93
532,4.94
533,4.93
534,4.92
535,4.92
536,4.91
537,4.9
538,4.92
539,4.92
540,4.93
541,4.93
542,4.92
543,4.92
544,4.91
545,4.92
546,4.92
547,4.91
548,4.91
549,4.9
550,4.89
551,4.91
552,4.9
553,4.89
554,4.89
555,4.88
556,4.88
557,4.87
558,4.87
559,4.87
560,4.86
561,4.86
562,4.86
563,4.86
564,4.86
565,4.85
566,4.86
567,4.87
568,4.86
569,4.85
570,4.84
571,4.83
572,4.83
573,4.84
574,4.83
575,4.84
576,4.84
577,4.84
578,4.83
579,4.83
580,4.83
581,4.83
582,4.84
583,4.83
584,4.83
585,4.83
586,4.82
587,4.82
588,4.82
589,4.82
590,4.8
591,4.8
592,4.79
593,4.78
594,4.78
595,4.78
596,4.77
597,4.77
598,4.77
599,4.76
600,4.77
601,4.78
602,4.76
603,4.77
604,4.77
605,4.76
606,4.76
607,4.77
608,4.76
609,4.76
610,4.76
611,4.76
612,4.76
613,4.75
614,4.76
615,4.76
616,4.77
617,4.77
618,4.76
619,4.76
620,4.74
621,4.75
622,4.75
623,4.75
624,4.76
625,4.74
626,4.74
627,4.74
628,4.73
629,4.74
630,4.74
631,4.74
632,4.74
633,4.74
634,4.74
635,4.74
636,4.75
637,4.74
638,4.73
639,4.73
640,4.72
641,4.73
642,4.72
643,4.71
644,4.71
645,4.71
646,4.71
647,4.71
648,4.71
649,4.69
650,4.7
651,4.69
652,4.68
653,4.7
654,4.69
655,4.7
656,4.69
657,4.68
658,4.68
659,4.68
660,4.67
661,4.67
662,4.66
663,4.66
664,4.66
665,4.65
666,4.65
667,4.65
668,4.66
669,4.66
670,4.66
671,4.66
672,4.65
673,4.66
674,4.66
675,4.67
676,4.66
677,4.65
678,4.64
679,4.63
680,4.62
681,4.63
682,4.64
683,4.64
684,4.64
685,4.64
686,4.63
687,4.62
688,4.62
689,4.61
690,4.62
691,4.62
692,4.63
693,4.63
694,4.63
695,4.63
696,4.63
697,4.63
698,4.62
699,4.62
700,4.6
