,ITO,tra
107,9.781073696800307,10.573824623951708
108,9.790408945675898,10.568824215759367
109,9.79977061441087,10.563938382507073
110,9.80914953152732,10.559162236360455
111,9.818521873344993,10.554494270597392
112,9.827858175920808,10.549933215632983
113,9.83714638346497,10.545473619791784
114,9.846385024929043,10.541107215164642
115,9.855565015102474,10.536830088366415
116,9.864670541988948,10.532642215526192
117,9.873685694728856,10.528541443853344
118,9.882595145879744,10.524522914769205
119,9.891390496023295,10.520584401492373
120,9.900073840103126,10.516727406295153
121,9.908639561719085,10.512949715242852
122,9.917060105678816,10.509240816457664
123,9.92531235711528,10.505591530745697
124,9.933406879541856,10.502005842409714
125,9.94135959294885,10.498489597166975
126,9.949151211784892,10.49503769394767
127,9.956746345560768,10.491641441218498
128,9.964136145032702,10.488297665746291
129,9.971336405792794,10.485007551301338
130,9.978353629883163,10.481770341337338
131,9.985175627969214,10.47858163580058
132,9.991788966363778,10.47543732118988
133,9.998183060297947,10.472335564321726
134,10.004349468914441,10.46927498806307
135,10.010288221588,10.466253480949124
136,10.016003330601308,10.463268623963971
137,10.021491849622247,10.46031917707052
138,10.026743126137506,10.457405208768698
139,10.031750364588694,10.454525932900605
140,10.036517691554828,10.451678084786394
141,10.04105024440408,10.448858243693406
142,10.045344754758842,10.446064554998323
143,10.049394380392362,10.443295876305129
144,10.053195717951539,10.440551036250438
145,10.056749301549319,10.437828818893372
146,10.060054971612157,10.43512765153741
147,10.063109377523121,10.43244468622277
148,10.065909233148925,10.429776959021392
149,10.068455940749658,10.427123761311233
150,10.070753665978845,10.424485656026206
151,10.072804008172398,10.421861471054502
152,10.074604891911948,10.419249697804174
153,10.076155211169088,10.416650373870093
154,10.077456005028603,10.414061687036666
155,10.078509238134888,10.41148168654806
156,10.079315787782631,10.40890971151348
157,10.079874401676875,10.406344678132191
158,10.080184668527902,10.403784925501416
159,10.080250017325092,10.40122681429296
160,10.080076497073328,10.39866913086514
161,10.079668673856954,10.396113937623756
162,10.079025864721103,10.393561375309785
163,10.078147573592213,10.39101099724192
164,10.077037827936868,10.388461350007525
165,10.075701920930962,10.385909188895557
166,10.07414263856555,10.38335258483567
167,10.072358755005478,10.380793471753941
168,10.070348836336478,10.378233392159272
169,10.06811697728573,10.3756703371766
170,10.065670992144575,10.373100650903108
171,10.063017153185264,10.370521796507797
172,10.060156182641236,10.367934219337785
173,10.057087332994518,10.365338165913151
174,10.05381298455118,10.362733971468385
175,10.050339560240115,10.360122984953014
176,10.046672556884479,10.357505616375354
177,10.042812580704814,10.354879569641726
178,10.03875889684298,10.352242073123353
179,10.03451411207481,10.3495907038889
180,10.030089801472778,10.346925390128394
181,10.025500507740565,10.34424902788343
182,10.020749761003207,10.34156220161325
183,10.015827420494633,10.338861225262546
184,10.01072723940688,10.336146185746953
185,10.005456693380555,10.333418785636772
186,10.00002770426419,10.330678125957157
187,9.994450347697535,10.327923031345295
188,9.98872792188038,10.32515224652162
189,9.982863060538028,10.32236562580356
190,9.976857091653512,10.31956221770067
191,9.970708823729499,10.316740066506066
192,9.964419106310803,10.31389968558083
193,9.957994515625618,10.311042557222736
194,9.951447010687357,10.308169283638753
195,9.944789202877914,10.305281248577689
196,9.938024056488732,10.302377750434339
197,9.931146978869327,10.299456634501512
198,9.924152604571532,10.296514441427835
199,9.917043651112703,10.293549982668617
200,9.909829279928012,10.290565412528197
201,9.902519207566746,10.28756364266647
202,9.895120193900647,10.284545665630809
203,9.88763518308189,10.281509038771157
204,9.880066424996228,10.27845094115198
205,9.872417097621335,10.275371138198048
206,9.864691441985704,10.272271076714594
207,9.856893952436971,10.269152198019535
208,9.849027625006663,10.266012932182768
209,9.841096411249497,10.262852107917713
210,9.833105199829719,10.259669860215533
211,9.825057202402455,10.25646673175475
212,9.816954783448374,10.253243044749215
213,9.808799950010545,10.249998578119
214,9.800596202343673,10.246733369279468
215,9.792347206089364,10.243447384880094
216,9.784056546009607,10.240139944907902
217,9.77573052612307,10.236810406032218
218,9.767376744010521,10.23345869670856
219,9.759003384789203,10.230086501209634
220,9.750611059967316,10.226694313156152
221,9.742196174594502,10.223280519301433
222,9.733757392323017,10.219844813317131
223,9.725299147904053,10.216387107266502
224,9.716828156646223,10.212907476687255
225,9.708349176050529,10.209404378616913
226,9.699866702960373,10.20587744341645
227,9.691388604006118,10.202330194707395
228,9.68291913202943,10.198763011865445
229,9.674456530507697,10.19517272766445
230,9.666002391300154,10.19156090565191
231,9.657557120935786,10.187928071045537
232,9.649120570628545,10.184271692110825
233,9.640699135764471,10.180592005659845
234,9.632300759798238,10.176890501732297
235,9.623931792562148,10.173168761796486
236,9.615592696007749,10.169426459168939
237,9.607282700456274,10.165662678158764
238,9.599003100411837,10.16187819025363
239,9.590756351266805,10.15807325698822
240,9.582544492271497,10.154247273591634
241,9.574368820154362,10.150398805582965
242,9.566233445544084,10.146527603076697
243,9.558145306507605,10.14263518955063
244,9.550109622299344,10.138721480660937
245,9.542128164797788,10.134785633900476
246,9.534199371965482,10.130827475610893
247,9.52632181111405,10.126847350676657
248,9.518495481636313,10.122845999542575
249,9.510725073566798,10.11882445891552
250,9.503015732679376,10.114783185805932
251,9.495371829763128,10.110722066789391
252,9.487796404745717,10.10664160191238
253,9.480289953067082,10.102541072441738
254,9.472851327762777,10.098417995506464
255,9.465480651689475,10.094271396772488
256,9.45817989526522,10.090102854754736
257,9.450951529380946,10.085914725504184
258,9.443797632533526,10.081708847788603
259,9.436720656410928,10.077485214289643
260,9.429722972199828,10.07324246255743
261,9.422807181164613,10.068979463023123
262,9.41597582234968,10.064695819906975
263,9.409230659481516,10.060391897803136
264,9.40257336333518,10.056068243900441
265,9.396005223839305,10.051725130824673
266,9.38952537637419,10.047361019032047
267,9.38313313085756,10.042974970352764
268,9.376831928224728,10.038571269377842
269,9.37062298625716,10.034150940549166
270,9.36450589555998,10.029711266869027
271,9.358482613147647,10.02525232368873
272,9.352555204632957,10.020774472606345
273,9.346724612185254,10.016277526514731
274,9.34099203968316,10.011762505864224
275,9.335358715159511,10.007230581985063
276,9.329825144496903,10.002682016240302
277,9.324390866901508,9.998115909771583
278,9.319055109567767,9.993530982524975
279,9.31381750756974,9.988926566850322
280,9.308679278658547,9.984303322855634
281,9.303643951354198,9.979663082202881
282,9.298713783034461,9.9750054269374
283,9.29389140966577,9.970330674087272
284,9.289178489259866,9.965640552785098
285,9.284573136869966,9.960934065263233
286,9.280073000002862,9.956209528218928
287,9.275676605864152,9.951466430705352
288,9.27138539410727,9.946706108635198
289,9.267202017242457,9.941930291711385
290,9.263127824395953,9.937138304989233
291,9.259164486668341,9.93233071489192
292,9.255312307729534,9.92750884977769
293,9.251569677112315,9.922671353891928
294,9.2479349086465,9.917816640947361
295,9.244407273698807,9.912944498259495
296,9.24098797105852,9.90805679027328
297,9.23767818726705,9.903155073595652
298,9.234478100574075,9.898238578253986
299,9.231388380305068,9.893308083781568
300,9.22840926829116,9.88836431773223
