,ITO,tra
0,13.204686224768125,13.598029793146281
1,13.140508725562603,13.516166447775749
2,13.07433646830101,13.436275837596492
3,13.00635458281027,13.358304525364142
4,12.936709150394222,13.282218727774525
5,12.865558974589497,13.207979310644285
6,12.793074533541954,13.135540379770294
7,12.719406268231253,13.064873235720526
8,12.644724737166873,12.995931971515223
9,12.569183283834725,12.928677409375458
10,12.49291711104424,12.86307359319801
11,12.416067608660219,12.799081610208033
12,12.338803941914453,12.73666579648743
13,12.261260611430258,12.675796080980195
14,12.183547269193106,12.616438797084056
15,12.105818150510135,12.55854733653708
16,12.02818751827492,12.50209527455082
17,11.95077034513123,12.447059893667703
18,11.87369247555339,12.393402110958384
19,11.797040830238032,12.341083279592437
20,11.720939477421364,12.29007756604631
21,11.645509793567548,12.240354282942699
22,11.570817331585413,12.191880305142416
23,11.496961662886186,12.144639839976131
24,11.424030250433123,12.098601834978139
25,11.352079817669274,12.053718585030866
26,11.281197844307167,12.009975737985792
27,11.211465374449435,11.96735212295777
28,11.142946008596146,11.925813383011484
29,11.075698263617392,11.885340243740615
30,11.00977417881896,11.845908398202583
31,10.945220198743828,11.807484705446429
32,10.882102675457089,11.77004390268055
33,10.820457693474687,11.7335677211989
34,10.760297998156037,11.698038406334089
35,10.701677374523047,11.663427730769355
36,10.644624008513212,11.629711448870802
37,10.589142846280321,11.596870081064196
38,10.535275531812466,11.564880882708707
39,10.483046481990346,11.533726585300494
40,10.432452300878449,11.503391426157803
41,10.38350284111678,11.47384766221125
42,10.33621461403365,11.445072348440407
43,10.290594431084612,11.417046905991574
44,10.24663288636077,11.389761735531389
45,10.204321293331493,11.363200906507688
46,10.163671371463431,11.33732965321057
47,10.124676288847127,11.312139842903086
48,10.087307470960189,11.287627492312435
49,10.051563502690456,11.263758584550459
50,10.01743377686323,11.240513999379223
51,9.98487806070142,11.217890161936264
52,9.953890706122207,11.19586876116219
53,9.924472650914815,11.174432677850046
54,9.896573836371548,11.153568141735871
55,9.870161883060465,11.133258977626992
56,9.84523721735415,11.113492679509557
57,9.821775583407536,11.094252164445484
58,9.799736205633724,11.075521931251158
59,9.77907125915454,11.057297240135972
60,9.759754258119923,11.039565041395079
61,9.741778470966963,11.022304680387673
62,9.725100339135187,11.005506489115083
63,9.709669347566185,10.989162982099556
64,9.695471361769014,10.973257590406913
65,9.68247555935896,10.957776269061279
66,9.670616183946708,10.94270968679608
67,9.659865652929268,10.928047660189366
68,9.650223841392352,10.913782766106173
69,9.641643362617497,10.899906208301005
70,9.634057209394912,10.88640185887996
71,9.627424300820463,10.873256774659275
72,9.621714953815703,10.86046732119078
73,9.616888492821051,10.848024760057061
74,9.612913314205015,10.835913029875977
75,9.609774287173286,10.82412085402564
76,9.607443068390912,10.812646161753662
77,9.605882307207947,10.80148682265479
78,9.605052539296292,10.790627858869621
79,9.604920729965666,10.780054607726147
80,9.605474510437324,10.769763947684034
81,9.606692696930061,10.75975110150653
82,9.608533788509552,10.750007624456249
83,9.610962057859837,10.74052483072103
84,9.613947678320816,10.731289980827107
85,9.617468372492219,10.722294804934846
86,9.621509924780003,10.71353760199156
87,9.626044434309255,10.70501503205305
88,9.631035350116939,10.69672203156538
89,9.636451853860917,10.688646822103667
90,9.642267397469764,10.680776374303974
91,9.648461433812274,10.673109817448031
92,9.655013731247577,10.665646557626948
93,9.661903409731485,10.658377466659903
94,9.669111309337495,10.651296751453842
95,9.676604905536854,10.644397365396612
96,9.68434927761609,10.637668745756676
97,9.69232964783989,10.63110865856977
98,9.700535261423864,10.624716203522391
99,9.70894838704528,10.618484970609382
100,9.71754854632471,10.612408855264292
101,9.726307178279804,10.606483784647052
102,9.735197726537212,10.600706494343285
103,9.744206784137395,10.595070408462732
104,9.753321494586922,10.589567332136578
105,9.762518594129933,10.584193563100051
106,9.77177376884342,10.578946634900197
