,wl,R
178,578.0,0.0025126894970605123
179,579.0,0.002523132629047663
180,580.0,0.0025218813784596656
181,581.0,0.0025087224398247293
182,582.0,0.0024835931054261657
183,583.0,0.0024465818450749937
184,584.0,0.0023979269237222388
185,585.0,0.0023380131278153355
186,586.0,0.0022673666921313716
187,587.0,0.002186648537333408
188,588.0,0.002096645944838921
189,589.0,0.0019982628097247957
190,590.0,0.0018925086243199189
191,591.0,0.0017804863550025017
192,592.0,0.0016633793823101024
193,593.0,0.0015424376787947043
194,594.0,0.0014189634044116117
195,595.0,0.0012942960995483096
196,596.0,0.0011697976551462888
197,597.0,0.0010468372369526289
198,598.0,0.0009267763365656265
199,599.0,0.0008109541158073733
200,600.0,0.0007006732031589845
201,601.0,0.0005971860916690698
202,602.0,0.0005016822769351608
