,wl,R
0,400.0,0.003918876961696003
1,401.0,0.0033135859035329242
2,402.0,0.0026882759830217217
3,403.0,0.002074238462197738
4,404.0,0.0015016693352819083
5,405.0,0.0009981689422160636
6,406.0,0.0005874151440952613
7,407.0,0.00028807604100494766
8,408.0,0.00011301390997818308
9,409.0,6.88142694330791e-05
10,410.0,0.00015565354640581936
11,411.0,0.0003674972848785986
12,412.0,0.0006926163355404767
13,413.0,0.0011143692331780247
14,414.0,0.0016121855013526236
15,415.0,0.002162685989690105
16,416.0,0.0027408725639866656
17,417.0,0.0033213219731624407
18,418.0,0.0038793251527639936
19,419.0,0.004391916397939059
20,420.0,0.004838723775919693
21,421.0,0.005202699536182097
22,422.0,0.005470682488667148
23,423.0,0.0056337614545728335
24,424.0,0.005687449937788608
25,425.0,0.005631678732973433
26,426.0,0.00547061888005825
27,427.0,0.005212351960625736
28,428.0,0.004868408344946865
29,429.0,0.004453196804103765
30,430.0,0.003983351020411561
31,431.0,0.0034770200178205497
32,432.0,0.0029531303811902295
33,433.0,0.0024306499060405395
34,434.0,0.001927888081683414
35,435.0,0.001461812323308174
36,436.0,0.0010474534089996127
37,437.0,0.0006974300879449789
38,438.0,0.0004215885185687385
39,439.0,0.0002267649334809161
40,440.0,0.0001166745890824259
41,441.0,9.192446045991562e-05
42,442.0,0.00015014195059386964
43,443.0,0.00028620730394561295
44,444.0,0.0004925736979239209
45,445.0,0.0007596563736435433
46,446.0,0.001076270682028811
47,447.0,0.0014300982145999145
48,448.0,0.0018081566501084736
49,449.0,0.002197258237654321
50,450.0,0.0025844485929520755
51,451.0,0.0029574091873509943
52,452.0,0.003304812301758037
53,453.0,0.0036166204793579427
54,454.0,0.0038843252631357342
55,455.0,0.004101122573177895
56,456.0,0.004262024390136061
57,457.0,0.00436390841710816
58,458.0,0.004405509074197408
59,459.0,0.004387354543440756
60,460.0,0.004311655646801004
61,461.0,0.004182153135019535
62,462.0,0.004003930519870999
63,463.0,0.0037831999237108154
64,464.0,0.00352706858121675
65,465.0,0.003243293610137987
66,466.0,0.0029400324957560573
67,467.0,0.002625596551454164
68,468.0,0.002308213798786087
69,469.0,0.001995806765349441
70,470.0,0.0016957916707042162
71,471.0,0.0014149031020643345
72,472.0,0.0011590476181402019
73,473.0,0.0009331887989758514
74,474.0,0.0007412652112618339
75,475.0,0.0005861417046815688
76,476.0,0.0004695934326014431
77,477.0,0.0003923210359087943
78,478.0,0.00035399457475652015
79,479.0,0.00035332306489166654
80,480.0,0.00038814522627914175
81,481.0,0.0004555380917378282
82,482.0,0.0005519419148795539
83,483.0,0.0006732927321668075
84,484.0,0.0008151589101642195
85,485.0,0.0009728777535811675
86,486.0,0.0011416883317237956
87,487.0,0.001316857170230466
88,488.0,0.0014937939616582858
89,489.0,0.0016681549965450889
90,490.0,0.0018359325772933936
91,491.0,0.001993529229105716
92,492.0,0.0021378160477402855
93,493.0,0.0022661750080913787
94,494.0,0.0023765254965641656
95,495.0,0.002467335710024898
96,496.0,0.0025376198861777302
97,497.0,0.0025869225930943967
98,498.0,0.0026152912769298146
99,499.0,0.0026232372437326413
100,500.0,0.0026116917341014088
101,501.0,0.0025819557537383403
102,502.0,0.0025356437552778326
103,503.0,0.0024746240238364345
104,504.0,0.0024009574031446106
105,505.0,0.0023168359058743687
106,506.0,0.0022245226444615306
107,507.0,0.00212629438859703
108,508.0,0.002024387906409867
109,509.0,0.001920951081996908
110,510.0,0.0018179996263339008
111,511.0,0.0017173800158091317
112,512.0,0.0016207391067633453
113,513.0,0.0015295006893286665
114,514.0,0.0014448490644445471
115,515.0,0.0013677195570235188
116,516.0,0.0012987957198572083
117,517.0,0.0012385128382021392
118,518.0,0.0011870671449077492
119,519.0,0.0011444303196583023
120,520.0,0.0011103686654125166
121,521.0,0.0010844658608033554
122,522.0,0.0010661485703296304
123,523.0,0.0010547141043953348
124,524.0,0.0010493593189556144
125,525.0,0.0010492099722931528
126,526.0,0.001053349793532006
127,527.0,0.0010608485972209488
128,528.0,0.0010707888388165054
129,529.0,0.0010822900638069813
130,530.0,0.0010945308097876382
131,531.0,0.0011067676047403858
132,532.0,0.0011183507946037037
133,533.0,0.0011287370226073271
134,534.0,0.0011374982693213597
135,535.0,0.0011443274445100814
136,536.0,0.0011490405982887107
137,537.0,0.0011515759145731014
138,538.0,0.0011519896309610874
139,539.0,0.001150448927020328
140,540.0,0.0011472224567167985
141,541.0,0.001142668783250834
142,542.0,0.0011372230434682255
143,543.0,0.0011313822243849876
144,544.0,0.0011256894409449705
145,545.0,0.0011207176047734718
146,546.0,0.0011170528659301647
147,547.0,0.0011152781948002837
148,548.0,0.0011159574501851835
149,549.0,0.0011196202530437266
150,550.0,0.0011267479540019811
151,551.0,0.001137760947543975
152,552.0,0.0011530075475692085
153,553.0,0.0011727545986584492
154,554.0,0.0011971799558747373
155,555.0,0.0012263669238721665
156,556.0,0.0012603007045461547
157,557.0,0.0012988668621135681
158,558.0,0.0013418517761876114
159,559.0,0.0013889454243322932
160,560.0,0.001439746165646466
161,561.0,0.0014937648793886995
162,562.0,0.0015504317440906946
163,563.0,0.0016091047668350593
164,564.0,0.0016690795694101381
165,565.0,0.0017296002409867052
166,566.0,0.0017898710554883142
167,567.0,0.0018490688439829531
168,568.0,0.0019063558083815147
169,569.0,0.0019608925599337405
170,570.0,0.002011851174084196
171,571.0,0.0020584280619624705
172,572.0,0.0020998564598258555
173,573.0,0.002135418352240603
174,574.0,0.002164455754276097
175,575.0,0.0021863829574903003
176,576.0,0.002200696429337602
