nm,SCAN
380,5.59
381,5.69
382,5.69
383,5.61
384,5.61
385,5.53
386,5.47
387,5.52
388,5.65
389,5.63
390,5.6
391,5.71
392,5.69
393,5.65
394,5.71
395,5.68
396,5.63
397,5.72
398,5.6
399,5.59
400,5.58
401,5.57
402,5.56
403,5.64
404,5.64
405,5.64
406,5.68
407,5.63
408,5.64
409,5.61
410,5.62
411,5.64
412,5.66
413,5.68
414,5.72
415,5.78
416,5.71
417,5.67
418,5.62
419,5.57
420,5.58
421,5.57
422,5.6
423,5.61
424,5.67
425,5.64
426,5.66
427,5.64
428,5.63
429,5.67
430,5.69
431,5.71
432,5.72
433,5.7
434,5.68
435,5.62
436,5.6
437,5.61
438,5.61
439,5.63
440,5.63
441,5.65
442,5.67
443,5.65
444,5.66
445,5.68
446,5.67
447,5.68
448,5.72
449,5.76
450,5.76
451,5.8
452,5.77
453,5.77
454,5.74
455,5.7
456,5.71
457,5.71
458,5.7
459,5.74
460,5.75
461,5.73
462,5.75
463,5.74
464,5.73
465,5.74
466,5.75
467,5.75
468,5.76
469,5.8
470,5.81
471,5.83
472,5.86
473,5.84
474,5.83
475,5.83
476,5.81
477,5.82
478,5.82
479,5.83
480,5.85
481,5.84
482,5.86
483,5.87
484,5.87
485,5.87
486,5.88
487,5.89
488,5.89
489,5.89
490,5.9
491,5.89
492,5.89
493,5.91
494,5.92
495,5.95
496,5.95
497,5.97
498,5.96
499,5.97
500,5.97
501,5.97
502,5.99
503,6.01
504,6.02
505,6.03
506,6.05
507,6.05
508,6.06
509,6.08
510,6.1
511,6.12
512,6.12
513,6.12
514,6.12
515,6.12
516,6.13
517,6.14
518,6.15
519,6.17
520,6.19
521,6.2
522,6.21
523,6.22
524,6.23
525,6.24
526,6.26
527,6.28
528,6.28
529,6.3
530,6.31
531,6.32
532,6.33
533,6.34
534,6.35
535,6.36
536,6.36
537,6.38
538,6.38
539,6.39
540,6.4
541,6.4
542,6.41
543,6.42
544,6.44
545,6.44
546,6.47
547,6.48
548,6.49
549,6.5
550,6.5
551,6.51
552,6.53
553,6.54
554,6.55
555,6.58
556,6.58
557,6.58
558,6.58
559,6.59
560,6.6
561,6.61
562,6.62
563,6.63
564,6.64
565,6.65
566,6.66
567,6.67
568,6.69
569,6.7
570,6.71
571,6.71
572,6.71
573,6.72
574,6.72
575,6.74
576,6.75
577,6.78
578,6.79
579,6.8
580,6.8
581,6.81
582,6.82
583,6.82
584,6.82
585,6.84
586,6.85
587,6.86
588,6.88
589,6.88
590,6.89
591,6.9
592,6.89
593,6.9
594,6.9
595,6.9
596,6.91
597,6.92
598,6.93
599,6.93
600,6.94
601,6.95
602,6.95
603,6.95
604,6.96
605,6.96
606,6.98
607,6.98
608,7
609,7
610,7.01
611,7.02
612,7.02
613,7.04
614,7.05
615,7.06
616,7.06
617,7.08
618,7.08
619,7.08
620,7.1
621,7.11
622,7.11
623,7.12
624,7.13
625,7.14
626,7.14
627,7.16
628,7.16
629,7.16
630,7.16
631,7.16
632,7.17
633,7.17
634,7.18
635,7.18
636,7.17
637,7.19
638,7.19
639,7.19
640,7.2
641,7.2
642,7.2
643,7.21
644,7.21
645,7.22
646,7.23
647,7.24
648,7.24
649,7.23
650,7.23
651,7.24
652,7.24
653,7.24
654,7.24
655,7.23
656,7.23
657,7.25
658,7.25
659,7.26
660,7.26
661,7.25
662,7.24
663,7.25
664,7.25
665,7.25
666,7.27
667,7.26
668,7.27
669,7.27
670,7.25
671,7.26
672,7.26
673,7.27
674,7.27
675,7.28
676,7.28
677,7.29
678,7.3
679,7.29
680,7.29
681,7.29
682,7.29
683,7.28
684,7.28
685,7.29
686,7.28
687,7.29
688,7.29
689,7.29
690,7.3
691,7.29
692,7.29
693,7.29
694,7.29
695,7.29
696,7.29
697,7.29
698,7.29
699,7.28
700,7.28
701,7.31
702,7.3
703,7.31
704,7.29
705,7.28
706,7.29
707,7.29
708,7.3
709,7.29
710,7.28
711,7.27
712,7.28
713,7.29
714,7.29
715,7.28
716,7.27
717,7.28
718,7.28
719,7.3
720,7.31
721,7.29
722,7.28
723,7.27
724,7.27
725,7.27
726,7.28
727,7.27
728,7.26
729,7.26
730,7.25
731,7.25
732,7.27
733,7.27
734,7.27
735,7.26
736,7.27
737,7.27
738,7.28
739,7.29
740,7.29
741,7.3
742,7.3
743,7.3
744,7.29
745,7.27
746,7.28
747,7.27
748,7.26
749,7.25
750,7.24
751,7.24
752,7.24
753,7.27
754,7.28
755,7.28
756,7.28
757,7.25
758,7.25
759,7.25
760,7.25
761,7.26
762,7.26
763,7.25
764,7.27
765,7.24
766,7.24
767,7.24
768,7.21
769,7.21
770,7.22
771,7.22
772,7.23
773,7.25
774,7.23
775,7.2
776,7.19
777,7.17
778,7.19
779,7.19
780,7.19
