nm,SCAN
380,5.07
381,4.98
382,4.88
383,4.78
384,4.83
385,4.92
386,4.99
387,5.14
388,5.06
389,5.11
390,5.11
391,5.03
392,5.08
393,5.01
394,4.92
395,4.96
396,4.98
397,5.04
398,5.06
399,5.1
400,5.06
401,5.03
402,5.06
403,5.01
404,5.06
405,5.04
406,5.04
407,5.11
408,5.09
409,5.12
410,5.15
411,5.16
412,5.14
413,5.15
414,5.15
415,5.16
416,5.12
417,5.07
418,5.11
419,5.09
420,5.11
421,5.11
422,5.1
423,5.11
424,5.08
425,5.06
426,5.03
427,5.02
428,5.05
429,5.05
430,5.13
431,5.16
432,5.16
433,5.19
434,5.18
435,5.12
436,5.13
437,5.15
438,5.12
439,5.22
440,5.22
441,5.18
442,5.16
443,5.12
444,5.12
445,5.09
446,5.11
447,5.12
448,5.11
449,5.13
450,5.17
451,5.16
452,5.18
453,5.18
454,5.18
455,5.17
456,5.21
457,5.2
458,5.21
459,5.25
460,5.24
461,5.27
462,5.27
463,5.27
464,5.25
465,5.26
466,5.25
467,5.24
468,5.22
469,5.21
470,5.23
471,5.23
472,5.24
473,5.27
474,5.25
475,5.29
476,5.28
477,5.28
478,5.29
479,5.28
480,5.29
481,5.28
482,5.3
483,5.31
484,5.31
485,5.32
486,5.33
487,5.31
488,5.33
489,5.34
490,5.35
491,5.36
492,5.36
493,5.38
494,5.39
495,5.39
496,5.39
497,5.4
498,5.4
499,5.41
500,5.42
501,5.43
502,5.44
503,5.46
504,5.46
505,5.47
506,5.49
507,5.48
508,5.48
509,5.48
510,5.48
511,5.5
512,5.51
513,5.52
514,5.53
515,5.54
516,5.55
517,5.58
518,5.58
519,5.6
520,5.6
521,5.6
522,5.61
523,5.62
524,5.64
525,5.66
526,5.67
527,5.67
528,5.67
529,5.69
530,5.69
531,5.7
532,5.7
533,5.7
534,5.71
535,5.72
536,5.74
537,5.75
538,5.78
539,5.79
540,5.8
541,5.8
542,5.81
543,5.81
544,5.83
545,5.84
546,5.84
547,5.83
548,5.84
549,5.85
550,5.87
551,5.89
552,5.88
553,5.88
554,5.89
555,5.9
556,5.9
557,5.92
558,5.93
559,5.93
560,5.94
561,5.95
562,5.97
563,5.98
564,5.98
565,5.99
566,6
567,6
568,6.02
569,6.02
570,6.03
571,6.05
572,6.04
573,6.05
574,6.05
575,6.06
576,6.08
577,6.09
578,6.1
579,6.11
580,6.11
581,6.12
582,6.13
583,6.13
584,6.14
585,6.15
586,6.15
587,6.17
588,6.18
589,6.19
590,6.2
591,6.19
592,6.19
593,6.19
594,6.19
595,6.2
596,6.22
597,6.23
598,6.25
599,6.26
600,6.27
601,6.27
602,6.27
603,6.25
604,6.25
605,6.25
606,6.25
607,6.26
608,6.27
609,6.28
610,6.29
611,6.3
612,6.32
613,6.33
614,6.34
615,6.35
616,6.36
617,6.36
618,6.36
619,6.38
620,6.38
621,6.38
622,6.38
623,6.38
624,6.39
625,6.4
626,6.42
627,6.42
628,6.42
629,6.43
630,6.42
631,6.43
632,6.44
633,6.44
634,6.44
635,6.44
636,6.44
637,6.44
638,6.45
639,6.45
640,6.46
641,6.46
642,6.46
643,6.46
644,6.46
645,6.47
646,6.47
647,6.47
648,6.48
649,6.49
650,6.5
651,6.5
652,6.49
653,6.5
654,6.49
655,6.51
656,6.52
657,6.51
658,6.51
659,6.5
660,6.51
661,6.52
662,6.53
663,6.54
664,6.53
665,6.52
666,6.52
667,6.53
668,6.52
669,6.53
670,6.53
671,6.53
672,6.54
673,6.55
674,6.55
675,6.54
676,6.55
677,6.54
678,6.54
679,6.54
680,6.55
681,6.54
682,6.54
683,6.54
684,6.53
685,6.54
686,6.55
687,6.55
688,6.55
689,6.54
690,6.54
691,6.54
692,6.54
693,6.55
694,6.55
695,6.56
696,6.56
697,6.56
698,6.55
699,6.55
700,6.55
701,6.55
702,6.55
703,6.57
704,6.57
705,6.58
706,6.56
707,6.57
708,6.55
709,6.55
710,6.55
711,6.53
712,6.54
713,6.53
714,6.54
715,6.55
716,6.54
717,6.54
718,6.54
719,6.53
720,6.53
721,6.52
722,6.53
723,6.53
724,6.53
725,6.55
726,6.54
727,6.55
728,6.54
729,6.54
730,6.54
731,6.53
732,6.54
733,6.54
734,6.53
735,6.53
736,6.53
737,6.52
738,6.52
739,6.53
740,6.53
741,6.53
742,6.53
743,6.53
744,6.52
745,6.53
746,6.54
747,6.52
748,6.53
749,6.53
750,6.54
751,6.54
752,6.54
753,6.52
754,6.51
755,6.5
756,6.51
757,6.52
758,6.5
759,6.51
760,6.48
761,6.48
762,6.49
763,6.5
764,6.5
765,6.5
766,6.5
767,6.49
768,6.49
769,6.48
770,6.49
771,6.5
772,6.51
773,6.52
774,6.52
775,6.5
776,6.5
777,6.51
778,6.48
779,6.5
780,6.51
