PRINT DATE :2020/7/7 下午 02:10:35,
,
SAMPLE :,
RANGE :400nm ～ 700nm,
T50% WL=,
RANGE :400nm ～ 700nm,
"MAX :20.02 , 411.3nm    MIN :9.39 , 700.9nm    AVERAGE :13.6",
,
,
nm,SCAN
400,12.18
401,12.74
402,13.5
403,14.55
404,15.65
405,16.78
406,17.81
407,18.51
408,19.24
409,19.72
410,19.99
411,19.92
412,19.56
413,19.15
414,18.44
415,17.49
416,16.53
417,15.46
418,14.42
419,13.65
420,12.75
421,12.02
422,11.59
423,11.4
424,11.43
425,11.68
426,12.12
427,12.83
428,13.72
429,14.62
430,15.61
431,16.36
432,17.25
433,18.06
434,18.69
435,19.18
436,19.46
437,19.57
438,19.47
439,19.19
440,18.73
441,18.06
442,17.26
443,16.43
444,15.52
445,14.57
446,13.87
447,13.01
448,12.25
449,11.67
450,11.24
451,10.96
452,10.89
453,10.97
454,11.2
455,11.58
456,12.11
457,12.76
458,13.5
459,14.26
460,15.09
461,15.88
462,16.6
463,17.12
464,17.7
465,18.16
466,18.5
467,18.68
468,18.73
469,18.62
470,18.39
471,18.03
472,17.58
473,17.16
474,16.5
475,15.8
476,15.07
477,14.29
478,13.55
479,12.86
480,12.2
481,11.6
482,11.1
483,10.7
484,10.45
485,10.33
486,10.31
487,10.41
488,10.61
489,10.94
490,11.38
491,11.89
492,12.46
493,13.08
494,13.73
495,14.39
496,15.04
497,15.65
498,16.2
499,16.72
500,17.11
501,17.46
502,17.71
503,17.85
504,17.9
505,17.88
506,17.78
507,17.59
508,17.34
509,16.99
510,16.58
511,16.1
512,15.57
513,14.99
514,14.39
515,13.79
516,13.19
517,12.62
518,12.09
519,11.59
520,11.15
521,10.76
522,10.45
523,10.22
524,10.07
525,10.02
526,10.05
527,10.16
528,10.35
529,10.61
530,10.92
531,11.3
532,11.72
533,12.17
534,12.65
535,13.15
536,13.66
537,14.18
538,14.67
539,15.12
540,15.53
541,15.9
542,16.22
543,16.53
544,16.76
545,16.94
546,17.05
547,17.1
548,17.1
549,17.02
550,16.89
551,16.68
552,16.44
553,16.14
554,15.81
555,15.46
556,15.07
557,14.65
558,14.21
559,13.75
560,13.31
561,12.86
562,12.42
563,12
564,11.61
565,11.24
566,10.91
567,10.56
568,10.29
569,10.09
570,9.94
571,9.83
572,9.79
573,9.79
574,9.84
575,9.94
576,10.09
577,10.28
578,10.51
579,10.82
580,11.12
581,11.43
582,11.77
583,12.13
584,12.48
585,12.83
586,13.16
587,13.52
588,13.85
589,14.25
590,14.56
591,14.84
592,15.09
593,15.31
594,15.51
595,15.66
596,15.78
597,15.89
598,15.94
599,15.97
600,15.95
601,15.9
602,15.79
603,15.66
604,15.51
605,15.3
606,15.12
607,14.9
608,14.65
609,14.38
610,14.09
611,13.73
612,13.43
613,13.12
614,12.81
615,12.51
616,12.21
617,11.87
618,11.59
619,11.32
620,11.05
621,10.79
622,10.56
623,10.33
624,10.16
625,9.99
626,9.85
627,9.74
628,9.65
629,9.62
630,9.6
631,9.61
632,9.64
633,9.73
634,9.83
635,9.95
636,10.09
637,10.25
638,10.46
639,10.65
640,10.85
641,11.05
642,11.28
643,11.55
644,11.77
645,12
646,12.22
647,12.5
648,12.74
649,12.96
650,13.18
651,13.41
652,13.58
653,13.74
654,13.89
655,14.05
656,14.18
657,14.3
658,14.39
659,14.47
660,14.5
661,14.54
662,14.54
663,14.54
664,14.52
665,14.48
666,14.43
667,14.34
668,14.26
669,14.13
670,13.99
671,13.88
672,13.72
673,13.57
674,13.36
675,13.17
676,13.01
677,12.8
678,12.62
679,12.42
680,12.18
681,11.97
682,11.77
683,11.59
684,11.36
685,11.16
686,10.97
687,10.76
688,10.59
689,10.45
690,10.27
691,10.11
692,9.97
693,9.84
694,9.74
695,9.66
696,9.58
697,9.51
698,9.44
699,9.4
700,9.38
