PRINT DATE :2020/7/7 下午 01:59:06,
,
SAMPLE :,
RANGE :400nm ～ 700nm,
T50% WL=,
RANGE :400nm ～ 700nm,
"MAX :90.36 , 633.8nm    MIN :79.36 , 409.9nm    AVERAGE :87.2",
,
,
nm,SCAN
400,82.66
401,82.42
402,82.04
403,81.52
404,81.06
405,80.59
406,80.04
407,79.72
408,79.55
409,79.41
410,79.58
411,79.75
412,80.13
413,80.62
414,81.22
415,82.08
416,83.12
417,83.91
418,84.64
419,85.26
420,85.69
421,86.06
422,86.36
423,86.31
424,86.21
425,85.98
426,85.51
427,85
428,84.47
429,83.93
430,83.35
431,82.92
432,82.41
433,82.09
434,81.84
435,81.68
436,81.76
437,81.84
438,81.99
439,82.35
440,82.85
441,83.36
442,83.85
443,84.47
444,85.02
445,85.7
446,86.14
447,86.6
448,87.04
449,87.34
450,87.53
451,87.72
452,87.65
453,87.58
454,87.41
455,87.06
456,86.67
457,86.14
458,85.61
459,85.21
460,84.78
461,84.42
462,84.19
463,83.93
464,83.7
465,83.5
466,83.48
467,83.46
468,83.53
469,83.71
470,83.95
471,84.19
472,84.55
473,84.81
474,85.18
475,85.63
476,86.15
477,86.66
478,87.07
479,87.45
480,87.82
481,88.02
482,88.26
483,88.45
484,88.51
485,88.66
486,88.65
487,88.55
488,88.45
489,88.2
490,87.98
491,87.7
492,87.39
493,87.08
494,86.75
495,86.44
496,86.15
497,85.83
498,85.57
499,85.4
500,85.25
501,85.14
502,85.04
503,85.06
504,85.1
505,85.14
506,85.33
507,85.46
508,85.64
509,85.88
510,86.09
511,86.37
512,86.68
513,86.91
514,87.23
515,87.53
516,87.79
517,88.13
518,88.41
519,88.63
520,88.92
521,89.12
522,89.27
523,89.42
524,89.45
525,89.48
526,89.47
527,89.44
528,89.37
529,89.24
530,89.13
531,88.97
532,88.8
533,88.64
534,88.43
535,88.18
536,87.99
537,87.78
538,87.54
539,87.39
540,87.2
541,87.06
542,86.95
543,86.84
544,86.75
545,86.67
546,86.64
547,86.62
548,86.68
549,86.7
550,86.77
551,86.83
552,86.9
553,87.05
554,87.18
555,87.31
556,87.46
557,87.64
558,87.82
559,88.05
560,88.25
561,88.45
562,88.66
563,88.85
564,89.04
565,89.21
566,89.4
567,89.56
568,89.69
569,89.81
570,89.88
571,89.93
572,90
573,90.05
574,90.06
575,90.09
576,90.02
577,89.94
578,89.87
579,89.77
580,89.71
581,89.61
582,89.44
583,89.3
584,89.15
585,89
586,88.84
587,88.7
588,88.55
589,88.38
590,88.25
591,88.11
592,87.99
593,87.89
594,87.8
595,87.74
596,87.68
597,87.59
598,87.58
599,87.53
600,87.48
601,87.46
602,87.41
603,87.4
604,87.4
605,87.46
606,87.55
607,87.61
608,87.7
609,87.82
610,87.9
611,88.06
612,88.17
613,88.3
614,88.44
615,88.58
616,88.78
617,88.98
618,89.13
619,89.3
620,89.42
621,89.55
622,89.67
623,89.78
624,89.86
625,89.93
626,90.01
627,90.09
628,90.17
629,90.24
630,90.28
631,90.31
632,90.35
633,90.36
634,90.34
635,90.31
636,90.25
637,90.2
638,90.13
639,90.03
640,89.97
641,89.91
642,89.81
643,89.73
644,89.63
645,89.5
646,89.37
647,89.22
648,89.09
649,88.93
650,88.86
651,88.76
652,88.68
653,88.61
654,88.5
655,88.35
656,88.28
657,88.22
658,88.11
659,88.04
660,87.94
661,87.87
662,87.86
663,87.79
664,87.76
665,87.74
666,87.66
667,87.66
668,87.61
669,87.58
670,87.65
671,87.67
672,87.7
673,87.73
674,87.75
675,87.76
676,87.81
677,87.86
678,87.93
679,88.03
680,88.12
681,88.2
682,88.27
683,88.35
684,88.46
685,88.56
686,88.64
687,88.72
688,88.82
689,88.87
690,88.93
691,89.05
692,89.13
693,89.19
694,89.24
695,89.29
696,89.33
697,89.38
698,89.48
699,89.54
700,89.6
