nm,SCAN
380,2.29
381,2.49
382,2.57
383,2.86
384,3.02
385,3.28
386,3.66
387,3.75
388,4.13
389,4.56
390,4.92
391,5.36
392,5.66
393,5.84
394,5.99
395,6.14
396,6.27
397,6.45
398,6.68
399,6.84
400,6.98
401,7.05
402,7.08
403,7.06
404,7.02
405,7.01
406,6.93
407,6.86
408,6.71
409,6.43
410,6.24
411,6.01
412,5.74
413,5.61
414,5.32
415,5.04
416,4.78
417,4.46
418,4.18
419,3.93
420,3.62
421,3.43
422,3.19
423,3
424,2.82
425,2.7
426,2.53
427,2.39
428,2.34
429,2.28
430,2.26
431,2.29
432,2.32
433,2.38
434,2.45
435,2.54
436,2.7
437,2.83
438,2.97
439,3.15
440,3.34
441,3.58
442,3.79
443,4.02
444,4.26
445,4.5
446,4.67
447,4.89
448,5.11
449,5.35
450,5.6
451,5.78
452,5.99
453,6.17
454,6.28
455,6.42
456,6.56
457,6.68
458,6.77
459,6.86
460,6.91
461,6.95
462,6.96
463,6.98
464,6.96
465,6.9
466,6.86
467,6.77
468,6.68
469,6.56
470,6.41
471,6.26
472,6.11
473,6
474,5.84
475,5.67
476,5.48
477,5.29
478,5.08
479,4.89
480,4.7
481,4.48
482,4.29
483,4.08
484,3.87
485,3.67
486,3.51
487,3.34
488,3.17
489,3.02
490,2.89
491,2.74
492,2.61
493,2.48
494,2.37
495,2.28
496,2.21
497,2.16
498,2.12
499,2.09
500,2.08
501,2.08
502,2.1
503,2.13
504,2.19
505,2.23
506,2.31
507,2.4
508,2.5
509,2.61
510,2.72
511,2.85
512,2.99
513,3.15
514,3.29
515,3.46
516,3.61
517,3.78
518,3.96
519,4.13
520,4.3
521,4.46
522,4.62
523,4.79
524,4.97
525,5.14
526,5.3
527,5.47
528,5.62
529,5.76
530,5.89
531,6.02
532,6.15
533,6.26
534,6.36
535,6.46
536,6.53
537,6.61
538,6.68
539,6.75
540,6.81
541,6.86
542,6.9
543,6.92
544,6.94
545,6.94
546,6.93
547,6.92
548,6.89
549,6.85
550,6.81
551,6.76
552,6.7
553,6.64
554,6.57
555,6.48
556,6.39
557,6.3
558,6.2
559,6.1
560,5.99
561,5.87
562,5.75
563,5.63
564,5.51
565,5.38
566,5.25
567,5.1
568,4.97
569,4.84
570,4.71
571,4.56
572,4.42
573,4.29
574,4.16
575,4.04
576,3.92
577,3.8
578,3.67
579,3.53
580,3.41
581,3.29
582,3.18
583,3.08
584,2.98
585,2.88
586,2.8
587,2.72
588,2.64
589,2.56
590,2.49
591,2.44
592,2.39
593,2.34
594,2.31
595,2.27
596,2.25
597,2.21
598,2.2
599,2.19
600,2.19
601,2.2
602,2.22
603,2.23
604,2.25
605,2.29
606,2.31
607,2.34
608,2.38
609,2.42
610,2.47
611,2.54
612,2.61
613,2.67
614,2.74
615,2.81
616,2.89
617,2.98
618,3.07
619,3.16
620,3.24
621,3.33
622,3.42
623,3.53
624,3.62
625,3.71
626,3.79
627,3.88
628,4
629,4.09
630,4.19
631,4.28
632,4.36
633,4.46
634,4.55
635,4.63
636,4.72
637,4.81
638,4.89
639,4.98
640,5.05
641,5.11
642,5.18
643,5.26
644,5.33
645,5.4
646,5.46
647,5.53
648,5.58
649,5.64
650,5.68
651,5.75
652,5.8
653,5.84
654,5.88
655,5.93
656,5.95
657,5.97
658,5.99
659,6.02
660,6.05
661,6.06
662,6.06
663,6.07
664,6.07
665,6.08
666,6.08
667,6.07
668,6.07
669,6.06
670,6.05
671,6.04
672,6.02
673,6
674,5.97
675,5.94
676,5.9
677,5.88
678,5.84
679,5.81
680,5.77
681,5.72
682,5.69
683,5.66
684,5.62
685,5.59
686,5.55
687,5.49
688,5.44
689,5.39
690,5.31
691,5.26
692,5.22
693,5.16
694,5.11
695,5.05
696,4.97
697,4.91
698,4.85
699,4.8
700,4.75
701,4.69
702,4.64
703,4.6
704,4.54
705,4.49
706,4.44
707,4.36
708,4.31
709,4.24
710,4.19
711,4.13
712,4.07
713,4.02
714,3.96
715,3.91
716,3.87
717,3.82
718,3.79
719,3.76
720,3.72
721,3.66
722,3.61
723,3.57
724,3.52
725,3.49
726,3.47
727,3.41
728,3.39
729,3.34
730,3.33
731,3.3
732,3.26
733,3.23
734,3.18
735,3.16
736,3.16
737,3.15
738,3.13
739,3.11
740,3.1
741,3.08
742,3.09
743,3.07
744,3.07
745,3.07
746,3.06
747,3.06
748,3.04
749,3.03
750,3.03
751,3.01
752,3.02
753,3.01
754,3.01
755,3.01
756,3.02
757,3.02
758,3.02
759,3.04
760,3.05
761,3.08
762,3.08
763,3.11
764,3.11
765,3.13
766,3.14
767,3.15
768,3.15
769,3.17
770,3.2
771,3.2
772,3.23
773,3.23
774,3.25
775,3.26
776,3.3
777,3.31
778,3.35
779,3.36
780,3.37
