nm,SCAN
380,3.01
381,3.29
382,3.52
383,3.93
384,4.26
385,4.6
386,5.09
387,5.37
388,5.68
389,5.97
390,6.33
391,6.63
392,6.82
393,7.02
394,7.12
395,7.22
396,7.33
397,7.39
398,7.44
399,7.42
400,7.42
401,7.33
402,7.16
403,6.99
404,6.84
405,6.6
406,6.42
407,6.29
408,6.06
409,5.69
410,5.48
411,5.13
412,4.81
413,4.59
414,4.31
415,4.06
416,3.83
417,3.54
418,3.27
419,3.05
420,2.8
421,2.64
422,2.53
423,2.46
424,2.38
425,2.33
426,2.3
427,2.3
428,2.35
429,2.47
430,2.56
431,2.64
432,2.8
433,3
434,3.18
435,3.42
436,3.69
437,3.9
438,4.1
439,4.28
440,4.52
441,4.74
442,5.02
443,5.32
444,5.6
445,5.86
446,6.03
447,6.22
448,6.41
449,6.59
450,6.74
451,6.88
452,7.03
453,7.13
454,7.2
455,7.28
456,7.31
457,7.3
458,7.33
459,7.31
460,7.26
461,7.22
462,7.13
463,7.05
464,6.97
465,6.84
466,6.67
467,6.5
468,6.33
469,6.14
470,5.94
471,5.73
472,5.5
473,5.31
474,5.1
475,4.87
476,4.66
477,4.45
478,4.22
479,4
480,3.8
481,3.59
482,3.39
483,3.21
484,3.04
485,2.88
486,2.77
487,2.64
488,2.51
489,2.4
490,2.32
491,2.24
492,2.19
493,2.15
494,2.12
495,2.13
496,2.13
497,2.16
498,2.2
499,2.25
500,2.32
501,2.41
502,2.52
503,2.63
504,2.76
505,2.87
506,3.01
507,3.16
508,3.33
509,3.49
510,3.67
511,3.85
512,4.02
513,4.2
514,4.38
515,4.57
516,4.76
517,4.95
518,5.13
519,5.3
520,5.48
521,5.65
522,5.81
523,5.98
524,6.13
525,6.27
526,6.42
527,6.54
528,6.68
529,6.79
530,6.89
531,6.97
532,7.05
533,7.11
534,7.17
535,7.22
536,7.26
537,7.28
538,7.29
539,7.3
540,7.29
541,7.27
542,7.26
543,7.22
544,7.19
545,7.14
546,7.08
547,7.02
548,6.93
549,6.82
550,6.73
551,6.63
552,6.54
553,6.42
554,6.29
555,6.16
556,6.03
557,5.9
558,5.76
559,5.62
560,5.48
561,5.33
562,5.18
563,5.04
564,4.9
565,4.75
566,4.6
567,4.43
568,4.28
569,4.14
570,4.01
571,3.87
572,3.74
573,3.62
574,3.49
575,3.37
576,3.26
577,3.14
578,3.03
579,2.92
580,2.82
581,2.73
582,2.65
583,2.58
584,2.51
585,2.46
586,2.41
587,2.36
588,2.31
589,2.27
590,2.24
591,2.22
592,2.22
593,2.22
594,2.22
595,2.23
596,2.25
597,2.27
598,2.3
599,2.34
600,2.37
601,2.42
602,2.47
603,2.51
604,2.58
605,2.65
606,2.73
607,2.8
608,2.88
609,2.95
610,3.04
611,3.14
612,3.23
613,3.32
614,3.41
615,3.51
616,3.61
617,3.72
618,3.83
619,3.93
620,4.03
621,4.14
622,4.25
623,4.37
624,4.47
625,4.57
626,4.67
627,4.77
628,4.87
629,4.96
630,5.05
631,5.13
632,5.21
633,5.31
634,5.39
635,5.47
636,5.54
637,5.62
638,5.7
639,5.78
640,5.84
641,5.9
642,5.96
643,6.02
644,6.08
645,6.13
646,6.17
647,6.23
648,6.26
649,6.29
650,6.31
651,6.34
652,6.37
653,6.4
654,6.41
655,6.43
656,6.43
657,6.43
658,6.44
659,6.43
660,6.42
661,6.42
662,6.4
663,6.4
664,6.39
665,6.36
666,6.33
667,6.29
668,6.26
669,6.24
670,6.21
671,6.17
672,6.13
673,6.09
674,6.03
675,5.98
676,5.94
677,5.88
678,5.83
679,5.78
680,5.73
681,5.67
682,5.62
683,5.57
684,5.49
685,5.43
686,5.38
687,5.3
688,5.24
689,5.19
690,5.12
691,5.06
692,5
693,4.92
694,4.86
695,4.79
696,4.73
697,4.67
698,4.61
699,4.54
700,4.48
701,4.41
702,4.35
703,4.31
704,4.24
705,4.19
706,4.12
707,4.05
708,3.99
709,3.94
710,3.88
711,3.83
712,3.78
713,3.73
714,3.7
715,3.65
716,3.6
717,3.56
718,3.52
719,3.48
720,3.46
721,3.41
722,3.38
723,3.35
724,3.29
725,3.26
726,3.24
727,3.21
728,3.2
729,3.16
730,3.14
731,3.12
732,3.09
733,3.09
734,3.08
735,3.07
736,3.07
737,3.06
738,3.03
739,3.02
740,3.01
741,3
742,3.02
743,3.01
744,3
745,3.01
746,3.02
747,3.03
748,3.03
749,3.02
750,3.03
751,3.04
752,3.06
753,3.07
754,3.1
755,3.11
756,3.12
757,3.15
758,3.16
759,3.16
760,3.17
761,3.2
762,3.21
763,3.25
764,3.27
765,3.28
766,3.29
767,3.32
768,3.34
769,3.37
770,3.38
771,3.39
772,3.41
773,3.44
774,3.48
775,3.5
776,3.52
777,3.55
778,3.56
779,3.6
780,3.62
