nm,SCAN
380,7.61
381,7.73
382,7.74
383,7.82
384,7.74
385,7.72
386,7.67
387,7.52
388,7.4
389,7.23
390,7.04
391,6.86
392,6.6
393,6.2
394,5.8
395,5.44
396,5.12
397,4.88
398,4.61
399,4.28
400,3.97
401,3.6
402,3.27
403,2.94
404,2.78
405,2.65
406,2.54
407,2.54
408,2.49
409,2.33
410,2.35
411,2.36
412,2.38
413,2.52
414,2.68
415,2.79
416,3
417,3.2
418,3.46
419,3.68
420,3.94
421,4.2
422,4.51
423,4.8
424,5.09
425,5.35
426,5.64
427,5.91
428,6.23
429,6.49
430,6.7
431,6.9
432,7.07
433,7.23
434,7.36
435,7.51
436,7.62
437,7.69
438,7.75
439,7.75
440,7.76
441,7.76
442,7.69
443,7.63
444,7.53
445,7.45
446,7.33
447,7.18
448,7
449,6.78
450,6.59
451,6.35
452,6.11
453,5.88
454,5.7
455,5.45
456,5.22
457,4.96
458,4.69
459,4.42
460,4.14
461,3.95
462,3.7
463,3.56
464,3.38
465,3.18
466,2.98
467,2.81
468,2.62
469,2.48
470,2.35
471,2.24
472,2.17
473,2.13
474,2.1
475,2.09
476,2.09
477,2.12
478,2.16
479,2.22
480,2.29
481,2.39
482,2.51
483,2.64
484,2.8
485,2.95
486,3.08
487,3.25
488,3.43
489,3.62
490,3.84
491,4.04
492,4.24
493,4.46
494,4.67
495,4.88
496,5.1
497,5.32
498,5.51
499,5.7
500,5.89
501,6.07
502,6.27
503,6.44
504,6.59
505,6.72
506,6.86
507,6.98
508,7.12
509,7.23
510,7.32
511,7.4
512,7.48
513,7.56
514,7.62
515,7.67
516,7.69
517,7.71
518,7.7
519,7.68
520,7.65
521,7.61
522,7.56
523,7.5
524,7.44
525,7.36
526,7.29
527,7.19
528,7.1
529,6.98
530,6.85
531,6.71
532,6.56
533,6.41
534,6.28
535,6.13
536,5.98
537,5.82
538,5.65
539,5.48
540,5.31
541,5.13
542,4.96
543,4.79
544,4.63
545,4.46
546,4.29
547,4.13
548,3.97
549,3.77
550,3.63
551,3.48
552,3.35
553,3.21
554,3.09
555,2.97
556,2.85
557,2.74
558,2.65
559,2.56
560,2.48
561,2.4
562,2.33
563,2.27
564,2.23
565,2.18
566,2.15
567,2.13
568,2.11
569,2.12
570,2.12
571,2.13
572,2.14
573,2.17
574,2.21
575,2.25
576,2.31
577,2.37
578,2.43
579,2.5
580,2.58
581,2.66
582,2.74
583,2.85
584,2.94
585,3.05
586,3.16
587,3.27
588,3.38
589,3.51
590,3.62
591,3.74
592,3.85
593,3.98
594,4.1
595,4.22
596,4.34
597,4.47
598,4.6
599,4.73
600,4.85
601,4.97
602,5.08
603,5.19
604,5.3
605,5.43
606,5.53
607,5.63
608,5.74
609,5.83
610,5.91
611,6.03
612,6.11
613,6.18
614,6.27
615,6.33
616,6.41
617,6.49
618,6.56
619,6.62
620,6.68
621,6.73
622,6.77
623,6.82
624,6.85
625,6.88
626,6.9
627,6.93
628,6.95
629,6.97
630,6.97
631,6.96
632,6.95
633,6.95
634,6.94
635,6.93
636,6.92
637,6.91
638,6.88
639,6.85
640,6.82
641,6.77
642,6.73
643,6.67
644,6.63
645,6.58
646,6.52
647,6.47
648,6.41
649,6.35
650,6.3
651,6.21
652,6.15
653,6.08
654,6.01
655,5.92
656,5.84
657,5.77
658,5.7
659,5.62
660,5.55
661,5.47
662,5.4
663,5.29
664,5.21
665,5.12
666,5.04
667,4.94
668,4.87
669,4.8
670,4.72
671,4.64
672,4.57
673,4.48
674,4.39
675,4.31
676,4.24
677,4.15
678,4.08
679,4.01
680,3.93
681,3.87
682,3.81
683,3.76
684,3.68
685,3.63
686,3.58
687,3.51
688,3.45
689,3.4
690,3.32
691,3.27
692,3.23
693,3.19
694,3.15
695,3.1
696,3.05
697,3
698,2.98
699,2.95
700,2.93
701,2.9
702,2.88
703,2.87
704,2.85
705,2.85
706,2.82
707,2.8
708,2.79
709,2.78
710,2.77
711,2.76
712,2.75
713,2.75
714,2.75
715,2.76
716,2.77
717,2.79
718,2.79
719,2.81
720,2.82
721,2.83
722,2.84
723,2.85
724,2.86
725,2.89
726,2.92
727,2.96
728,3
729,3.01
730,3.03
731,3.06
732,3.09
733,3.12
734,3.14
735,3.17
736,3.2
737,3.24
738,3.29
739,3.32
740,3.36
741,3.39
742,3.44
743,3.46
744,3.5
745,3.53
746,3.56
747,3.6
748,3.63
749,3.68
750,3.71
751,3.76
752,3.8
753,3.83
754,3.85
755,3.88
756,3.9
757,3.95
758,3.99
759,4.04
760,4.08
761,4.13
762,4.14
763,4.18
764,4.19
765,4.22
766,4.26
767,4.3
768,4.33
769,4.36
770,4.37
771,4.37
772,4.4
773,4.44
774,4.48
775,4.51
776,4.52
777,4.54
778,4.55
779,4.59
780,4.63
