,xy-ITO ,trace spacing,bridge
247,6.146143860695365,5.996189415470249,6.623982755463216
248,6.180412035867942,5.9843315002734965,6.6688154824919685
249,6.196056148499877,5.955523784484777,6.684116808322804
250,6.193145518844066,5.910400283602062,6.670456596492949
251,6.171244959981212,5.8488552599288095,6.627952571369598
252,6.1263501252576384,5.766489472494537,6.552557420240975
253,6.056080505955809,5.66190403278838,6.441375116881246
254,5.969212571607379,5.546506602914721,6.305160429388977
255,5.883889649094069,5.440017662829356,6.167815966799594
256,5.8143856636541615,5.355774226713832,6.049543832413823
257,5.742989065566807,5.273377118357625,5.929432582590391
258,5.646313245360125,5.169096873090492,5.778097520684563
259,5.509670976845504,5.030343438334499,5.576637388972329
260,5.352276533144998,4.878199242934523,5.350126326817078
261,5.195489410066969,4.733375007818288,5.127350471018937
262,5.042233755326494,4.598020070551068,4.913211886231842
263,4.891688400138437,4.470967729948516,4.707516846873823
264,4.744039746540745,4.352118711221112,4.511269046993912
265,4.603979161381459,4.2449797265852425,4.331181870996416
266,4.467338424168385,4.14598034130925,4.162397168554162
267,4.32789930895547,4.050821042612701,3.997921427674324
268,4.198805808013165,3.9692312923928537,3.854963200877659
269,4.084697905277276,3.903652702615161,3.739081130409057
270,3.9774936162083376,3.8485661187317777,3.6410283799895318
271,3.879004778456465,3.8053040452911286,3.563717863169867
272,3.793758339081342,3.7761817746831086,3.512291602644214
273,3.723784029127894,3.761427413073002,3.488108298868441
274,3.6672959063862387,3.7597358837387804,3.4892341458523157
275,3.623234468668836,3.7709811324881914,3.5159126464891126
276,3.5943286235825016,3.795027341911265,3.5687438474188813
277,3.580191877557996,3.8305678121288858,3.6456356644486823
278,3.579972891280518,3.878142999442067,3.7482577854090677
279,3.594267873743383,3.937048181173577,3.875944205184682
280,3.622607034187237,4.0055002023982365,4.025503456063715
281,3.6646132334895296,4.083009375600083,4.196576912592105
282,3.7189335387797486,4.16737453111159,4.38469477025039
283,3.7834206698204587,4.255968166512117,4.58386236840971
284,3.859080057970888,4.350381482923898,4.798872015120089
285,3.9458951058602634,4.450254923130385,5.030141111357094
286,4.041056450086646,4.5522636456669066,5.269810522077908
287,4.143216734023939,4.655061303432677,5.515064036176131
288,4.251419167846084,4.757723184214324,5.764332667132796
289,4.364172040430188,4.858859293522281,6.014561065276633
290,4.480068270937405,4.957241745563146,6.263039592882036
291,4.5977735175722705,5.051767077910646,6.507338403090457
292,4.715926913560632,5.141371297856057,6.744996353952412
293,4.833195604863887,5.225075855269925,6.973656577383661
294,4.948305489240517,5.302006428693331,7.191135466569473
295,5.060074304244228,5.371404075204582,7.395511275053539
296,5.16730994441499,5.432576975820134,7.584771645525951
297,5.2688814467457465,5.484961209020243,7.756974347877679
298,5.364105115655038,5.528150991531561,7.911743447387493
299,5.451859069767021,5.561722694194935,8.046966066160996
300,5.530652300234388,5.586028723026797,8.157439711121004
