nm,SCAN
400,6.13
401,5.98
402,5.93
403,5.8
404,5.76
405,5.68
406,5.69
407,5.7
408,5.75
409,5.8
410,5.77
411,5.84
412,5.95
413,5.97
414,6.14
415,6.22
416,6.31
417,6.44
418,6.5
419,6.55
420,6.54
421,6.55
422,6.53
423,6.56
424,6.58
425,6.53
426,6.48
427,6.47
428,6.4
429,6.37
430,6.33
431,6.32
432,6.28
433,6.18
434,6.19
435,6.14
436,6.14
437,6.14
438,6.15
439,6.14
440,6.16
441,6.17
442,6.12
443,6.14
444,6.12
445,6.13
446,6.13
447,6.08
448,6.05
449,6.03
450,6.02
451,5.99
452,5.98
453,5.98
454,5.95
455,5.92
456,5.88
457,5.83
458,5.76
459,5.75
460,5.74
461,5.76
462,5.79
463,5.82
464,5.84
465,5.88
466,5.91
467,5.99
468,6.05
469,6.15
470,6.21
471,6.27
472,6.36
473,6.39
474,6.47
475,6.53
476,6.6
477,6.66
478,6.72
479,6.76
480,6.8
481,6.81
482,6.83
483,6.84
484,6.79
485,6.76
486,6.72
487,6.64
488,6.56
489,6.48
490,6.39
491,6.28
492,6.18
493,6.06
494,5.93
495,5.79
496,5.67
497,5.54
498,5.41
499,5.32
500,5.23
501,5.13
502,5.05
503,5
504,4.95
505,4.93
506,4.93
507,4.96
508,4.99
509,5.03
510,5.09
511,5.15
512,5.25
513,5.35
514,5.49
515,5.62
516,5.76
517,5.93
518,6.08
519,6.24
520,6.4
521,6.55
522,6.7
523,6.85
524,7
525,7.15
526,7.26
527,7.38
528,7.47
529,7.55
530,7.62
531,7.66
532,7.68
533,7.66
534,7.63
535,7.59
536,7.54
537,7.49
538,7.42
539,7.32
540,7.19
541,7.06
542,6.91
543,6.75
544,6.58
545,6.42
546,6.23
547,6.06
548,5.87
549,5.64
550,5.46
551,5.28
552,5.1
553,4.96
554,4.83
555,4.7
556,4.58
557,4.47
558,4.38
559,4.31
560,4.26
561,4.24
562,4.23
563,4.23
564,4.26
565,4.31
566,4.36
567,4.47
568,4.56
569,4.68
570,4.82
571,4.97
572,5.12
573,5.29
574,5.46
575,5.66
576,5.85
577,6.04
578,6.24
579,6.46
580,6.64
581,6.83
582,7.01
583,7.18
584,7.36
585,7.51
586,7.66
587,7.8
588,7.92
589,8.05
590,8.13
591,8.2
592,8.26
593,8.3
594,8.33
595,8.36
596,8.35
597,8.32
598,8.28
599,8.21
600,8.14
601,8.06
602,7.97
603,7.87
604,7.75
605,7.59
606,7.44
607,7.28
608,7.12
609,6.96
610,6.78
611,6.56
612,6.38
613,6.19
614,6
615,5.81
616,5.63
617,5.41
618,5.24
619,5.08
620,4.92
621,4.77
622,4.61
623,4.44
624,4.3
625,4.17
626,4.06
627,3.97
628,3.87
629,3.81
630,3.77
631,3.72
632,3.71
633,3.71
634,3.72
635,3.74
636,3.79
637,3.83
638,3.92
639,4.01
640,4.11
641,4.22
642,4.34
643,4.48
644,4.62
645,4.77
646,4.92
647,5.12
648,5.27
649,5.43
650,5.6
651,5.82
652,5.99
653,6.18
654,6.36
655,6.58
656,6.75
657,6.91
658,7.06
659,7.23
660,7.38
661,7.52
662,7.65
663,7.81
664,7.92
665,8.03
666,8.14
667,8.23
668,8.32
669,8.39
670,8.46
671,8.52
672,8.56
673,8.59
674,8.61
675,8.6
676,8.61
677,8.59
678,8.56
679,8.53
680,8.46
681,8.38
682,8.32
683,8.24
684,8.14
685,8.05
686,7.95
687,7.83
688,7.72
689,7.61
690,7.46
691,7.32
692,7.19
693,7.02
694,6.87
695,6.72
696,6.53
697,6.38
698,6.21
699,6.06
700,5.91
