nm,SCAN
400,4.97
401,5.22
402,5.39
403,5.58
404,5.62
405,5.59
406,5.47
407,5.43
408,5.38
409,5.23
410,5.13
411,5.01
412,4.79
413,4.65
414,4.47
415,4.27
416,4.05
417,3.98
418,3.84
419,3.75
420,3.72
421,3.7
422,3.68
423,3.77
424,3.84
425,3.91
426,4.08
427,4.2
428,4.34
429,4.51
430,4.68
431,4.82
432,4.98
433,5.14
434,5.19
435,5.31
436,5.37
437,5.38
438,5.36
439,5.31
440,5.24
441,5.16
442,5.06
443,4.93
444,4.85
445,4.72
446,4.61
447,4.5
448,4.31
449,4.19
450,4.05
451,3.97
452,3.9
453,3.84
454,3.8
455,3.78
456,3.75
457,3.74
458,3.77
459,3.8
460,3.86
461,3.96
462,4.04
463,4.11
464,4.21
465,4.29
466,4.39
467,4.5
468,4.57
469,4.65
470,4.71
471,4.77
472,4.8
473,4.84
474,4.86
475,4.89
476,4.88
477,4.86
478,4.85
479,4.81
480,4.77
481,4.74
482,4.68
483,4.64
484,4.6
485,4.55
486,4.53
487,4.48
488,4.44
489,4.38
490,4.33
491,4.28
492,4.22
493,4.18
494,4.14
495,4.11
496,4.08
497,4.05
498,4.03
499,4.02
500,4
501,4.01
502,4
503,4
504,4
505,3.99
506,4
507,4
508,4.02
509,4.04
510,4.05
511,4.08
512,4.1
513,4.13
514,4.17
515,4.21
516,4.24
517,4.28
518,4.32
519,4.34
520,4.39
521,4.43
522,4.48
523,4.53
524,4.58
525,4.64
526,4.66
527,4.7
528,4.73
529,4.76
530,4.79
531,4.82
532,4.85
533,4.85
534,4.86
535,4.87
536,4.86
537,4.85
538,4.84
539,4.82
540,4.78
541,4.74
542,4.7
543,4.65
544,4.61
545,4.55
546,4.5
547,4.42
548,4.35
549,4.27
550,4.2
551,4.14
552,4.07
553,4.01
554,3.94
555,3.86
556,3.81
557,3.75
558,3.7
559,3.67
560,3.62
561,3.58
562,3.57
563,3.56
564,3.56
565,3.57
566,3.57
567,3.62
568,3.66
569,3.7
570,3.76
571,3.81
572,3.87
573,3.95
574,4.02
575,4.11
576,4.2
577,4.28
578,4.36
579,4.47
580,4.56
581,4.65
582,4.75
583,4.85
584,4.93
585,5.01
586,5.08
587,5.16
588,5.21
589,5.27
590,5.31
591,5.35
592,5.37
593,5.39
594,5.41
595,5.4
596,5.39
597,5.37
598,5.34
599,5.3
600,5.25
601,5.21
602,5.15
603,5.07
604,4.99
605,4.89
606,4.79
607,4.7
608,4.61
609,4.51
610,4.4
611,4.28
612,4.17
613,4.07
614,3.97
615,3.88
616,3.79
617,3.68
618,3.59
619,3.5
620,3.41
621,3.34
622,3.27
623,3.21
624,3.17
625,3.13
626,3.1
627,3.09
628,3.08
629,3.09
630,3.11
631,3.12
632,3.16
633,3.21
634,3.27
635,3.33
636,3.39
637,3.44
638,3.54
639,3.62
640,3.71
641,3.82
642,3.91
643,4.04
644,4.15
645,4.26
646,4.37
647,4.49
648,4.61
649,4.71
650,4.82
651,4.96
652,5.05
653,5.16
654,5.25
655,5.35
656,5.43
657,5.5
658,5.55
659,5.62
660,5.66
661,5.71
662,5.74
663,5.78
664,5.8
665,5.81
666,5.82
667,5.81
668,5.81
669,5.78
670,5.74
671,5.7
672,5.65
673,5.59
674,5.53
675,5.46
676,5.39
677,5.3
678,5.21
679,5.12
680,5
681,4.9
682,4.8
683,4.71
684,4.6
685,4.5
686,4.39
687,4.27
688,4.15
689,4.04
690,3.9
691,3.8
692,3.7
693,3.59
694,3.51
695,3.41
696,3.31
697,3.23
698,3.14
699,3.08
700,3.03
