Position,Position [µm],C,O,Si,Ca,Zr,In,Pt,S,Cu,Ga,MSS,N
406,1.82739726,75.2311246,15.65166661,1.688413946,0.034629693,5.817085249,0.012194428,0,0.271866498,0,0,0.146485397,1.146533581
407,1.831898239,75.54806029,15.20191646,1.72346261,0.034629693,6.085215911,0.034664687,0,0.257454176,0,0,0.103158714,1.011437461
408,1.836399217,75.90393524,14.85142325,1.854595793,0.026002612,6.248614123,0.059482114,0,0.248420041,0,0,0.07964444,0.727882385
409,1.840900196,76.01639916,14.75000257,1.767591436,0.041771257,6.533057845,0.095592471,0.007127489,0.232633361,0,0,0.063885533,0.491938872
410,1.845401174,76.37070692,14.67951384,1.645132579,0.064590178,6.467541655,0.184424187,0.014140958,0.237284184,0,0,0.023738557,0.312926944
411,1.849902153,76.96948782,14.4288701,1.471084336,0.096956239,6.1262278,0.373068492,0.020433291,0.23437969,0,0,0.01450767,0.264984564
412,1.854403131,76.77192924,14.68355472,1.449213942,0.107749881,5.484162356,0.959769928,0.029876126,0.236726325,0,0,0.017207001,0.259810479
413,1.85890411,75.21579711,15.43961432,1.45876405,0.141909624,4.857416303,2.09909935,0.033196649,0.217539923,0,0,0.068933105,0.467729572
414,1.863405088,71.96286865,17.00245996,1.533313738,0.249413666,4.232755216,4.012865128,0.02606916,0.177692588,0,0,0.068592783,0.73396911
415,1.867906067,67.8898707,18.49321115,1.503541381,0.453747981,3.856390509,6.420048048,0.019055692,0.134173106,0,0,0.124853258,1.105108174
416,1.872407045,62.02730235,20.76669387,1.442129502,0.715152851,3.71964914,9.436506142,0.012763358,0.111748194,0,0,0.172263916,1.595790675
417,1.876908023,54.88704387,23.51058533,1.40927454,1.030198937,3.575067249,13.0191856,0.003320523,0.108095709,0,0,0.250837756,2.206390495
418,1.881409002,46.36794069,26.58553228,1.420480049,1.28885328,3.307390918,17.05016537,0,0.112435222,0,0,0.256945296,3.610256897
419,1.88590998,39.70889463,28.79394985,1.472217068,1.475872653,2.798543212,20.87403767,0,0.104072824,0,0,0.367281521,4.405130574
420,1.890410959,33.44106657,30.95170609,1.70793627,1.596978075,2.342091095,24.45681433,0,0.1001538,0,0,0.452774334,4.950479427
421,1.894911937,28.26486283,32.80088347,2.277875131,1.783136421,1.955436405,27.55247647,0,0.076148738,0,0,0.556819263,4.732361276
422,1.899412916,23.10529385,34.73508149,3.474287941,1.957211683,1.790732464,29.74706202,0,0.049766904,0,0,0.65118813,4.489375525
423,1.903913894,19.56877694,36.2950482,5.198226994,2.078535715,1.684977825,30.76053593,0,0.017411746,0,0,0.836818846,3.5596678
424,1.908414873,15.37854846,37.92657448,7.659294006,2.089892612,1.722801796,30.89417777,0,0.055958959,0,0,0.961747978,3.311003939
425,1.912915851,11.58164262,38.96308623,10.5146336,2.027290373,1.721322858,30.09810758,0,0.108880289,0,0,0.988440434,3.996596015
426,1.91741683,7.64387273,39.54686865,14.21314558,1.84711007,1.672217952,28.49901496,0,0.125633452,0,0,0.989337752,5.462798863
427,1.921917808,5.617870001,38.89604195,18.06619853,1.58291483,1.444512877,26.08274876,0,0.116958356,0,0,0.977617599,7.215137098
428,1.926418787,4.755449769,37.50823354,22.00825639,1.332735414,1.215429231,23.0820754,0,0.108221707,0,0,0.861836542,9.127762004
429,1.930919765,4.585785021,35.46667004,25.66104253,1.119725657,0.992019734,19.62938689,0,0.069674493,0,0,0.702222551,11.77347308
430,1.935420744,3.782782977,33.98251491,29.40627203,0.944710596,0.763827667,16.21378555,0,0.016753163,0,0,0.591765733,14.29758738
431,1.939921722,3.626290069,32.50938369,32.50676315,0.750354262,0.517060377,12.81111117,0,0.023460291,0,0,0.502182701,16.75339429
432,1.944422701,3.884553949,31.81424438,35.04707885,0.643156177,0.30000752,9.77136435,0.006246521,0.046506258,0,0,0.399293424,18.08754856
433,1.948923679,3.809453885,31.57463346,37.30245218,0.615917051,0.185882533,7.159593222,0.006246521,0.066384082,0,0,0.345468214,18.93396885
434,1.953424658,3.735226717,31.84602622,39.26040373,0.673333388,0.145242478,5.150674682,0.006246521,0.070391829,0,0,0.323673693,18.78878075
435,1.957925636,3.253714114,32.25606631,40.82680555,0.81406279,0.167468543,3.703701221,0.013157254,0.070391829,0,0,0.28003854,18.61459385
436,1.962426614,2.705372402,32.8604317,41.70077073,1.072691566,0.169668762,2.83317298,0.030279013,0.072199202,0,0,0.214001332,18.34141231
437,1.966927593,1.735788603,33.72277349,41.85644698,1.346155642,0.160317038,2.405824082,0.037823781,0.074594082,0,0,0.149130381,18.51114592
438,1.971428571,0.927370583,34.855198,41.38320739,1.660262854,0.162356295,2.4266566,0.037823781,0.080244798,0,0,0.104015897,18.3628638
439,1.97592955,0.73827355,36.29604463,40.39559417,1.947278086,0.154583033,2.671400838,0.037823781,0.135198234,0,0,0.075105286,17.54869839
440,1.980430528,1.811455064,38.06944919,38.98647796,2.204248489,0.123554297,2.958829776,0.030913048,0.19896917,0,0,0.085882301,15.53022071
441,1.984931507,1.811455064,40.73352587,38.09667806,2.39260988,0.148878436,3.315296368,0.013791289,0.242806837,0,0,0.109224841,13.13573335
442,1.989432485,1.811455064,43.76843083,37.12673033,2.527486082,0.204244889,3.614143816,0,0.21736599,0,0,0.116906152,10.61323684
443,1.993933464,1.811455064,46.28121921,36.38650798,2.686283803,0.24064258,3.861047377,0,0.19183745,0,0,0.154471078,8.386535456
444,1.998434442,1.073181514,48.67709251,36.40487986,2.844460898,0.199627261,4.019445823,0,0.137538434,0,0,0.165770068,6.478003629
445,2.002935421,0,50.27807749,36.71811337,2.979042731,0.201541972,4.199694031,0,0.078412104,0,0,0.211238185,5.333880123
446,2.007436399,0,51.45082201,36.36971333,3.072526052,0.156444066,4.332003772,0,0.013819007,0,0,0.206947541,4.397724219
447,2.011937378,0.799740244,51.45472842,35.58572297,3.273796102,0.121647124,4.410636127,0,0.026491653,0,0,0.217102031,4.110135321
448,2.016438356,1.584477871,51.83570001,34.64665539,3.3691938,0.074355728,4.373213169,0.003370436,0.038926568,0,0,0.157793983,3.916313043
449,2.020939335,1.584477871,52.37057188,33.80329331,3.475580072,0.084867972,4.392301929,0.013902981,0.051535004,0,0,0.121779213,4.101689765
450,2.025440313,1.584477871,53.27422144,33.08095058,3.476004384,0.062251397,4.386377826,0.024347178,0.046890398,0,0,0.069257702,3.995221227
451,2.029941292,1.584477871,53.49629759,32.90898238,3.494653634,0.051265397,4.381594306,0.024347178,0.042378163,0,0,0.090455279,3.925548196
452,2.03444227,1.478801022,53.59274252,33.24844404,3.388524997,0.030695885,4.35559256,0.024347178,0.029705518,0,0,0.112595669,3.738550612
453,2.038943249,0.694063394,53.75115553,34.00461254,3.35714006,0.010512245,4.441753601,0.024683237,0.017270603,0,0,0.151786108,3.547022681
454,2.043444227,0.694063394,53.68691577,34.03934014,3.392519264,0.011332792,4.597715378,0.017935584,0,0,0,0.18380059,3.376377086
455,2.047945205,0.694063394,53.57638313,34.0149339,3.472706207,0.056479473,4.735625121,0.007491387,0,0,0,0.197040504,3.245276885
456,2.052446184,0.694063394,53.93031752,33.55566791,3.537851684,0.078575936,4.809233467,0.007491387,0,0,0,0.160622994,3.226175707
457,2.056947162,0,54.56294673,33.6617265,3.58918293,0.078575936,4.854126711,0.007491387,0.008911469,0,0,0.120646804,3.116391531
458,2.061448141,0,54.63124004,33.4851843,3.661515699,0.078575936,4.924170748,0.003784892,0.035813772,0,0,0.074455879,3.105258737
459,2.065949119,0,54.39849973,33.66899405,3.604906557,0.067243143,4.957778654,0,0.076206368,0,0,0.069259007,3.157112494
460,2.070450098,0.829416372,53.7680788,33.3661755,3.539547286,0.022096462,4.975214715,0,0.139573884,0,0,0.037941698,3.321955286
461,2.074951076,1.599450435,53.16111476,33.11322573,3.388286851,0,4.972248001,0,0.184314268,0,0,0.082194956,3.499164998
462,2.079452055,1.599450435,53.26715071,32.88118912,3.34463633,0.020945627,5.036795288,0,0.214115896,0,0,0.143945517,3.491771081
463,2.083953033,1.599450435,53.60152153,32.71965034,3.247076433,0.052399479,4.976623892,0,0.187213593,0,0,0.238493999,3.377570304
464,2.088454012,2.196032513,53.79677105,32.21632312,3.237775281,0.083471554,4.84787045,0,0.146820997,0,0,0.265454072,3.209480964
465,2.09295499,2.229836456,54.19687431,31.96703269,3.287207601,0.09346256,4.733650633,0.003336766,0.083453482,0,0,0.286245727,3.11889977
466,2.097455969,2.504313419,53.96485818,31.95854107,3.385691092,0.123685769,4.67249183,0.003336766,0.038713098,0,0,0.301056132,3.047312646
467,2.101956947,2.504313419,53.70113559,32.17159834,3.480316729,0.102740143,4.604870516,0.003336766,0.025902954,0,0,0.312218511,3.093567036
468,2.106457926,2.504313419,53.53277466,32.26974768,3.523322348,0.081695262,4.566512333,0.003336766,0.077205761,0,0,0.293485135,3.147606638
469,2.110958904,1.907731341,54.03258806,32.26343712,3.512625462,0.050623187,4.512388568,0.003336766,0.131972358,0,0,0.271548194,3.313748942
470,2.115459883,1.044511026,54.74858633,32.44692831,3.437635819,0.050763109,4.528743771,0,0.169421664,0,0,0.264811765,3.308598206
471,2.119960861,0,55.36478151,32.83219523,3.39274849,0.071953339,4.565455543,0,0.220102055,0,0,0.216181909,3.336581927
472,2.12446184,0,55.07872303,33.03740927,3.354292136,0.13409375,4.629401796,0,0.249498227,0,0,0.204335102,3.312246695
473,2.128962818,0,54.80184269,33.24588935,3.397133352,0.18925467,4.684609886,0,0.278989172,0,0,0.196746692,3.205534182
474,2.133463796,0,54.58845627,33.60746079,3.489958616,0.200327035,4.765384356,0,0.278795052,0,0,0.222899504,2.846718375
475,2.137964775,0,54.70164237,33.56339867,3.570774071,0.200830525,4.740094327,0,0.3068632,0,0,0.26048239,2.655914452
476,2.142465753,0,55.10982174,33.23152743,3.642464019,0.169562487,4.696407357,0,0.297553999,0,0,0.30910162,2.543561349
477,2.146966732,0,55.86120678,32.6334286,3.605366693,0.155623447,4.610400073,0,0.269971441,0,0,0.298189914,2.565813047
478,2.15146771,0,56.3059509,32.17882225,3.497317378,0.148988239,4.545260272,0.003280472,0.209349356,0,0,0.267438164,2.843592976
479,2.155968689,0,56.39401487,31.80100617,3.361031356,0.195576785,4.435340485,0.003280472,0.166618292,0,0,0.232151113,3.410980454
480,2.160469667,0,56.01735389,31.73521504,3.283390996,0.272882819,4.371058509,0.003280472,0.101100838,0,0,0.255071556,3.96064589
481,2.164970646,0,55.75410168,31.77135834,3.234176728,0.320923292,4.267991038,0.003280472,0.059729649,0,0,0.266513739,4.321925064
482,2.169471624,0,55.39880301,31.79300443,3.25159651,0.330167547,4.190724565,0.003280472,0.032013079,0,0,0.309339917,4.691070467
483,2.173972603,0,55.24234848,31.71560506,3.297669116,0.299636665,4.200824766,0,0.015730139,0,0,0.32769049,4.900495278
484,2.178473581,0,55.37970107,31.56911029,3.386794663,0.260663627,4.310208381,0,0.019239909,0,0,0.343063714,4.731218346
485,2.18297456,0,55.95728244,31.40120203,3.40719657,0.182465535,4.482439267,0,0.031244227,0,0,0.312432624,4.2257373
486,2.187475538,0,56.61967711,30.99145931,3.445708008,0.171907224,4.594423268,0.006415427,0.031244227,0,0,0.288074237,3.851091187
487,2.191976517,0,57.2467946,30.6043694,3.503094975,0.15232495,4.671886106,0.006415427,0.035132092,0,0,0.270605553,3.509376894
488,2.196477495,0,57.7462819,30.28811978,3.588992711,0.151633397,4.600339183,0.006415427,0.031243366,0,0,0.29487757,3.292096663
489,2.200978474,0,57.97715029,30.11487903,3.684726976,0.151540622,4.52323184,0.006415427,0.027348413,0,0,0.330124657,3.184582744
490,2.205479452,0,57.84538124,30.04456693,3.80805982,0.170246135,4.409340695,0.006415427,0.050396927,0,0,0.361843024,3.303749798
491,2.209980431,0,57.42692558,30.28131537,3.896174054,0.122135237,4.378227402,0,0.089484336,0,0,0.400994645,3.404743379
492,2.214481409,0,57.0279176,30.77661596,3.83686183,0.084271885,4.370380311,0,0.117837483,0,0,0.424177289,3.361937645
493,2.218982387,0,56.86761583,31.11970788,3.737526195,0.056559636,4.407123894,0,0.129920071,0,0,0.395095769,3.286450726
494,2.223483366,0,56.93065847,31.21042606,3.596960673,0.037964539,4.451713287,0,0.1345147,0,0,0.34497385,3.292788417
495,2.227984344,0.555565561,56.74387056,30.94531789,3.452928757,0.009516666,4.426410982,0,0.099461868,0,0,0.32667703,3.440250676
496,2.232485323,1.078994345,56.64234321,30.65215168,3.265049358,0,4.431712886,0,0.060374459,0,0,0.28168246,3.587691605
497,2.236986301,1.73749882,56.46807915,30.14207427,3.166893203,0,4.484285884,0,0.039402848,0,0,0.227398243,3.734367587
498,2.24148728,2.449403025,56.14057864,29.63413376,3.081232954,0.018310348,4.59211749,0.009172853,0.057402394,0,0,0.176382227,3.841266309
499,2.245988258,3.002448363,55.7172634,29.44398159,3.016111058,0.073176119,4.625893872,0.012226838,0.097688512,0,0,0.174429638,3.836780609
500,2.250489237,2.446882802,56.06972027,29.72903406,2.981091863,0.120184043,4.757971919,0.012226838,0.144026201,0,0,0.133384833,3.605477174
501,2.254990215,1.923454018,56.56518075,30.06580896,2.968154914,0.12956704,4.806640117,0.012226838,0.171003077,0,0,0.118548536,3.239415748
502,2.259491194,1.264949542,57.27757732,30.20472802,2.977209347,0.12956704,4.883961768,0.012226838,0.182626719,0,0,0.074138188,2.993015214
503,2.263992172,0.553045337,57.7729576,30.52520148,3.046756265,0.111256692,4.814588267,0.003053984,0.167257541,0,0,0.080350403,2.925532432
504,2.268493151,0,58.02942875,30.75424164,3.159479841,0.083102089,4.726156925,0,0.151147444,0,0,0.051805973,3.044637338
505,2.272994129,0,57.68375119,30.90080892,3.31762641,0.063173657,4.557370126,0.003014643,0.138176499,0,0,0.035501766,3.300576798
506,2.277495108,0,57.46123217,30.83464098,3.512066144,0.05379066,4.436406031,0.006123662,0.126493543,0,0,0.025584761,3.543662045
507,2.281996086,0,57.2266442,30.8901995,3.670870487,0.05379066,4.320232086,0.01560204,0.111371525,0,0,0.038709322,3.672580181
508,2.286497065,0,57.21932506,30.89242518,3.747007412,0.072252099,4.338153894,0.01560204,0.100449865,0,0,0.099730259,3.515054195
509,2.290998043,3.675173718,55.18851519,29.81940706,3.599136151,0.045540931,4.265886328,0.01560204,0.078613497,0,0,0.204557512,3.107567578
510,2.295499022,4.593967148,54.88682312,29.4502175,3.534070907,0.023076799,4.274686383,0.015734247,0.056558443,0,0,0.25569689,2.909168558
511,2.3,6.12528953,54.08550491,28.92775533,3.420892347,0.030769065,4.302959508,0.015797297,0.049921388,0,0,0.308641611,2.732469015
