Position,Position [µm],C,O,Si,Ca,Zr,In,Pt,S,Cu,Ga,MSS,N
207,0.931702544,1.865647965,44.07454515,3.635251211,2.816148473,2.136823807,38.46559218,0,0.066164248,0,0,1.947291069,4.992535897
208,0.936203523,2.909980743,41.88430438,2.147735344,3.005178835,2.587321337,39.74814723,0,0.08343782,0,0,2.138381638,5.495512671
209,0.940704501,3.544494784,40.34464625,1.588347514,2.90462703,3.247614487,39.84311346,0,0.08343782,0,0,2.123743325,6.319975333
210,0.945205479,5.437964814,38.90176429,1.460720209,2.615082174,4.260025709,38.22761151,0,0.08343782,0,0,2.005649935,7.007743541
211,0.949706458,9.622536367,36.87664339,1.467442511,2.064118475,6.093974933,34.80500528,0,0.070432685,0,0,1.726625976,7.273220383
212,0.954207436,16.45218133,34.07427019,1.399199916,1.520224017,8.666346139,29.34536078,0,0.033615702,0,0,1.367091725,7.1417102
213,0.958708415,25.24791865,31.03107005,1.561023703,0.981039817,11.10363519,22.77713353,0,0.056644336,0,0,1.096623929,6.144910799
214,0.963209393,35.59468005,27.66207555,1.812529633,0.591507879,13.52083731,15.3656379,0,0.153956953,0,0,0.908770545,4.390004185
215,0.967710372,44.97143918,24.97877562,2.089579588,0.286960946,15.30302372,8.770992246,0,0.243139629,0,0,0.634434457,2.721654616
216,0.97221135,51.35369236,23.37050853,2.346734176,0.179224829,16.45078626,4.001964316,0,0.34111858,0,0,0.426826488,1.529144459
217,0.976712329,55.8235124,22.58460824,2.659063921,0.093151922,16.11335645,1.327597821,0,0.42835089,0,0,0.323810123,0.646548226
218,0.981213307,57.60082661,22.42348511,2.639811439,0.074422302,15.8772779,0.391956608,0,0.520314982,0,0,0.338361435,0.13354362
219,0.985714286,58.58362583,22.40453923,2.611378074,0.049297838,15.26026235,0.200418659,0,0.590967101,0,0,0.276072812,0.023438106
220,0.990215264,59.18262939,22.02490783,2.73683421,0.01821348,15.00595008,0.154493545,0.005921384,0.611016446,0,0,0.236595532,0.023438106
221,0.994716243,60.84354146,21.07015848,2.821720911,0,14.27904565,0.106056932,0.005921384,0.59729579,0,0,0.205153763,0.071105629
222,0.999217221,61.9668865,20.2475305,2.948476295,0,13.90867473,0.066345922,0.005921384,0.620487568,0,0,0.188009574,0.047667524
223,1.0037182,63.31457916,19.61386397,3.040785464,0,13.25412855,0.005802575,0.005921384,0.616114093,0,0,0.101137278,0.047667524
224,1.008219178,64.44519099,19.12620888,3.092176068,0.036133435,12.64170262,0.005802575,0.005921384,0.545338805,0,0,0.053857718,0.047667524
225,1.012720157,66.14134395,18.26154346,2.93753984,0.067228721,11.90067263,0.005802575,0.010881504,0.449488889,0,0,0.041558846,0.183939585
226,1.017221135,67.2216655,17.9802297,2.88394056,0.067228721,11.18665145,0.005802575,0.010881504,0.365230594,0,0,0.067397953,0.21097144
227,1.021722114,68.46808108,17.52532101,2.724714677,0.067228721,10.64727826,0,0.017114121,0.276788823,0,0,0.062501867,0.21097144
228,1.026223092,68.66939956,17.50286474,2.719837239,0.067228721,10.49812817,0,0.049183047,0.219885215,0,0,0.062501867,0.21097144
229,1.03072407,69.01874074,17.16862145,2.627332628,0.031095286,10.51347732,0,0.061034948,0.232012021,0,0,0.062501867,0.285183744
230,1.035225049,69.11884861,17.23185203,2.619167084,0.0130174,10.11995089,0,0.050153443,0.344678106,0,0,0.115722885,0.386609547
231,1.039726027,69.97475588,16.74607445,2.389953402,0.019004681,9.739844851,0.026537453,0.050153443,0.402653273,0,0,0.142322325,0.508700238
232,1.044227006,70.58796814,16.33874757,2.201509723,0.019004681,9.484705351,0.048199762,0.043920826,0.403766044,0,0,0.162679976,0.709497929
233,1.048727984,71.64138738,15.64825375,1.817931173,0.019004681,9.325011407,0.075283234,0.027889169,0.372222183,0,0,0.162679976,0.91033704
234,1.053228963,72.4618694,15.33461067,1.508268852,0.031229582,9.037108327,0.075283234,0.037427218,0.308940412,0,0,0.168233413,1.037028889
235,1.057729941,72.44989003,15.33921257,1.35702134,0.024471109,9.296967862,0.086379821,0.048378482,0.243497748,0,0,0.149131491,1.005049546
236,1.06223092,71.26350625,16.08814466,1.423189921,0.018483828,9.772286767,0.083886876,0.048378482,0.229296701,0,0,0.140745173,0.932081343
237,1.066731898,69.38962171,17.37546635,1.574799868,0.018483828,10.32839011,0.103482663,0.048378482,0.273317526,0,0,0.156775813,0.731283653
238,1.071232877,68.56284492,18.11847486,1.670281375,0.018483828,10.37068421,0.101404725,0.032341213,0.309745025,0,0,0.208032788,0.607707057
239,1.075733855,68.00535177,18.87624053,1.48404858,0.006258927,10.3492019,0.101404725,0.010951264,0.349955633,0,0,0.214617703,0.601968965
240,1.080234834,68.32985518,19.00233651,1.411042351,0,9.876512422,0.090308138,0,0.380038362,0,0,0.246869811,0.663037227
241,1.084735812,69.23337954,18.84635726,1.336491818,0,9.023050443,0.06626363,0,0.442102412,0,0,0.233718545,0.818636351
242,1.089236791,71.22991663,17.73657515,1.225017844,0,8.016769353,0.025005534,0,0.464157316,0,0,0.269030845,1.033527328
243,1.093737769,73.03262492,16.74300094,1.269361244,0,7.131253256,0,0,0.475088739,0,0,0.281913396,1.066757506
244,1.098238748,74.38759921,15.5103969,1.730560272,0,6.698005261,0,0,0.443957645,0,0,0.316316341,0.913164368
245,1.102739726,75.4445091,14.94470924,1.89604518,0,6.324432571,0.005501449,0,0.386654849,0,0,0.283776161,0.714371458
246,1.107240705,75.95589564,14.51796666,1.977637308,0,6.391900351,0.016383775,0,0.313836294,0,0,0.279348198,0.547031773
247,1.111741683,75.6036241,15.05783154,1.983294431,0.00603295,6.282791757,0.016383775,0,0.253759086,0,0,0.2878828,0.50839956
248,1.116242661,74.29259846,15.74174682,2.070686418,0.00603295,6.658879549,0.016383775,0,0.22664745,0,0,0.318957923,0.668066649
249,1.12074364,72.67285073,17.05822341,1.978843319,0.00603295,6.999585227,0.016383775,0,0.208102935,0,0,0.334179197,0.725798461
250,1.125244618,71.39837511,17.6358353,1.855673832,0.00603295,7.772663189,0.010882326,0,0.181597397,0,0,0.341016666,0.797923226
251,1.129745597,70.2812764,18.40552894,1.844417471,0.018180833,8.044439594,0.010768624,0,0.174717473,0,0,0.290826216,0.929844449
252,1.134246575,69.88292687,18.4333105,1.911807017,0.035691385,8.246430213,0.057727009,0,0.179942401,0,0,0.197645713,1.0545189
253,1.138747554,70.34410372,18.39273175,1.91764935,0.077613155,7.735387201,0.104179522,0.009168832,0.18790489,0,0,0.102431064,1.128830512
254,1.143248532,72.26943365,17.0792079,1.931834713,0.10703238,6.920003113,0.134605012,0.009168832,0.214639397,0,0,0.089671089,1.244403921
255,1.147749511,73.73272276,16.41263731,1.945891254,0.136065618,5.961535552,0.1517629,0.009168832,0.280645141,0,0,0.088569599,1.281001034
256,1.152250489,75.05446666,15.56069974,1.958693004,0.139763705,5.453152315,0.150358831,0.013789789,0.317016978,0,0,0.122162077,1.229896896
257,1.156751468,75.72100799,15.06633058,1.899001037,0.14934799,5.337320395,0.11808369,0.013789789,0.331700009,0,0,0.17232555,1.191092971
258,1.161252446,75.85413609,14.63217952,1.891803148,0.155920509,5.633027959,0.081184131,0.00933488,0.310422443,0,0,0.211489321,1.220501995
259,1.165753425,75.10024454,14.90219269,1.88275527,0.164838112,6.001504813,0.059254664,0.00933488,0.283209053,0,0,0.20602514,1.39064084
260,1.170254403,74.44537693,15.13632966,1.981586355,0.135804873,6.251588337,0.042096777,0.00933488,0.234119646,0,0,0.226742751,1.537019786
261,1.174755382,74.65886008,15.05041879,1.824744369,0.119958903,6.234686285,0.032732222,0.004713923,0.198489183,0,0,0.242333289,1.633062952
262,1.17925636,75.12308169,15.0764659,1.659818601,0.086831117,6.105881401,0.018048978,0.004713923,0.176840157,0,0,0.229068005,1.519250226
263,1.183757339,75.37250356,15.37076406,1.629902853,0.038336827,5.920969982,0.008496025,0,0.186187554,0,0,0.189904234,1.282934902
264,1.188258317,74.90997559,16.23164257,1.589747548,0,5.892454499,0,0,0.191467723,0,0,0.146365819,1.038346246
265,1.192759295,74.93094728,16.53145627,1.514507717,0,5.869064773,0,0.004825187,0.227011747,0,0,0.086081205,0.836105829
266,1.197260274,74.71422214,16.62024838,1.504175383,0.010618029,6.225679943,0,0.004825187,0.234402333,0,0,0.041721667,0.644106937
267,1.201761252,74.8929354,16.24826394,1.508510446,0.025157963,6.552680883,0,0.004825187,0.227209022,0,0,0.009226873,0.531190286
268,1.206262231,75.13374324,15.88248035,1.358518169,0.025157963,6.949448713,0,0.004825187,0.201179792,0,0,0.051021394,0.393625191
269,1.210763209,75.44369952,15.30983278,1.276526124,0.025157963,7.244712628,0.004474934,0.013657846,0.230414809,0,0,0.087712726,0.363810667
270,1.215264188,74.77757905,15.28895854,1.264347336,0.025157963,7.748575988,0.004474934,0.013573804,0.235211931,0,0,0.141873885,0.500246571
271,1.219765166,73.09883904,16.07754324,1.483676133,0.014539933,8.27956935,0.009388978,0.028122869,0.260581881,0,0,0.162232734,0.585505841
272,1.224266145,71.25023645,17.11741626,1.747047982,0.020114473,8.611962259,0.013846651,0.032522164,0.251131845,0,0,0.185241694,0.770480223
273,1.228767123,69.72781265,17.95728217,1.934778551,0.038896804,8.888708603,0.030496454,0.032522164,0.287111511,0,0,0.177576358,0.924814733
274,1.233268102,69.03547693,18.34429975,1.988419327,0.079788598,8.841187291,0.050187504,0.031639338,0.280054455,0,0,0.186293066,1.162653736
275,1.23776908,69.62101362,18.06680941,1.993256299,0.097253151,8.504596898,0.069539558,0.030717917,0.30047216,0,0,0.171800238,1.144540753
276,1.242270059,71.10205481,17.30240722,1.913167422,0.118424216,7.791542683,0.090899765,0.027281776,0.28638624,0,0,0.17354672,1.194289147
277,1.246771037,72.28904374,16.63317581,1.837022111,0.107330871,7.344332083,0.110432723,0.022882481,0.317569631,0,0,0.166624617,1.171585927
278,1.251272016,73.00236343,16.32390133,1.826073961,0.08854854,6.98809511,0.122929734,0.022882481,0.312537774,0,0,0.141030556,1.171637089
279,1.255772994,73.17743547,16.32442104,1.866061462,0.057873144,7.000515139,0.116876624,0.014932647,0.3039479,0,0,0.109545602,1.028390971
280,1.260273973,73.20581789,16.34314039,1.849205468,0.05489666,6.971442887,0.106086641,0.011112924,0.281743349,0,0,0.069877272,1.106676516
281,1.264774951,72.93361665,16.53426146,1.764630176,0.067645583,7.060512979,0.092698995,0,0.288322442,0,0,0.047351009,1.210960699
282,1.26927593,73.40465515,16.3434596,1.679666549,0.085262115,6.81799148,0.084450526,0.003884,0.273076712,0,0,0.05106227,1.256491605
283,1.273776908,73.99527134,16.09386893,1.604922308,0.099475124,6.544657649,0.072102749,0.003884,0.268502754,0,0,0.111397321,1.205917815
284,1.278277886,74.87342629,15.67940987,1.588094145,0.089258726,6.117081787,0.053989874,0.008145024,0.265946086,0,0,0.163851177,1.160797023
285,1.282778865,75.31911648,15.71669384,1.639594779,0.07960272,5.814065558,0.049711237,0.008145024,0.286776178,0,0,0.225313211,0.860980978
286,1.287279843,75.92389293,15.61049187,1.689906605,0.055340225,5.429666034,0.045385624,0.008145024,0.302179322,0,0,0.269169136,0.665823228
287,1.291780822,75.88343515,15.72515603,1.706757483,0.042957233,5.384461908,0.050703804,0.004261024,0.305199911,0,0,0.335624671,0.56144279
288,1.2962818,75.76542858,15.56762425,1.589692986,0.033489752,5.585229529,0.05914512,0.004261024,0.289975848,0,0,0.370231119,0.734921793
289,1.300782779,75.55990321,15.31305944,1.438670019,0.033489752,6.018223595,0.085970911,0,0.270132043,0,0,0.453107818,0.827443205
290,1.305283757,75.02566668,15.29749182,1.243649379,0.037936747,6.547060639,0.094025758,0,0.25683442,0,0,0.518102381,0.979232174
291,1.309784736,74.31285707,15.68887871,1.149676521,0.058346375,7.005827763,0.089906988,0,0.286343694,0,0,0.570007462,0.838155411
292,1.314285714,73.51547343,16.28898112,1.121253016,0.064563169,7.424464026,0.068846646,0,0.328434685,0,0,0.488650037,0.699333869
293,1.318786693,73.53308602,16.38345638,1.24789273,0.073740161,7.346494681,0.043606293,0,0.382457235,0,0,0.414688296,0.574578208
294,1.323287671,73.76753778,16.6910638,1.413048299,0.073740161,6.949635008,0.016780502,0,0.401038844,0,0,0.278390284,0.408765316
295,1.32778865,74.36811364,16.70157429,1.600530336,0.064461104,6.377503228,0.012964619,0.004205393,0.38287386,0,0,0.1606684,0.327105135
296,1.332289628,74.89110466,16.6416316,1.708239415,0.039255741,5.938475912,0.030071195,0.004205393,0.332903344,0,0,0.087007607,0.327105135
297,1.336790607,75.78548924,16.01521169,1.663769625,0.031921542,5.572607567,0.065008204,0.004205393,0.301340035,0,0,0.137386954,0.423059759
298,1.341291585,76.34206852,15.7221669,1.624672496,0.035282177,5.440981937,0.084159255,0.004205393,0.234364253,0,0,0.194235949,0.317863124
299,1.345792564,76.85245134,15.095926,1.548095387,0.035282177,5.434898567,0.095945591,0.004205393,0.197529304,0,0,0.261813421,0.473852826
300,1.350293542,76.81851435,14.77381508,1.598602691,0.035282177,5.574254369,0.091932577,0,0.162230337,0,0,0.317782843,0.627585579
301,1.354794521,76.82332906,14.51585313,1.665642545,0.030420418,5.619557403,0.085332343,0,0.151439711,0,0,0.357670956,0.750754429
302,1.359295499,76.45034517,14.5540262,1.823155367,0.038270712,5.679674047,0.073651145,0,0.145708368,0,0,0.35042937,0.884739616
303,1.363796477,76.36074784,14.69083817,1.858257592,0.020987557,5.534286461,0.058842072,0,0.191593926,0,0,0.339718016,0.944728365
304,1.368297456,76.39773629,14.74004187,1.882528118,0.029797407,5.40055687,0.047055735,0,0.272073617,0,0,0.335224295,0.894985797
305,1.372798434,77.04114987,14.66756934,1.769853408,0.043952819,5.131181269,0.042546352,0,0.336879797,0,0,0.313389586,0.653477556
306,1.377299413,77.72330739,14.26231854,1.615974553,0.058494816,5.082779387,0.03189476,0,0.368391609,0,0,0.273422829,0.583416111
307,1.381800391,78.02933653,14.39748501,1.453438518,0.037507259,5.048442291,0.027134531,0,0.351257745,0,0,0.225724536,0.429673579
308,1.38630137,78.22378817,14.15842706,1.318149179,0.037507259,5.068781472,0.042608631,0,0.311150898,0,0,0.190691507,0.648895825
309,1.390802348,78.14980084,14.06744267,1.266174579,0.028697409,5.152331481,0.050112413,0,0.24368812,0,0,0.153105734,0.88864675
310,1.395303327,78.57436978,13.38071554,1.232879606,0.014541997,5.156279402,0.050112413,0,0.195838789,0,0,0.138420777,1.256841699
311,1.399804305,78.79207575,12.89467728,1.276971875,0.004258129,5.163569225,0.045815443,0.007450463,0.141784825,0,0,0.111996661,1.561400348
312,1.404305284,79.42955712,12.34320885,1.253564343,0.013113467,4.872030012,0.02731986,0.022944676,0.122403896,0,0,0.107257572,1.80860021
313,1.408806262,79.15757893,12.62640917,1.315554706,0.018045741,4.974773816,0.01187605,0.031574691,0.099346112,0,0,0.066638075,1.698202706
314,1.413307241,78.9773992,13.30994974,1.321182802,0.018045741,4.912164821,0.021756581,0.040153013,0.087848625,0,0,0.028184469,1.283315005
315,1.417808219,78.13525423,14.25561225,1.394453865,0.018045741,5.128523259,0.026176709,0.040153013,0.086660878,0,0,0,0.915120056
316,1.422309198,77.15351004,15.36464618,1.403053764,0.013787611,5.10578825,0.035311572,0.037210166,0.15052567,0,0,0.009362437,0.726804316
317,1.426810176,76.06155029,16.13564324,1.47940558,0.010210979,5.369777639,0.035311572,0.021715952,0.232783202,0,0,0.038138085,0.615463464
318,1.431311155,75.90845536,16.29815076,1.488284765,0.01992918,5.294954562,0.030939305,0.013085938,0.290473595,0,0,0.07806993,0.577656602
319,1.435812133,76.41467108,15.70871803,1.51015118,0.024357874,5.348911547,0.02140672,0.008382066,0.317532414,0,0,0.086117265,0.559751822
320,1.440313112,76.94460083,15.24498337,1.455589968,0.024357874,5.286644382,0.016986591,0.008382066,0.332643625,0,0,0.126059475,0.559751822
321,1.44481409,77.32223491,14.71958584,1.440555457,0.02898817,5.570825383,0.024270031,0.00387445,0.344705736,0,0,0.154558522,0.390401507
322,1.449315068,77.71950913,14.23837528,1.39523801,0.023709464,5.840115548,0.032600526,0.00387445,0.31387661,0,0,0.151396962,0.281304026
323,1.453816047,77.92009815,13.911258,1.397493657,0.009058989,6.088570161,0.051644827,0.007633429,0.305669429,0,0,0.111465117,0.197108244
324,1.458317025,77.71389341,13.857434,1.329064633,0.004630295,6.125520204,0.047528027,0.003758978,0.294517639,0,0,0.103417782,0.520235026
325,1.462818004,77.08707685,14.20896209,1.324520059,0.004630295,6.047217535,0.059247341,0.003758978,0.294630572,0,0,0.063475572,0.906480705
326,1.467318982,77.01139094,14.27735673,1.274454838,0,5.812339688,0.05138926,0.003758978,0.236128316,0,0,0.038774307,1.294406941
327,1.471819961,76.63534733,14.81292072,1.342474351,0,5.411943562,0.066301271,0.003758978,0.221185637,0,0,0.046510373,1.45955778
328,1.476320939,76.76800054,14.83927004,1.360511069,0,5.101245018,0.065843145,0,0.194926185,0,0,0.075084179,1.595119823
329,1.480821918,76.82542231,14.8995953,1.487137451,0.015453108,4.912647783,0.084939178,0,0.201988506,0,0,0.075084179,1.497732184
330,1.485322896,77.91972532,14.22652369,1.462354896,0.019978221,4.796443243,0.073219863,0.011876406,0.154576184,0,0,0.075084179,1.260217997
331,1.489823875,78.79555928,13.78912472,1.492971965,0.019978221,4.525128278,0.064659641,0.015882853,0.128334777,0,0,0.06192396,1.106436309
332,1.494324853,79.53085812,13.17875199,1.434513767,0.033203148,4.538559501,0.041417135,0.015882853,0.082300807,0,0,0.048599542,1.095913135
333,1.498825832,79.50109115,13.23376327,1.367499026,0.052210113,4.772348577,0.022830961,0.02419699,0.079138077,0,0,0.028660076,0.918261764
334,1.50332681,78.94160636,13.64285957,1.250880321,0.041272508,5.216740871,0,0.02419699,0.079209921,0,0,0.110710838,0.69252262
335,1.507827789,77.98513033,14.29481493,1.326022698,0.036747396,5.472191846,0,0.012320584,0.112769808,0,0,0.167390474,0.592611927
336,1.512328767,77.08895706,14.74568258,1.392347726,0.036747396,5.749458213,0.019458694,0.008314137,0.140906409,0,0,0.23519824,0.582929547
337,1.516829746,76.87399852,14.77927202,1.504283613,0.023522469,5.772985836,0.031591376,0.008314137,0.165614333,0,0,0.215172505,0.625245195
338,1.521330724,75.68118158,15.5562281,1.652846726,0.004515504,5.858798402,0.040912109,0,0.185846542,0,0,0.216091101,0.803579935
339,1.525831703,74.66885644,16.24991078,1.831470709,0,5.870209162,0.040912109,0,0.229116521,0,0,0.13866433,0.97085995
340,1.530332681,73.98295164,16.66295459,1.837712728,0,6.087925653,0.053617965,0,0.288082985,0,0,0.112370274,0.97438417
341,1.534833659,74.29834019,16.41728834,1.859371796,0.009061883,6.241269155,0.042192276,0.007927803,0.313517046,0,0,0.044562508,0.766469009
342,1.539334638,74.57644749,16.18592478,1.833517027,0.032287174,6.479167059,0.038294918,0.024182749,0.319049407,0,0,0.044562508,0.46656689
343,1.543835616,75.46109455,15.58959371,1.794102964,0.057054372,6.444075894,0.037756246,0.045850372,0.294789854,0,0,0.039509994,0.236172041
344,1.548336595,76.4465758,14.86930083,1.722753457,0.087112335,6.344021385,0.037756246,0.058998501,0.261163032,0,0,0.048540509,0.123777901
345,1.552837573,76.64817308,14.70645227,1.778445818,0.104180516,6.269281814,0.025050391,0.058998501,0.242090956,0,0,0.054338417,0.112988238
346,1.557338552,76.46260285,14.87789839,1.811679811,0.110638417,6.186792083,0.017017386,0.051070698,0.255949668,0,0,0.054338417,0.172012277
347,1.56183953,76.45350621,15.02074721,1.832752915,0.092184131,5.908992596,0.008782061,0.034815751,0.282563705,0,0,0.071677107,0.293978321
348,1.566340509,76.88281987,14.64411921,1.850865655,0.080575445,5.605486729,0.007776337,0.013148129,0.321983624,0,0,0.107027017,0.486197977
349,1.570841487,77.29548036,14.29517094,1.871821369,0.064722054,5.424755064,0.007776337,0,0.304040064,0,0,0.149296313,0.586937492
350,1.575342466,78.30842815,13.61438343,1.74151092,0.061913076,5.256079942,0.007776337,0,0.256154794,0,0,0.156296579,0.597456775
351,1.579843444,79.27573521,13.06253243,1.575512437,0.046393291,5.094892905,0.01162983,0,0.183798281,0,0,0.179993538,0.569512069
352,1.584344423,79.84203635,12.57967499,1.426214149,0.041622287,5.036821177,0.0259531,0,0.135239163,0,0,0.199355098,0.713083694
353,1.588845401,79.98735932,12.23940308,1.397558154,0.028463775,5.10742772,0.031885711,0,0.089970479,0,0,0.187605716,0.93032604
354,1.59334638,79.89998808,12.12325799,1.422304432,0.026538535,5.057673159,0.04277086,0,0.099039041,0,0,0.180025994,1.148401913
355,1.597847358,79.43244963,12.27677448,1.528294034,0.032258889,4.989792881,0.060481955,0,0.107863479,0,0,0.213082003,1.359002648
356,1.602348337,78.38465308,12.80490978,1.619563849,0.040788484,5.004562051,0.075531344,0,0.149159747,0,0,0.282379295,1.638452366
357,1.606849315,77.63161831,13.23492209,1.681444814,0.053518794,5.07434902,0.080016277,0,0.172645599,0,0,0.326641455,1.744843644
358,1.611350294,77.04556906,13.76600683,1.608958117,0.085157506,5.091647565,0.082333889,0,0.224790169,0,0,0.413521278,1.682015586
359,1.615851272,76.85492941,14.10249658,1.39941797,0.099451941,5.118096132,0.083227044,0,0.232807321,0,0,0.493942331,1.615631271
360,1.62035225,76.34219274,14.38500648,1.237158036,0.08408939,5.505700969,0.065515949,0.008078389,0.248088002,0,0,0.535155758,1.58901428
361,1.624853229,76.11460811,14.42746923,1.239063763,0.075559795,5.80459114,0.046613067,0.024363185,0.236832366,0,0,0.514037407,1.516861937
362,1.629354207,75.73746148,14.69459894,1.371845723,0.06748159,6.10917204,0.031928773,0.036572889,0.275386071,0,0,0.462661522,1.212890979
363,1.633855186,75.41570185,15.10835804,1.526531748,0.062274103,6.048434171,0.039332459,0.040426789,0.287755026,0,0,0.379699359,1.09148645
364,1.638356164,74.65559528,15.75134892,1.759906378,0.040052345,6.144091689,0.054559363,0.044234152,0.324385552,0,0,0.250934225,0.974892097
365,1.642857143,74.50521272,16.24172997,1.876137915,0.044113734,5.843712787,0.069945477,0.036155763,0.316728109,0,0,0.168962236,0.897301289
366,1.647358121,74.90207689,16.3510004,1.684972706,0.044113734,5.685105842,0.073784338,0.019870967,0.309983548,0,0,0.128562312,0.800529263
367,1.6518591,75.32516998,16.22864835,1.450769794,0.055904869,5.564275212,0.069660429,0.007661263,0.252597106,0,0,0.132589488,0.912723515
368,1.656360078,75.5312039,15.92942163,1.288962689,0.041880569,5.92746,0.053562351,0.003807363,0.193982541,0,0,0.100570879,0.929148071
369,1.660861057,75.92122777,15.57911895,1.180413366,0.041795573,6.117343755,0.041687308,0.003733004,0.151018771,0,0,0.100570879,0.863090624
370,1.665362035,76.04456553,15.27526526,1.226687525,0.033117179,6.353093127,0.034109693,0.01529236,0.151649274,0,0,0.065089678,0.801130374
371,1.669863014,75.48859798,15.34849794,1.495712929,0.033117179,6.4561874,0.062469917,0.023236709,0.191858093,0,0,0.058364637,0.841957219
372,1.674363992,74.80878522,15.62060101,1.68238649,0.025276453,6.5115625,0.081534396,0.023236709,0.234326998,0,0,0.067737672,0.944552559
373,1.678864971,73.85781247,16.21341524,1.800065045,0.022576483,6.552142842,0.100016737,0.023236709,0.30162288,0,0,0.160339332,0.968772264
374,1.683365949,73.00497528,16.96738491,1.852807272,0.018309469,6.575720735,0.084886573,0.019503706,0.338892125,0,0,0.22227829,0.915241644
375,1.687866928,72.07809629,17.74812493,1.817569389,0.018309469,6.751433137,0.077078074,0.00794435,0.360573676,0,0,0.267547231,0.873323453
376,1.692367906,71.83624568,18.02780557,1.686641703,0.018309469,6.751744069,0.052707104,0,0.358825024,0,0,0.270877264,0.996844117
377,1.696868885,71.60839028,18.25580855,1.584151627,0.032376,6.819361899,0.045699758,0,0.352321842,0,0,0.273201389,1.028688657
378,1.701369863,71.91988867,18.18391508,1.530698924,0.036160604,6.718565115,0.043804729,0,0.340583368,0,0,0.250059966,0.976323542
379,1.705870841,72.58997201,17.52232944,1.497944141,0.036160604,6.58507557,0.043804729,0,0.325216328,0,0,0.264387285,1.135109894
380,1.71037182,73.66138522,16.59893845,1.520529364,0.036160604,6.295373273,0.047571254,0,0.315744635,0,0,0.288604808,1.235692389
381,1.714872798,74.26903443,16.19017312,1.618482575,0.036160604,6.138016225,0.039743139,0.003798214,0.277343669,0,0,0.292079805,1.135168216
382,1.719373777,74.94134069,15.9372561,1.727076684,0.01349156,5.948841248,0.031666166,0.003798214,0.271993837,0,0,0.287562112,0.836973384
383,1.723874755,75.68144764,15.49512141,1.735268165,0,5.828689294,0.007746686,0.003798214,0.257340549,0,0,0.244742098,0.745845939
384,1.728375734,76.00262327,15.09086637,1.716152069,0.012621613,5.941842015,0.022664774,0.003798214,0.275597795,0,0,0.218167468,0.715666414
385,1.732876712,76.19107856,14.8062241,1.627600923,0.03359768,6.124167259,0.030054927,0.003798214,0.252336013,0,0,0.186796403,0.744345926
386,1.737377691,76.46673332,14.56890001,1.407076864,0.063951031,6.327275085,0.037742658,0,0.256972471,0,0,0.206455581,0.664892978
387,1.741878669,76.61638196,14.29711962,1.103271478,0.092096032,6.734133872,0.05039546,0,0.254086976,0,0,0.20401891,0.64849569
388,1.746379648,76.07206587,14.57003873,0.956741442,0.101971011,7.172855995,0.08541059,0.004319571,0.292730156,0,0,0.217752067,0.526114574
389,1.750880626,75.53333294,15.05049266,1.006866602,0.089349398,7.325011444,0.114921665,0.008704301,0.308315354,0,0,0.181721224,0.381284407
390,1.755381605,74.8274092,15.74061202,1.104125507,0.068373331,7.255540538,0.150284571,0.01287797,0.369110294,0,0,0.152274644,0.319391921
391,1.759882583,74.12808165,16.06414336,1.276576334,0.03801998,7.433213977,0.183443311,0.01287797,0.400608853,0,0,0.101059501,0.361975066
392,1.764383562,73.50592812,16.34295127,1.465088875,0.014570539,7.606961808,0.183460072,0.01287797,0.400654624,0,0,0.071235259,0.39627146
393,1.76888454,73.67702122,16.22322082,1.606975194,0.013351686,7.489967217,0.167628235,0.008558399,0.327006016,0,0,0.058387557,0.427883651
394,1.773385519,74.19959405,15.94259219,1.58931515,0.035235146,7.300258539,0.127078838,0.004173668,0.272323387,0,0,0.076538126,0.452890907
395,1.777886497,74.68101884,15.47746668,1.569150487,0.051668207,7.146867574,0.109693786,0,0.224133802,0,0,0.093997111,0.646003517
396,1.782387476,74.96645195,15.16523016,1.593970007,0.051668207,6.98449078,0.080830482,0,0.20342734,0,0,0.098091011,0.85584006
397,1.786888454,75.50173659,14.93948317,1.689574844,0.046972647,6.349495166,0.076170529,0.00394425,0.201615818,0,0,0.089558756,1.101448228
398,1.791389432,76.05401633,14.59305485,1.700458636,0.038316521,5.960085096,0.061157529,0.00394425,0.199388863,0,0,0.062033077,1.327544854
399,1.795890411,76.54581016,14.41899384,1.542047846,0.025277797,5.660946804,0.057277763,0.011682081,0.185557137,0,0,0.030221705,1.522184867
400,1.800391389,76.74318815,14.5365293,1.463597017,0.008844736,5.505193444,0.028143231,0.011682081,0.146323989,0,0,0.079600379,1.476897675
401,1.804892368,76.69278691,15.06498147,1.354825868,0.013305443,5.246644134,0.016160063,0.011682081,0.141134929,0,0,0.148456032,1.310023073
402,1.809393346,76.33893061,15.42233087,1.271736265,0.013305443,5.309269516,0.004170293,0.007737831,0.148254188,0,0,0.195621058,1.288643931
403,1.813894325,75.8667501,15.80036976,1.152875855,0.021932524,5.433850217,0,0.007737831,0.182858186,0,0,0.219135331,1.314490191
404,1.818395303,75.38054844,15.88576555,1.346902435,0.025833938,5.550088659,0,0,0.21830658,0,0,0.242296231,1.350258168
405,1.822896282,75.15738404,15.89439362,1.492367666,0.0390904,5.67957613,0,0,0.256126794,0,0,0.206936726,1.274124623
