,445
0,1782.4352091178555
1,11.327995845092287
2,59.8790476684816
3,23.5242902616351
4,57.67850659426166
5,10.218839737615966
6,1.4010334884838411
7,0.00022166193575722448
8,2.0131200222227577
9,0.08572092625538753
10,1.8950788795367903
11,0.11029226062712034
