,615
0,1683.2135420333163
1,9.408716950706115
2,46.42006976179651
3,22.780050601105632
4,48.62718103664015
5,9.219800878781106
6,1.4045573453939155
7,0.0006842005049275637
8,2.3408423563171423
9,0.8023629006128158
10,1.704370595518624
11,0.6360773568923916
