,425
0,1787.3047836011056
1,11.494078068952735
2,44.46340292247495
3,22.032360263562882
4,57.94014889084857
5,10.806998515957384
6,1.4567289638967753
7,0.0003003665234146611
8,1.9320615407235358
9,0.3718843561128151
10,1.817527993212345
11,0.5941382292421857
