,595
0,1626.8557969065532
1,9.401709039910175
2,44.898663386273
3,22.285419258370744
4,48.36435329780609
5,11.512629992108304
6,1.4595578336353723
7,0.0004696352614742261
8,2.2422201813341593
9,0.5979839729666905
10,1.8245761393881994
11,0.3014279001600844
