,495
0,1600.8144001783076
1,10.178968994349894
2,45.062692098735596
3,23.31049848515844
4,41.52213360304218
5,9.116461356343041
6,1.407064504038748
7,0.0009139327585857938
8,1.992525885074754
9,0.24078717872917035
10,1.875176422874432
11,0.13183376101664585
