,515
0,1917.1622327060045
1,10.785455961325646
2,49.06108752655349
3,22.091874829390342
4,59.758887567625685
5,10.333809821876763
6,1.4679504034232422
7,0.0006640196774696497
8,1.951065377103036
9,0.3597349700700453
10,1.8540021418355417
11,0.40552186769672316
