,505
0,1730.1861110785258
1,9.356924642262852
2,44.53252899728544
3,24.524758027298546
4,45.67590718811314
5,8.406104109584215
6,1.4251103578147502
7,0.00043856478814247306
8,2.1134795330962968
9,0.5281431631113551
10,1.8782645797728916
11,0.38870503854416144
