,665
0,1732.195395956001
1,8.63735592104973
2,42.92211174315558
3,23.003336552571696
4,49.00811049768727
5,8.652443847072693
6,1.4875053164306211
7,0.00015320646167479794
8,2.134198645431092
9,0.5319211665216649
10,1.7831871690960535
11,0.3442026682825454
