,585
0,1905.435516232324
1,8.431381563002516
2,45.93198561076044
3,21.10234366428395
4,45.805080313082
5,11.387122430804114
6,1.4691402704429892
7,0.0002234397160546179
8,1.9294658689311202
9,0.7816794699275295
10,1.7285821543758728
11,0.5006395361849313
