,655
0,1682.2957144307845
1,10.1003832131392
2,42.416481120515655
3,24.21473707425082
4,51.874463867008814
5,8.439262800855362
6,1.4482443939186882
7,0.00047850829849368403
8,2.6245027588212344
9,0.5547293721830652
10,1.8201388423472935
11,0.7796635651070805
