,645
0,1689.1180667730239
1,9.249287272473937
2,50.32879916241069
3,22.302627079588078
4,58.34757767502286
5,11.883284134489644
6,1.4158890966907252
7,0.0003325313403522821
8,2.0141755445556506
9,0.24850179782506177
10,1.877119066250505
11,0.330036974508737
