,415
0,1773.8108534303403
1,9.200220224125436
2,41.26720485976779
3,25.700709281610568
4,41.73322349434676
5,9.71353291869708
6,1.4150830095982911
7,0.00030649185719683694
8,2.0647361654617837
9,0.6883091378893383
10,1.7449736646034808
11,0.6455322466243844
