,695
0,1926.8154693797924
1,9.123419418253038
2,40.26169747913689
3,22.284656305899638
4,54.75657432089455
5,9.601732274698305
6,1.4151103332677721
7,0.0009017323648717585
8,2.821057259081809
9,0.7739240060554566
10,1.7898325009863918
11,0.8152822566313307
