,455
0,1683.8542970750393
1,8.69107091779057
2,44.559049835280376
3,22.43892173205506
4,49.88582746710417
5,8.224000064738403
6,1.5115144556489089
7,0.000469176976490913
8,2.0529067237828844
9,0.9407147110601042
10,1.7819080853233649
11,0.9335618450994075
