300	1.75673037	0.064
301	1.75531837	0.061
302	1.75375941	0.058
303	1.75207765	0.055
304	1.75029643	0.052
305	1.74843783	0.050
306	1.7465223	0.047
307	1.74456844	0.045
308	1.74259284	0.043
309	1.74060999	0.041
310	1.73863234	0.040
311	1.73667032	0.038
312	1.73473245	0.037
313	1.73282552	0.035
314	1.73095473	0.034
315	1.72912385	0.033
316	1.72733547	0.032
317	1.7255911	0.031
318	1.72389139	0.030
319	1.72223629	0.029
320	1.72062518	0.028
321	1.71905698	0.027
322	1.71753032	0.026
323	1.71604359	0.025
324	1.71459503	0.025
325	1.71318279	0.024
326	1.71180503	0.023
327	1.71045988	0.023
328	1.70914554	0.022
329	1.70786028	0.021
330	1.70660246	0.021
331	1.7053705	0.020
332	1.70416296	0.020
333	1.70297849	0.019
334	1.70181583	0.019
335	1.70067383	0.018
336	1.69955142	0.018
337	1.69844763	0.017
338	1.69736156	0.017
339	1.69629241	0.016
340	1.69523941	0.016
341	1.69420189	0.015
342	1.69317922	0.015
343	1.69217082	0.014
344	1.69117617	0.014
345	1.69019477	0.013
346	1.68922619	0.013
347	1.68827	0.013
348	1.68732582	0.012
349	1.6863933	0.012
350	1.68547212	0.012
351	1.68456195	0.011
352	1.68366252	0.011
353	1.68277356	0.010
354	1.68189482	0.010
355	1.68102605	0.010
356	1.68016704	0.009
357	1.67931757	0.009
358	1.67847746	0.009
359	1.6776465	0.009
360	1.67682452	0.008
361	1.67601136	0.008
362	1.67520684	0.008
363	1.67441082	0.007
364	1.67362315	0.007
365	1.67284369	0.007
366	1.67207231	0.007
367	1.67130887	0.006
368	1.67055326	0.006
369	1.66980536	0.006
370	1.66906504	0.006
371	1.66833222	0.005
372	1.66760677	0.005
373	1.66688861	0.005
374	1.66617763	0.005
375	1.66547374	0.005
376	1.66477685	0.004
377	1.66408688	0.004
378	1.66340373	0.004
379	1.66272734	0.004
380	1.66205762	0.004
381	1.6613945	0.003
382	1.66073791	0.003
383	1.66008778	0.003
384	1.65944403	0.003
385	1.65880661	0.003
386	1.65817545	0.003
387	1.6575505	0.003
388	1.65693169	0.002
389	1.65631897	0.002
390	1.65571229	0.002
391	1.65511158	0.002
392	1.65451681	0.002
393	1.65392793	0.002
394	1.65334489	0.002
395	1.65276764	0.002
396	1.65219615	0.001
397	1.65163037	0.001
398	1.65107027	0.001
399	1.65051581	0.001
400	1.64996695	0.001
401	1.64942367	0.001
402	1.64888594	0.001
403	1.64835371	0.001
404	1.64782698	0.001
405	1.64730572	0.001
406	1.6467899	0.001
407	1.64627951	0.001
408	1.64577454	0.001
409	1.64527495	0.000
410	1.64478076	0.000
411	1.64429194	0.000
412	1.6438085	0.000
413	1.64333044	0.000
414	1.64285776	0.000
415	1.64239046	0.000
416	1.64192857	0.000
417	1.6414721	0.000
418	1.64102108	0.000
419	1.64057555	0.000
420	1.64013556	0.000
421	1.63970117	0.000
422	1.63927245	0.000
423	1.63884952	0.000
424	1.63843252	0.000
425	1.63802165	0.000
426	1.63761724	0.000
427	1.63722006	0.000
428	1.6368309	0.000
429	1.63644839	0.000
430	1.63607189	0.000
431	1.63570101	0.000
432	1.63533545	0.000
433	1.63497498	0.000
434	1.6346194	0.000
435	1.63426854	0.000
436	1.63392223	0.000
437	1.63358035	0.000
438	1.63324275	0.000
439	1.63290932	0.000
440	1.63257996	0.000
441	1.63225455	0.000
442	1.631933	0.000
443	1.63161523	0.000
444	1.63130113	0.000
445	1.63099064	0.000
446	1.63068367	0.000
447	1.63038015	0.000
448	1.63008	0.000
449	1.62978316	0.000
450	1.62948957	0.000
451	1.62919915	0.000
452	1.62891185	0.000
453	1.62862762	0.000
454	1.62834638	0.000
455	1.62806809	0.000
456	1.6277927	0.000
457	1.62752015	0.000
458	1.6272504	0.000
459	1.62698339	0.000
460	1.62671908	0.000
461	1.62645743	0.000
462	1.62619838	0.000
463	1.6259419	0.000
464	1.62568795	0.000
465	1.62543648	0.000
466	1.62518746	0.000
467	1.62494085	0.000
468	1.6246966	0.000
469	1.62445469	0.000
470	1.62421508	0.000
471	1.62397773	0.000
472	1.6237426	0.000
473	1.62350968	0.000
474	1.62327891	0.000
475	1.62305028	0.000
476	1.62282375	0.000
477	1.62259929	0.000
478	1.62237687	0.000
479	1.62215646	0.000
480	1.62193804	0.000
481	1.62172157	0.000
482	1.62150703	0.000
483	1.6212944	0.000
484	1.62108364	0.000
485	1.62087473	0.000
486	1.62066765	0.000
487	1.62046237	0.000
488	1.62025886	0.000
489	1.62005712	0.000
490	1.6198571	0.000
491	1.61965879	0.000
492	1.61946217	0.000
493	1.61926722	0.000
494	1.6190739	0.000
495	1.61888221	0.000
496	1.61869213	0.000
497	1.61850362	0.000
498	1.61831668	0.000
499	1.61813128	0.000
500	1.6179474	0.000
501	1.61776503	0.000
502	1.61758414	0.000
503	1.61740473	0.000
504	1.61722676	0.000
505	1.61705023	0.000
506	1.61687511	0.000
507	1.6167014	0.000
508	1.61652906	0.000
509	1.61635809	0.000
510	1.61618848	0.000
511	1.61602019	0.000
512	1.61585323	0.000
513	1.61568757	0.000
514	1.6155232	0.000
515	1.6153601	0.000
516	1.61519826	0.000
517	1.61503767	0.000
518	1.61487831	0.000
519	1.61472017	0.000
520	1.61456322	0.000
521	1.61440747	0.000
522	1.6142529	0.000
523	1.61409949	0.000
524	1.61394723	0.000
525	1.61379611	0.000
526	1.61364612	0.000
527	1.61349724	0.000
528	1.61334946	0.000
529	1.61320278	0.000
530	1.61305717	0.000
531	1.61291262	0.000
532	1.61276914	0.000
